Year,Country,Ease_of_Living_Rank
2006,Norway,1
2006,Denmark,2
2006,Switzerland,3
2006,Canada,4
2006,Netherlands,5
2006,Finland,6
2006,Australia,7
2006,Ireland,8
2006,United States,9
2006,Germany,10
2006,Austria,11
2006,United Kingdom,12
2006,Sweden,13
2006,Belgium,14
2006,Japan,15
2006,Qatar,16
2006,Singapore,17
2006,New Zealand,18
2006,Iceland,19
2006,France,20
2006,United Arab Emirates,21
2006,Kuwait,23
2006,Italy,24
2006,Israel,26
2006,Spain,27
2006,Greece,28
2006,Cyprus,29
2006,Estonia,31
2006,Malta,32
2006,Slovenia,33
2006,Bahrain,34
2006,Portugal,36
2006,Hungary,37
2006,Chile,39
2006,Lithuania,40
2006,Poland,41
2006,Saudi Arabia,42
2006,Latvia,43
2006,Croatia,44
2006,Malaysia,45
2006,Uruguay,46
2006,Romania,47
2006,Bulgaria,48
2006,Mexico,49
2006,Montenegro,50
2006,Argentina,51
2006,Panama,52
2006,South Africa,53
2006,Serbia,54
2006,Jordan,55
2006,Thailand,56
2006,Tunisia,57
2006,Costa Rica,58
2006,North Macedonia,60
2006,Kazakhstan,61
2006,Lebanon,62
2006,Colombia,63
2006,Armenia,64
2006,Ukraine,65
2006,Georgia,66
2006,Brazil,67
2006,Algeria,69
2006,Belarus,71
2006,China,72
2006,Peru,73
2006,Ecuador,74
2006,Mongolia,75
2006,Moldova,76
2006,Azerbaijan,77
2006,Philippines,80
2006,Morocco,81
2006,Indonesia,83
2006,India,84
2006,Nicaragua,85
2006,Pakistan,86
2006,Nepal,87
