Year,Country,Economic_Rank
2006,Norway,1
2006,Switzerland,2
2006,Austria,3
2006,Denmark,4
2006,Netherlands,5
2006,Ireland,6
2006,Sweden,7
2006,Canada,8
2006,Germany,9
2006,Japan,10
2006,Finland,11
2006,United Kingdom,12
2006,Belgium,13
2006,United Arab Emirates,14
2006,France,15
2006,United States,16
2006,Italy,17
2006,Australia,18
2006,Iceland,19
2006,Singapore,20
2006,Kuwait,21
2006,Qatar,22
2006,New Zealand,23
2006,Greece,24
2006,Spain,25
2006,Cyprus,28
2006,Israel,29
2006,Portugal,30
2006,Bahrain,32
2006,Hungary,33
2006,Malta,35
2006,Saudi Arabia,36
2006,Slovenia,37
2006,Croatia,38
2006,Estonia,39
2006,Chile,41
2006,Latvia,42
2006,Malaysia,43
2006,Lithuania,44
2006,Colombia,45
2006,Montenegro,46
2006,Mexico,47
2006,North Macedonia,48
2006,South Africa,49
2006,Thailand,50
2006,Poland,51
2006,Brazil,52
2006,Peru,53
2006,Panama,54
2006,China,55
2006,Ecuador,56
2006,Algeria,57
2006,Serbia,58
2006,Tunisia,59
2006,Lebanon,60
2006,Romania,61
2006,Morocco,63
2006,Uruguay,64
2006,Armenia,65
2006,Pakistan,68
2006,Georgia,69
2006,Costa Rica,70
2006,Belarus,71
2006,Azerbaijan,72
2006,Nicaragua,73
2006,Argentina,74
2006,Jordan,75
2006,Kazakhstan,76
2006,India,78
2006,Bulgaria,79
2006,Philippines,80
2006,Nepal,81
2006,Moldova,84
2006,Mongolia,85
2006,Ukraine,86
2006,Indonesia,87
