Year,Country,Sustainability_Rank
2006,Qatar,1
2006,Kuwait,2
2006,United Arab Emirates,3
2006,Bahrain,4
2006,United States,5
2006,Australia,6
2006,Saudi Arabia,7
2006,Canada,8
2006,Kazakhstan,9
2006,Ireland,12
2006,Belgium,14
2006,Netherlands,15
2006,Estonia,16
2006,Japan,17
2006,United Kingdom,18
2006,Singapore,19
2006,Germany,20
2006,Israel,21
2006,Greece,23
2006,Denmark,24
2006,Cyprus,25
2006,Poland,26
2006,Finland,27
2006,Italy,29
2006,Malta,30
2006,Ukraine,31
2006,South Africa,32
2006,Malaysia,33
2006,Spain,35
2006,Slovenia,36
2006,Belarus,37
2006,Bulgaria,38
2006,Serbia,39
2006,France,40
2006,Mongolia,41
2006,Hungary,42
2006,Austria,43
2006,Azerbaijan,44
2006,New Zealand,45
2006,Jordan,46
2006,Algeria,46
2006,Switzerland,47
2006,Mexico,49
2006,Lebanon,49
2006,Argentina,50
2006,China,51
2006,Moldova,52
2006,Romania,53
2006,Portugal,54
2006,North Macedonia,58
2006,Lithuania,59
2006,Croatia,60
2006,Armenia,61
2006,Tunisia,62
2006,Thailand,63
2006,Ecuador,64
2006,Panama,65
2006,Morocco,66
2006,Sweden,67
2006,Norway,68
2006,Latvia,69
2006,Chile,70
2006,Colombia,71
2006,Montenegro,72
2006,Uruguay,73
2006,Iceland,74
2006,Georgia,75
2006,Indonesia,76
2006,Peru,77
2006,Philippines,78
2006,Brazil,79
2006,India,80
2006,Costa Rica,81
2006,Pakistan,82
2006,Nicaragua,83
2006,Nepal,84
