Year,Country,Quality_of_Life_Rank
2020,Norway,1
2020,Iceland,2
2020,Switzerland,3
2020,Denmark,5
2020,Australia,6
2020,Germany,7
2020,Ireland,8
2020,Sweden,9
2020,Singapore,10
2020,Netherlands,10
2020,Finland,11
2020,New Zealand,12
2020,Canada,14
2020,Belgium,15
2020,United Kingdom,16
2020,Japan,17
2020,United States,19
2020,Israel,20
2020,Austria,21
2020,Slovenia,22
2020,United Arab Emirates,23
2020,Malta,24
2020,Spain,25
2020,France,26
2020,Cyprus,27
2020,Estonia,28
2020,Italy,30
2020,Greece,31
2020,Lithuania,32
2020,Bahrain,33
2020,Poland,34
2020,Latvia,35
2020,Saudi Arabia,36
2020,Portugal,37
2020,Croatia,39
2020,Qatar,40
2020,Chile,41
2020,Hungary,42
2020,Argentina,43
2020,Montenegro,46
2020,Romania,47
2020,Kuwait,48
2020,Uruguay,49
2020,Costa Rica,50
2020,Kazakhstan,51
2020,Belarus,52
2020,Malaysia,53
2020,Serbia,54
2020,Georgia,55
2020,Bulgaria,56
2020,Thailand,57
2020,Panama,58
2020,Ukraine,61
2020,North Macedonia,62
2020,Moldova,63
2020,China,64
2020,Peru,65
2020,Armenia,66
2020,Brazil,67
2020,Mexico,68
2020,Colombia,69
2020,Mongolia,70
2020,Tunisia,71
2020,Algeria,72
2020,Ecuador,74
2020,Azerbaijan,75
2020,Lebanon,76
2020,South Africa,77
2020,India,78
2020,Jordan,79
2020,Philippines,81
2020,Indonesia,82
2020,Morocco,83
2020,Nicaragua,84
2020,Nepal,85
2020,Pakistan,87
