Year,Country,Sustainability_Rank
2020,Qatar,1
2020,Bahrain,2
2020,Kuwait,3
2020,United Arab Emirates,4
2020,Saudi Arabia,5
2020,Australia,6
2020,Kazakhstan,7
2020,United States,8
2020,Canada,11
2020,Singapore,12
2020,Japan,15
2020,Malaysia,16
2020,Mongolia,17
2020,Israel,18
2020,Netherlands,19
2020,China,21
2020,South Africa,22
2020,Belgium,23
2020,Belarus,25
2020,Poland,26
2020,Ireland,27
2020,Algeria,28
2020,Germany,29
2020,Azerbaijan,30
2020,Lebanon,31
2020,Cyprus,32
2020,Ukraine,34
2020,United Kingdom,36
2020,Serbia,37
2020,Slovenia,38
2020,Hungary,39
2020,Argentina,40
2020,Italy,42
2020,Malta,43
2020,Bulgaria,44
2020,Greece,45
2020,Armenia,46
2020,Mexico,47
2020,France,48
2020,Spain,50
2020,New Zealand,51
2020,North Macedonia,53
2020,Tunisia,54
2020,Austria,55
2020,Thailand,56
2020,Jordan,57
2020,Morocco,58
2020,Chile,59
2020,Moldova,61
2020,Switzerland,62
2020,Romania,63
2020,Georgia,64
2020,Ecuador,65
2020,Indonesia,66
2020,Lithuania,67
2020,Croatia,68
2020,Estonia,69
2020,Finland,70
2020,Portugal,71
2020,Montenegro,72
2020,Panama,73
2020,Denmark,74
2020,Philippines,75
2020,Norway,76
2020,Colombia,77
2020,Peru,78
2020,Latvia,79
2020,India,80
2020,Costa Rica,81
2020,Brazil,82
2020,Sweden,83
2020,Pakistan,84
2020,Nicaragua,85
2020,Uruguay,86
2020,Iceland,87
2020,Nepal,88
