Year,Country,Institutional_Rank
2020,Finland,1
2020,Singapore,2
2020,Norway,3
2020,Denmark,4
2020,Switzerland,5
2020,New Zealand,6
2020,Sweden,7
2020,Netherlands,8
2020,Australia,9
2020,Iceland,9
2020,Canada,10
2020,Austria,11
2020,Germany,12
2020,Ireland,14
2020,Japan,15
2020,United Kingdom,16
2020,Estonia,17
2020,Belgium,18
2020,France,19
2020,United States,20
2020,Portugal,22
2020,Slovenia,23
2020,Lithuania,25
2020,United Arab Emirates,26
2020,Chile,28
2020,Latvia,29
2020,Uruguay,30
2020,Malta,31
2020,Israel,32
2020,Spain,33
2020,Qatar,34
2020,Cyprus,35
2020,Malaysia,37
2020,Poland,38
2020,Costa Rica,39
2020,Georgia,40
2020,Hungary,41
2020,Italy,42
2020,Greece,43
2020,Croatia,44
2020,Bahrain,45
2020,Romania,46
2020,Jordan,47
2020,Saudi Arabia,48
2020,Kuwait,49
2020,Montenegro,50
2020,China,51
2020,India,52
2020,South Africa,53
2020,North Macedonia,54
2020,Bulgaria,55
2020,Thailand,56
2020,Tunisia,57
2020,Panama,58
2020,Armenia,59
2020,Indonesia,60
2020,Serbia,61
2020,Colombia,63
2020,Peru,64
2020,Morocco,65
2020,Kazakhstan,66
2020,Mongolia,66
2020,Brazil,67
2020,Argentina,68
2020,Philippines,69
2020,Moldova,71
2020,Mexico,72
2020,Ecuador,73
2020,Ukraine,76
2020,Nepal,78
2020,Azerbaijan,79
2020,Pakistan,80
2020,Belarus,81
2020,Algeria,82
2020,Nicaragua,83
2020,Lebanon,84
