Year,Country,Sustainability_Rank
1996,Qatar,1
1996,United Arab Emirates,2
1996,Bahrain,3
1996,Kuwait,4
1996,United States,5
1996,Australia,6
1996,Denmark,7
1996,Canada,8
1996,Belgium,9
1996,Saudi Arabia,10
1996,Netherlands,11
1996,Germany,12
1996,Singapore,13
1996,Kazakhstan,15
1996,Ireland,16
1996,United Kingdom,17
1996,Estonia,19
1996,Japan,20
1996,Poland,21
1996,Israel,24
1996,Finland,26
1996,Ukraine,27
1996,Cyprus,28
1996,Greece,29
1996,Italy,30
1996,Malta,31
1996,Bulgaria,32
1996,Slovenia,33
1996,Belarus,34
1996,Hungary,35
1996,France,37
1996,Spain,38
1996,Malaysia,39
1996,Austria,40
1996,Serbia,41
1996,Romania,42
1996,Switzerland,43
1996,Azerbaijan,44
1996,South Africa,45
1996,Mongolia,46
1996,Moldova,47
1996,Lebanon,48
1996,Jordan,48
1996,Algeria,50
1996,North Macedonia,51
1996,Lithuania,52
1996,Argentina,53
1996,New Zealand,54
1996,Sweden,55
1996,Mexico,56
1996,Portugal,57
1996,Tunisia,60
1996,Thailand,61
1996,Iceland,62
1996,Ecuador,63
1996,Armenia,64
1996,Latvia,65
1996,Norway,66
1996,Morocco,67
1996,Croatia,68
1996,Chile,69
1996,China,69
1996,Colombia,70
1996,Montenegro,71
1996,Peru,72
1996,Panama,74
1996,Uruguay,75
1996,Costa Rica,76
1996,Georgia,77
1996,Philippines,78
1996,Brazil,79
1996,Indonesia,80
1996,India,81
1996,Pakistan,82
1996,Nicaragua,84
1996,Nepal,85
