Year,Country,Economic_Rank
1996,Japan,1
1996,Denmark,2
1996,Switzerland,3
1996,Norway,4
1996,Sweden,5
1996,Iceland,6
1996,Singapore,7
1996,United States,8
1996,Germany,9
1996,United Arab Emirates,10
1996,Netherlands,11
1996,Austria,12
1996,United Kingdom,13
1996,France,14
1996,Belgium,15
1996,Finland,16
1996,Italy,18
1996,Spain,19
1996,Canada,20
1996,Australia,21
1996,Ireland,22
1996,Portugal,23
1996,New Zealand,24
1996,Israel,25
1996,Kuwait,26
1996,Greece,27
1996,Bahrain,28
1996,Qatar,29
1996,Saudi Arabia,30
1996,Slovenia,31
1996,Malta,33
1996,Panama,34
1996,Croatia,35
1996,Cyprus,36
1996,Montenegro,37
1996,North Macedonia,39
1996,Thailand,40
1996,Serbia,41
1996,Uruguay,42
1996,Argentina,43
1996,Mexico,44
1996,Malaysia,45
1996,Brazil,47
1996,Poland,48
1996,Peru,50
1996,Hungary,51
1996,Ukraine,52
1996,Estonia,53
1996,Lebanon,54
1996,Latvia,55
1996,Ecuador,56
1996,Costa Rica,57
1996,Chile,58
1996,Tunisia,59
1996,Colombia,61
1996,South Africa,62
1996,Nepal,64
1996,Lithuania,65
1996,Philippines,67
1996,Morocco,68
1996,Bulgaria,69
1996,Belarus,70
1996,Pakistan,71
1996,Georgia,73
1996,Jordan,75
1996,Algeria,76
1996,Indonesia,77
1996,Moldova,78
1996,Kazakhstan,79
1996,China,80
1996,Nicaragua,81
1996,Armenia,82
1996,Azerbaijan,84
1996,India,85
1996,Romania,87
1996,Mongolia,88
