Year,Country,Ease_of_Living_Rank
1996,Denmark,1
1996,Switzerland,2
1996,United States,3
1996,Japan,4
1996,Norway,5
1996,Netherlands,6
1996,Sweden,7
1996,Germany,8
1996,Australia,9
1996,Canada,10
1996,Finland,11
1996,Belgium,12
1996,United Kingdom,13
1996,Singapore,14
1996,Iceland,15
1996,Austria,16
1996,United Arab Emirates,17
1996,New Zealand,18
1996,France,19
1996,Ireland,20
1996,Qatar,22
1996,Spain,23
1996,Italy,24
1996,Israel,25
1996,Kuwait,26
1996,Bahrain,27
1996,Portugal,28
1996,Slovenia,29
1996,Greece,30
1996,Cyprus,32
1996,Malta,35
1996,Poland,36
1996,Estonia,37
1996,Hungary,38
1996,Chile,39
1996,Saudi Arabia,40
1996,Uruguay,42
1996,Argentina,43
1996,Malaysia,44
1996,Lithuania,45
1996,Latvia,46
1996,South Africa,47
1996,Costa Rica,48
1996,Panama,49
1996,Croatia,50
1996,Bulgaria,51
1996,Montenegro,53
1996,Thailand,54
1996,Mexico,55
1996,Lebanon,56
1996,Romania,57
1996,Jordan,57
1996,North Macedonia,58
1996,Ukraine,59
1996,Belarus,60
1996,Brazil,61
1996,Ecuador,62
1996,Tunisia,65
1996,Serbia,66
1996,Peru,67
1996,Moldova,68
1996,Kazakhstan,69
1996,Philippines,72
1996,Colombia,73
1996,Mongolia,74
1996,Armenia,75
1996,Algeria,76
1996,Georgia,77
1996,Morocco,79
1996,China,80
1996,Azerbaijan,81
1996,Indonesia,82
1996,India,84
1996,Nicaragua,85
1996,Nepal,86
1996,Pakistan,87
