Year,Country,Ease_of_Living_Rank
2015,Switzerland,1
2015,Norway,2
2015,Australia,3
2015,Singapore,4
2015,Denmark,5
2015,New Zealand,6
2015,Canada,7
2015,Ireland,8
2015,United Kingdom,9
2015,Finland,11
2015,Netherlands,12
2015,Iceland,13
2015,United States,14
2015,Qatar,15
2015,Belgium,16
2015,Japan,17
2015,Sweden,18
2015,Germany,19
2015,France,21
2015,Austria,22
2015,Kuwait,23
2015,United Arab Emirates,24
2015,Israel,25
2015,Cyprus,27
2015,Malta,28
2015,Italy,29
2015,Estonia,29
2015,Slovenia,30
2015,Bahrain,31
2015,Spain,32
2015,Portugal,34
2015,Greece,35
2015,Chile,36
2015,Saudi Arabia,37
2015,Lithuania,38
2015,Poland,39
2015,Uruguay,41
2015,Latvia,42
2015,Costa Rica,43
2015,Croatia,44
2015,Argentina,45
2015,Malaysia,46
2015,Hungary,47
2015,Panama,49
2015,China,50
2015,Kazakhstan,51
2015,Jordan,53
2015,Bulgaria,54
2015,Romania,55
2015,Montenegro,56
2015,Lebanon,57
2015,Thailand,58
2015,Serbia,59
2015,Belarus,60
2015,Georgia,61
2015,South Africa,62
2015,Azerbaijan,63
2015,Mongolia,64
2015,India,65
2015,Mexico,66
2015,Brazil,67
2015,Peru,69
2015,North Macedonia,71
2015,Ecuador,72
2015,Armenia,73
2015,Colombia,74
2015,Ukraine,75
2015,Tunisia,76
2015,Philippines,77
2015,Indonesia,78
2015,Moldova,79
2015,Algeria,80
2015,Morocco,82
2015,Nicaragua,84
2015,Pakistan,86
2015,Nepal,87
