Year,Country,Sustainability_Rank
2015,Qatar,1
2015,Kuwait,2
2015,Bahrain,3
2015,United Arab Emirates,4
2015,Saudi Arabia,5
2015,Australia,6
2015,United States,7
2015,Canada,8
2015,Kazakhstan,10
2015,Singapore,12
2015,Japan,13
2015,Netherlands,14
2015,Israel,16
2015,Malaysia,18
2015,South Africa,20
2015,Belgium,22
2015,Estonia,23
2015,Germany,24
2015,Ireland,25
2015,Mongolia,25
2015,Poland,26
2015,China,27
2015,Belarus,28
2015,Algeria,29
2015,United Kingdom,30
2015,Cyprus,31
2015,Lebanon,32
2015,Ukraine,33
2015,Azerbaijan,35
2015,Bulgaria,36
2015,Serbia,37
2015,Argentina,38
2015,Slovenia,39
2015,Greece,40
2015,Malta,41
2015,France,42
2015,Jordan,42
2015,Mexico,42
2015,Italy,44
2015,Spain,45
2015,Hungary,47
2015,New Zealand,50
2015,Austria,51
2015,Tunisia,52
2015,Switzerland,53
2015,Ecuador,54
2015,Armenia,55
2015,Chile,56
2015,Thailand,57
2015,North Macedonia,58
2015,Morocco,59
2015,Finland,60
2015,Romania,61
2015,Portugal,62
2015,Panama,63
2015,Moldova,64
2015,Norway,65
2015,Georgia,66
2015,Croatia,66
2015,Lithuania,68
2015,Denmark,69
2015,Indonesia,70
2015,Peru,71
2015,Latvia,72
2015,Montenegro,72
2015,Colombia,73
2015,India,74
2015,Philippines,75
2015,Brazil,76
2015,Sweden,77
2015,Costa Rica,78
2015,Pakistan,79
2015,Iceland,80
2015,Uruguay,81
2015,Nicaragua,82
2015,Nepal,83
