Year,Country,Quality_of_Life_Rank
2015,Switzerland,1
2015,Norway,2
2015,Iceland,3
2015,Germany,4
2015,Sweden,5
2015,Denmark,6
2015,Australia,8
2015,Netherlands,9
2015,New Zealand,10
2015,Finland,11
2015,Singapore,12
2015,Canada,13
2015,Ireland,14
2015,Belgium,15
2015,United Kingdom,16
2015,United States,18
2015,Japan,19
2015,Austria,20
2015,Israel,21
2015,Slovenia,22
2015,France,23
2015,Spain,25
2015,Malta,26
2015,Italy,27
2015,Estonia,27
2015,Greece,28
2015,Cyprus,29
2015,Poland,30
2015,United Arab Emirates,31
2015,Lithuania,32
2015,Saudi Arabia,33
2015,Bahrain,34
2015,Portugal,36
2015,Latvia,37
2015,Argentina,38
2015,Qatar,39
2015,Chile,40
2015,Croatia,41
2015,Hungary,42
2015,Kuwait,43
2015,Montenegro,45
2015,Belarus,47
2015,Romania,47
2015,Uruguay,48
2015,Bulgaria,49
2015,Kazakhstan,50
2015,Panama,51
2015,Costa Rica,52
2015,Malaysia,53
2015,Serbia,54
2015,Georgia,55
2015,Thailand,56
2015,Ukraine,58
2015,Mexico,59
2015,Armenia,60
2015,Ecuador,61
2015,North Macedonia,62
2015,Peru,64
2015,Colombia,65
2015,Brazil,66
2015,Moldova,67
2015,Azerbaijan,68
2015,Lebanon,69
2015,Algeria,70
2015,China,71
2015,Tunisia,72
2015,Mongolia,73
2015,Jordan,74
2015,South Africa,75
2015,Philippines,77
2015,Indonesia,78
2015,India,80
2015,Morocco,81
2015,Nicaragua,82
2015,Nepal,83
2015,Pakistan,85
