Year,Country,Institutional_Rank
2015,New Zealand,1
2015,Finland,2
2015,Singapore,3
2015,Switzerland,4
2015,Denmark,5
2015,Norway,6
2015,Sweden,7
2015,Netherlands,8
2015,Canada,9
2015,United Kingdom,11
2015,Australia,12
2015,Germany,13
2015,Ireland,14
2015,Iceland,15
2015,Austria,16
2015,Japan,17
2015,Belgium,18
2015,United States,19
2015,France,20
2015,Estonia,21
2015,Chile,22
2015,Israel,23
2015,Portugal,24
2015,Malta,26
2015,Cyprus,27
2015,Lithuania,28
2015,United Arab Emirates,30
2015,Spain,31
2015,Slovenia,32
2015,Latvia,33
2015,Poland,34
2015,Uruguay,36
2015,Qatar,37
2015,Costa Rica,38
2015,Malaysia,40
2015,Hungary,41
2015,Italy,42
2015,Georgia,43
2015,Bahrain,44
2015,Croatia,45
2015,Greece,46
2015,Romania,47
2015,Jordan,48
2015,South Africa,49
2015,Montenegro,50
2015,Panama,51
2015,Bulgaria,52
2015,Saudi Arabia,53
2015,Serbia,54
2015,North Macedonia,56
2015,Tunisia,57
2015,Kuwait,58
2015,Colombia,59
2015,India,60
2015,Thailand,61
2015,Morocco,62
2015,Philippines,63
2015,Brazil,64
2015,China,65
2015,Mexico,66
2015,Peru,67
2015,Mongolia,69
2015,Indonesia,70
2015,Armenia,71
2015,Kazakhstan,73
2015,Argentina,74
2015,Moldova,75
2015,Azerbaijan,76
2015,Lebanon,77
2015,Belarus,78
2015,Ecuador,81
2015,Nicaragua,82
2015,Ukraine,83
2015,Algeria,85
2015,Nepal,86
2015,Pakistan,87
