Year,Country,Ease_of_Living_Rank
1975,Switzerland,1
1975,Sweden,2
1975,Denmark,2
1975,Qatar,4
1975,Puerto Rico,5
1975,Euro area,6
1975,Bermuda,7
1975,Norway,8
1975,Australia,9
1975,Iceland,10
1975,Poland,11
1975,Belgium,12
1975,North America,13
1975,Canada,14
1975,United Kingdom,15
1975,Lithuania,16
1975,Sint Maarten (Dutch part),17
1975,United States,19
1975,Finland,21
1975,Bulgaria,22
1975,Montenegro,24
1975,Netherlands,25
1975,Germany,25
1975,OECD members,26
1975,Latvia,27
1975,Cuba,28
1975,New Zealand,29
1975,Europe & Central Asia,29
1975,Europe & Central Asia (IDA & IBRD countries),30
1975,Japan,31
1975,Italy,31
1975,Slovenia,32
1975,Aruba,33
1975,Belarus,34
1975,European Union,35
1975,United Arab Emirates,36
1975,Greece,37
1975,Brunei Darussalam,38
1975,Singapore,39
1975,Post-demographic dividend,40
1975,Kuwait,41
1975,France,42
1975,Croatia,42
1975,Hungary,43
1975,Curacao,44
1975,Spain,46
1975,"Bahamas, The",47
1975,Israel,48
1975,Dominica,49
1975,Estonia,50
1975,Tajikistan,51
1975,Argentina,52
1975,Austria,53
1975,Kosovo,54
1975,Georgia,55
1975,Gibraltar,56
1975,High income,57
1975,Antigua and Barbuda,58
1975,Barbados,59
1975,Luxembourg,60
1975,Channel Islands,60
1975,St. Kitts and Nevis,61
1975,Malta,62
1975,British Virgin Islands,63
1975,Romania,65
1975,Uruguay,66
1975,St. Martin (French part),67
1975,Central Europe and the Baltics,68
1975,Guam,69
1975,Chile,70
1975,Cyprus,71
1975,Grenada,72
1975,Ireland,73
1975,Europe & Central Asia (excluding high income),74
1975,Jamaica,75
1975,Serbia,76
1975,Armenia,77
1975,North Macedonia,78
1975,Suriname,79
1975,Trinidad and Tobago,79
1975,Albania,80
1975,Belize,81
1975,Costa Rica,82
1975,Ukraine,83
1975,St. Vincent and the Grenadines,83
1975,Jordan,84
1975,Caribbean small states,85
1975,Bahrain,86
1975,"Korea, Dem. People's Rep.",88
1975,St. Lucia,89
1975,French Polynesia,90
1975,Tonga,92
1975,Virgin Islands (U.S.),93
1975,Isle of Man,94
1975,Turks and Caicos Islands,95
1975,New Caledonia,96
1975,Portugal,97
1975,Thailand,98
1975,Moldova,99
1975,Upper middle income,100
1975,Solomon Islands,101
1975,Late-demographic dividend,102
1975,Latin America & Caribbean,103
1975,Latin America & the Caribbean (IDA & IBRD countries),105
1975,China,106
1975,Small states,107
1975,Mexico,108
1975,Kyrgyz Republic,110
1975,Brazil,111
1975,Ecuador,112
1975,Fiji,114
1975,Samoa,115
1975,Latin America & Caribbean (excluding high income),116
1975,Panama,117
1975,South Africa,118
1975,Tuvalu,119
1975,Dominican Republic,120
1975,Libya,121
1975,Malaysia,122
1975,Paraguay,123
1975,Colombia,124
1975,Sri Lanka,125
1975,Low & middle income,126
1975,World,128
1975,India,129
1975,Uzbekistan,130
1975,Eswatini,131
1975,Guyana,132
1975,Iraq,133
1975,Lower middle income,133
1975,East Asia & Pacific,134
1975,Zimbabwe,135
1975,"Micronesia, Fed. Sts.",136
1975,East Asia & Pacific (IDA & IBRD countries),137
1975,Liberia,138
1975,Djibouti,139
1975,Sao Tome and Principe,140
1975,Philippines,141
1975,Lesotho,142
1975,Tunisia,143
1975,Early-demographic dividend,144
1975,Botswana,145
1975,Kazakhstan,146
1975,IDA & IBRD total,147
1975,Lao PDR,147
1975,Pakistan,148
1975,Mauritius,149
1975,Cabo Verde,150
1975,Marshall Islands,151
1975,Fragile and conflict affected situations,152
1975,East Asia & Pacific (excluding high income),152
1975,Arab World,153
1975,IBRD only,154
1975,Bhutan,155
1975,Indonesia,156
1975,Sudan,156
1975,Oman,157
1975,Nicaragua,158
