Year,Country,Sustainability_Rank
1975,Switzerland,1
1975,Iceland,2
1975,United Kingdom,3
1975,Spain,4
1975,Georgia,5
1975,Euro area,6
1975,Canada,7
1975,Singapore,9
1975,Bulgaria,10
1975,Australia,11
1975,North America,12
1975,Hungary,13
1975,Sweden,14
1975,New Zealand,15
1975,Norway,16
1975,Uruguay,17
1975,Germany,18
1975,Sint Maarten (Dutch part),19
1975,Greece,20
1975,OECD members,21
1975,Israel,22
1975,Bermuda,23
1975,Denmark,24
1975,Austria,25
1975,Qatar,26
1975,France,27
1975,Poland,28
1975,European Union,29
1975,Luxembourg,30
1975,Curacao,31
1975,Belarus,32
1975,Brunei Darussalam,34
1975,Aruba,35
1975,Puerto Rico,36
1975,Italy,37
1975,Post-demographic dividend,38
1975,Romania,39
1975,Lithuania,40
1975,Antigua and Barbuda,41
1975,Guam,42
1975,Malta,43
1975,Gibraltar,44
1975,Europe & Central Asia,45
1975,Bahrain,46
1975,Netherlands,48
1975,Dominica,49
1975,Colombia,50
1975,North Macedonia,51
1975,Cyprus,52
1975,Costa Rica,53
1975,High income,54
1975,British Virgin Islands,55
1975,Europe & Central Asia (IDA & IBRD countries),56
1975,"Bahamas, The",57
1975,Cuba,58
1975,Central Europe and the Baltics,59
1975,Grenada,60
1975,United States,61
1975,Montenegro,62
1975,St. Martin (French part),63
1975,Belgium,64
1975,Kuwait,65
1975,Ireland,67
1975,Latvia,68
1975,St. Kitts and Nevis,70
1975,Armenia,71
1975,Serbia,72
1975,Channel Islands,73
1975,Barbados,74
1975,Croatia,75
1975,United Arab Emirates,76
1975,Finland,77
1975,Estonia,78
1975,Chile,79
1975,Trinidad and Tobago,80
1975,Tajikistan,82
1975,Europe & Central Asia (excluding high income),83
1975,Thailand,84
1975,Slovenia,85
1975,Albania,86
1975,Jordan,87
1975,Jamaica,88
1975,Suriname,89
1975,Kosovo,90
1975,Upper middle income,91
1975,Argentina,92
1975,New Caledonia,93
1975,Belize,94
1975,Ukraine,95
1975,Isle of Man,96
1975,Japan,98
1975,St. Lucia,99
1975,French Polynesia,100
1975,St. Vincent and the Grenadines,101
1975,Turks and Caicos Islands,103
1975,Tonga,104
1975,Virgin Islands (U.S.),105
1975,South Africa,106
1975,China,107
1975,Caribbean small states,108
1975,Moldova,110
1975,Tuvalu,111
1975,Paraguay,111
1975,East Asia & Pacific,113
1975,"Korea, Dem. People's Rep.",114
1975,Portugal,115
1975,Latin America & the Caribbean (IDA & IBRD countries),117
1975,Sri Lanka,118
1975,Panama,119
1975,Solomon Islands,120
1975,Latin America & Caribbean (excluding high income),121
1975,Malaysia,122
1975,IDA & IBRD total,123
1975,Kyrgyz Republic,123
1975,Uzbekistan,124
1975,Ecuador,125
1975,Brazil,126
1975,World,127
1975,Saudi Arabia,128
1975,Late-demographic dividend,129
1975,East Asia & Pacific (excluding high income),130
1975,Fiji,131
1975,Lebanon,132
1975,Dominican Republic,133
1975,Samoa,134
1975,Mauritius,135
1975,Guyana,135
1975,Iraq,136
1975,Middle East & North Africa (IDA & IBRD countries),137
1975,Vanuatu,138
1975,Latin America & Caribbean,139
1975,Other small states,140
1975,Marshall Islands,141
1975,Azerbaijan,142
1975,Bhutan,143
1975,IBRD only,144
1975,Zimbabwe,145
1975,Small states,146
1975,Pacific island small states,147
1975,Libya,148
1975,Nauru,149
1975,Kazakhstan,150
1975,East Asia & Pacific (IDA & IBRD countries),151
1975,"Micronesia, Fed. Sts.",152
1975,Mongolia,153
1975,Comoros,154
1975,Namibia,155
1975,Sierra Leone,155
1975,Cameroon,155
1975,Burundi,155
1975,Africa Eastern and Southern,155
1975,Rwanda,155
1975,Burkina Faso,155
1975,Benin,155
1975,Sub-Saharan Africa,155
1975,Sub-Saharan Africa (IDA & IBRD countries),155
1975,Sub-Saharan Africa (excluding high income),155
1975,Madagascar,155
1975,Papua New Guinea,155
1975,Middle income,155
1975,Myanmar,155
1975,Maldives,155
1975,Africa Western and Central,155
1975,Angola,155
1975,South Sudan,155
1975,Somalia,155
1975,Mozambique,155
1975,"Congo, Dem. Rep.",155
1975,South Asia (IDA & IBRD),155
1975,Equatorial Guinea,155
1975,South Asia,155
1975,Niger,155
1975,Tanzania,155
1975,Nigeria,155
1975,"Gambia, The",155
1975,Togo,155
1975,Mali,155
1975,Timor-Leste,155
1975,Mauritania,155
1975,Bangladesh,155
1975,Pre-demographic dividend,155
1975,Malawi,155
1975,Chad,155
1975,Heavily indebted poor countries (HIPC),155
1975,Haiti,155
1975,Afghanistan,155
1975,Senegal,155
1975,Liberia,155
1975,Lesotho,155
1975,Lao PDR,155
1975,Arab World,155
1975,Sudan,155
1975,Least developed countries: UN classification,155
1975,Low income,155
1975,Cambodia,155
1975,Ethiopia,155
1975,Ghana,155
1975,Eritrea,155
1975,Central African Republic,155
1975,Djibouti,156
1975,Oman,157
1975,Zambia,157
1975,"Congo, Rep.",158
1975,Uganda,159
1975,Peru,160
1975,Mexico,161
1975,Guinea,162
1975,Fragile and conflict affected situations,162
1975,IDA only,162
1975,Guinea-Bissau,163
1975,Kenya,164
1975,Kiribati,165
1975,Early-demographic dividend,166
1975,El Salvador,166
1975,IDA total,167
1975,Bolivia,167
1975,Cabo Verde,168
1975,Gabon,168
1975,India,169
1975,Low & middle income,170
1975,Botswana,170
1975,Algeria,172
1975,"Yemen, Rep.",174
1975,Sao Tome and Principe,174
1975,Honduras,175
1975,IDA blend,175
1975,Eswatini,177
1975,Middle East & North Africa,178
1975,Lower middle income,178
1975,Turkmenistan,178
1975,Middle East & North Africa (excluding high income),178
1975,Guatemala,178
1975,Indonesia,179
1975,Morocco,180
1975,Pakistan,181
1975,Tunisia,182
1975,Nepal,183
1975,Philippines,184
1975,Nicaragua,185
