Year,Country,Institutional_Rank
1975,India,2
1975,Morocco,3
1975,Belarus,5
1975,Indonesia,6
1975,Pakistan,7
1975,Japan,9
1975,South Africa,11
1975,Brunei Darussalam,12
1975,Netherlands,13
1975,Nepal,14
1975,St. Kitts and Nevis,15
1975,Mexico,16
1975,Tunisia,17
1975,"Bahamas, The",18
1975,Philippines,20
1975,Australia,21
1975,Germany,22
1975,United States,23
1975,Ecuador,24
1975,Jordan,25
1975,Sweden,26
1975,Denmark,27
1975,Nicaragua,28
1975,Belgium,29
1975,Algeria,30
1975,Austria,31
1975,Finland,32
1975,North America,33
1975,Qatar,34
1975,Italy,35
1975,United Kingdom,37
1975,Aruba,38
1975,Norway,40
1975,Bulgaria,41
1975,Hungary,42
1975,British Virgin Islands,43
1975,Curacao,44
1975,Bermuda,45
1975,OECD members,46
1975,Jamaica,47
1975,Albania,47
1975,Lithuania,48
1975,Montenegro,49
1975,Trinidad and Tobago,50
1975,St. Vincent and the Grenadines,51
1975,Post-demographic dividend,52
1975,Sint Maarten (Dutch part),53
1975,Poland,54
1975,Euro area,55
1975,Canada,56
1975,Malta,57
1975,China,58
1975,New Zealand,59
1975,Switzerland,60
1975,Gibraltar,61
1975,Chile,62
1975,Turks and Caicos Islands,64
1975,Puerto Rico,65
1975,Luxembourg,66
1975,European Union,67
1975,Tonga,68
1975,St. Lucia,69
1975,Estonia,70
1975,Kosovo,71
1975,Singapore,72
1975,Georgia,73
1975,Grenada,74
1975,Dominica,75
1975,Armenia,76
1975,Caribbean small states,77
1975,Iceland,78
1975,Slovenia,79
1975,St. Martin (French part),80
1975,Europe & Central Asia (IDA & IBRD countries),81
1975,Barbados,82
1975,Cuba,83
1975,Ukraine,85
1975,Guam,86
1975,Latvia,87
1975,Channel Islands,88
1975,Isle of Man,89
1975,Spain,90
1975,Argentina,91
1975,Thailand,92
1975,Europe & Central Asia,93
1975,Serbia,94
1975,Portugal,95
1975,Europe & Central Asia (excluding high income),96
1975,Uruguay,97
1975,French Polynesia,98
1975,High income,99
1975,Virgin Islands (U.S.),100
1975,Peru,101
1975,Central Europe and the Baltics,102
1975,Croatia,103
1975,North Macedonia,104
1975,Antigua and Barbuda,105
1975,Belize,106
1975,Suriname,108
1975,Tajikistan,109
1975,New Caledonia,110
1975,France,111
1975,Costa Rica,113
1975,Moldova,114
1975,Cyprus,115
1975,Panama,116
1975,Greece,117
1975,Uganda,118
1975,Benin,119
1975,Sub-Saharan Africa,119
1975,Sub-Saharan Africa (IDA & IBRD countries),119
1975,Madagascar,119
1975,Bangladesh,119
1975,South Sudan,119
1975,Middle income,119
1975,Sub-Saharan Africa (excluding high income),119
1975,Senegal,119
1975,Sudan,119
1975,Cambodia,119
1975,Ghana,119
1975,Mozambique,119
1975,Central African Republic,119
1975,Eritrea,119
1975,Ethiopia,119
1975,Low income,119
1975,Least developed countries: UN classification,119
1975,Somalia,119
1975,Haiti,119
1975,Rwanda,119
1975,Cameroon,119
1975,Sierra Leone,119
1975,South Asia (IDA & IBRD),119
1975,Equatorial Guinea,119
1975,South Asia,119
1975,Niger,119
1975,Angola,119
1975,Tanzania,119
1975,"Congo, Dem. Rep.",119
1975,Nigeria,119
1975,"Gambia, The",119
1975,Togo,119
1975,Papua New Guinea,119
1975,Africa Western and Central,119
1975,Mauritania,119
1975,Myanmar,119
1975,Pre-demographic dividend,119
1975,Malawi,119
1975,Chad,119
1975,Maldives,119
1975,Heavily indebted poor countries (HIPC),119
1975,Burkina Faso,119
1975,Namibia,119
1975,Burundi,119
1975,Timor-Leste,119
1975,Mali,119
1975,Afghanistan,119
1975,Liberia,119
1975,Africa Eastern and Southern,119
1975,Lao PDR,119
1975,Arab World,119
1975,Lesotho,119
1975,Libya,121
1975,Nauru,121
1975,Pacific island small states,121
1975,Cabo Verde,122
1975,Gabon,122
1975,"Korea, Dem. People's Rep.",123
1975,Botswana,124
1975,Low & middle income,125
1975,Bhutan,126
1975,Other small states,127
1975,Vanuatu,127
1975,Guatemala,128
1975,Turkmenistan,128
1975,Middle East & North Africa (excluding high income),128
1975,Middle East & North Africa,128
1975,Lower middle income,128
1975,Middle East & North Africa (IDA & IBRD countries),129
1975,"Congo, Rep.",130
1975,Eswatini,131
1975,Honduras,132
1975,IDA blend,132
1975,Marshall Islands,133
1975,Comoros,134
1975,Oman,134
1975,Zambia,134
1975,"Yemen, Rep.",135
1975,Sao Tome and Principe,136
1975,Kiribati,137
1975,Bolivia,138
1975,IDA total,138
1975,Djibouti,138
1975,Kuwait,139
1975,Kenya,140
1975,Guinea-Bissau,140
1975,Fragile and conflict affected situations,141
1975,Guinea,141
1975,IDA only,141
1975,Israel,142
1975,El Salvador,143
1975,Early-demographic dividend,143
1975,Solomon Islands,144
1975,East Asia & Pacific,145
1975,Bahrain,146
1975,Latin America & the Caribbean (IDA & IBRD countries),147
1975,IBRD only,148
1975,Latin America & Caribbean (excluding high income),149
1975,Small states,150
1975,Kyrgyz Republic,151
1975,IDA & IBRD total,151
1975,Upper middle income,152
1975,Dominican Republic,153
1975,Romania,154
1975,East Asia & Pacific (excluding high income),155
1975,Mauritius,156
1975,Guyana,156
1975,Zimbabwe,157
1975,Fiji,158
1975,Iraq,159
1975,Latin America & Caribbean,160
1975,United Arab Emirates,161
1975,Mongolia,162
1975,Paraguay,163
1975,Tuvalu,163
1975,"Micronesia, Fed. Sts.",164
1975,World,165
1975,Uzbekistan,166
1975,East Asia & Pacific (IDA & IBRD countries),167
1975,Late-demographic dividend,168
1975,Sri Lanka,169
1975,Ireland,170
1975,Samoa,171
1975,Brazil,172
1975,Azerbaijan,173
1975,Malaysia,174
1975,Kazakhstan,175
1975,Saudi Arabia,176
1975,Lebanon,177
1975,Colombia,178
