Year,Country,Economic_Rank
1975,United Arab Emirates,1
1975,Tajikistan,2
1975,Qatar,3
1975,Slovenia,4
1975,Small states,4
1975,Solomon Islands,4
1975,Puerto Rico,5
1975,Switzerland,6
1975,Kuwait,7
1975,Kosovo,8
1975,Lao PDR,8
1975,Kyrgyz Republic,8
1975,Late-demographic dividend,8
1975,"Korea, Dem. People's Rep.",8
1975,Croatia,9
1975,Estonia,10
1975,Europe & Central Asia,11
1975,Europe & Central Asia (IDA & IBRD countries),11
1975,Ethiopia,12
1975,Eritrea,12
1975,Euro area,12
1975,Eswatini,12
1975,Poland,14
1975,Cuba,15
1975,Latin America & Caribbean,16
1975,Least developed countries: UN classification,16
1975,Latvia,16
1975,Latin America & the Caribbean (IDA & IBRD countries),16
1975,Latin America & Caribbean (excluding high income),16
1975,Lithuania,17
1975,Libya,19
1975,Low & middle income,19
1975,Lesotho,20
1975,Liberia,21
1975,Lebanon,22
1975,Saudi Arabia,23
1975,Lower middle income,24
1975,Low income,24
1975,Denmark,25
1975,Senegal,26
1975,Sao Tome and Principe,26
1975,Suriname,27
1975,Sudan,27
1975,Sub-Saharan Africa (excluding high income),27
1975,Sub-Saharan Africa (IDA & IBRD countries),27
1975,Sub-Saharan Africa,27
1975,Belgium,28
1975,Dominica,29
1975,Djibouti,29
1975,Dominican Republic,29
1975,Early-demographic dividend,30
1975,Montenegro,31
1975,Argentina,32
1975,Finland,33
1975,Rwanda,34
1975,Arab World,35
1975,Antigua and Barbuda,36
1975,Samoa,37
1975,Bermuda,38
1975,Benin,39
1975,Belize,40
1975,Sweden,41
1975,Germany,43
1975,Europe & Central Asia (excluding high income),44
1975,Fragile and conflict affected situations,44
1975,Fiji,44
1975,European Union,44
1975,Iceland,45
1975,Norway,46
1975,Curacao,47
1975,Singapore,48
1975,Chile,49
1975,Sint Maarten (Dutch part),50
1975,Sierra Leone,51
1975,Ghana,52
1975,IDA only,53
1975,IDA total,54
1975,Bhutan,55
1975,Oman,56
1975,OECD members,56
1975,United States,57
1975,Bolivia,58
1975,Botswana,59
1975,Upper middle income,61
1975,Serbia,62
1975,North America,63
1975,Israel,64
1975,North Macedonia,65
1975,Brunei Darussalam,66
1975,Burkina Faso,66
1975,Bulgaria,67
1975,British Virgin Islands,68
1975,Burundi,69
1975,Cabo Verde,69
1975,Brazil,70
1975,France,70
1975,Malaysia,72
1975,Romania,73
1975,Azerbaijan,74
1975,Kenya,75
1975,Kiribati,75
1975,Kazakhstan,76
1975,Barbados,77
1975,"Bahamas, The",78
1975,Central Europe and the Baltics,79
1975,Belarus,80
1975,Armenia,81
1975,Channel Islands,82
1975,Chad,82
1975,French Polynesia,83
1975,Aruba,84
1975,Cameroon,85
1975,Cambodia,85
1975,Central African Republic,85
1975,Caribbean small states,85
1975,Bahrain,86
1975,Guyana,87
1975,High income,87
1975,Heavily indebted poor countries (HIPC),87
1975,Honduras,87
1975,Haiti,87
1975,United Kingdom,88
1975,Bangladesh,89
1975,Canada,90
1975,Italy,91
1975,Australia,92
1975,New Zealand,93
1975,Luxembourg,95
1975,Malawi,95
1975,Maldives,95
1975,Madagascar,95
1975,Netherlands,96
1975,New Caledonia,97
1975,Mongolia,98
1975,Jamaica,99
1975,Uganda,100
1975,Japan,101
1975,Tuvalu,103
1975,Virgin Islands (U.S.),104
1975,Zambia,104
1975,Zimbabwe,104
1975,World,104
1975,"Yemen, Rep.",104
1975,Austria,105
1975,Ukraine,106
1975,Pre-demographic dividend,107
1975,Cyprus,108
1975,Post-demographic dividend,109
1975,Marshall Islands,110
1975,Mali,110
1975,Middle income,111
1975,Moldova,112
1975,Middle East & North Africa (excluding high income),113
1975,Gibraltar,114
1975,Portugal,115
1975,Grenada,116
1975,Guatemala,116
1975,Guam,116
1975,IDA blend,117
1975,Guinea,118
1975,Guinea-Bissau,118
1975,Spain,119
1975,IBRD only,120
1975,IDA & IBRD total,120
1975,Malta,121
1975,Paraguay,122
1975,Peru,123
1975,Niger,124
1975,Nigeria,124
1975,St. Kitts and Nevis,126
1975,St. Lucia,126
1975,St. Vincent and the Grenadines,126
1975,St. Martin (French part),126
1975,Sri Lanka,126
1975,Albania,127
1975,Afghanistan,127
1975,Angola,127
1975,Africa Western and Central,127
1975,Africa Eastern and Southern,127
1975,China,128
1975,Isle of Man,129
1975,Hungary,130
1975,Ireland,131
1975,Greece,132
1975,Algeria,133
1975,Jordan,134
1975,"Gambia, The",135
1975,Nicaragua,136
1975,Gabon,137
1975,Nauru,138
1975,Papua New Guinea,139
1975,Namibia,140
1975,Panama,141
1975,Thailand,142
1975,Philippines,143
1975,Timor-Leste,144
1975,Tanzania,144
1975,Tunisia,145
1975,Equatorial Guinea,146
1975,Nepal,147
1975,East Asia & Pacific (excluding high income),148
1975,East Asia & Pacific,149
1975,East Asia & Pacific (IDA & IBRD countries),149
1975,Togo,150
1975,Iraq,151
1975,Ecuador,152
1975,El Salvador,153
1975,Tonga,154
1975,Trinidad and Tobago,155
1975,Other small states,156
1975,Middle East & North Africa,157
1975,Middle East & North Africa (IDA & IBRD countries),157
1975,Mauritania,158
1975,Mauritius,158
1975,"Micronesia, Fed. Sts.",159
1975,Mexico,160
1975,"Congo, Rep.",161
1975,Pacific island small states,162
1975,Pakistan,163
1975,Mozambique,164
1975,Myanmar,164
1975,Costa Rica,165
1975,Indonesia,166
1975,Georgia,167
1975,South Africa,168
1975,South Asia,169
1975,Somalia,169
1975,India,170
1975,Morocco,171
1975,Vanuatu,174
1975,Uzbekistan,174
1975,Uruguay,175
1975,Comoros,176
1975,"Congo, Dem. Rep.",176
1975,Colombia,177
1975,South Sudan,178
1975,South Asia (IDA & IBRD),179
1975,Turkmenistan,180
1975,Turks and Caicos Islands,180
