Year,Country,Quality_of_Life_Rank
1975,Sweden,1
1975,Greece,2
1975,Denmark,3
1975,Canada,4
1975,Switzerland,5
1975,Bermuda,6
1975,Sint Maarten (Dutch part),7
1975,Iceland,8
1975,Australia,9
1975,United Kingdom,10
1975,North America,11
1975,Norway,12
1975,United States,13
1975,Euro area,14
1975,Finland,15
1975,Belgium,16
1975,Ireland,17
1975,Puerto Rico,18
1975,New Zealand,19
1975,Japan,20
1975,Post-demographic dividend,21
1975,Israel,22
1975,France,23
1975,Bulgaria,25
1975,Netherlands,26
1975,Spain,27
1975,Lithuania,28
1975,Poland,29
1975,Italy,30
1975,Montenegro,31
1975,OECD members,32
1975,Hungary,34
1975,Georgia,35
1975,Aruba,36
1975,Latvia,37
1975,High income,38
1975,Romania,39
1975,Uruguay,41
1975,Gibraltar,42
1975,Qatar,43
1975,European Union,44
1975,Cuba,46
1975,St. Martin (French part),47
1975,Argentina,47
1975,Channel Islands,48
1975,Barbados,49
1975,Malta,50
1975,Europe & Central Asia,51
1975,Cyprus,52
1975,Europe & Central Asia (IDA & IBRD countries),53
1975,Singapore,54
1975,Germany,55
1975,Kuwait,56
1975,Luxembourg,57
1975,Guam,58
1975,Central Europe and the Baltics,59
1975,Croatia,60
1975,Austria,61
1975,Curacao,62
1975,Antigua and Barbuda,63
1975,Dominica,64
1975,Grenada,65
1975,Costa Rica,66
1975,St. Kitts and Nevis,67
1975,"Bahamas, The",70
1975,Brunei Darussalam,71
1975,Belarus,72
1975,British Virgin Islands,73
1975,Slovenia,74
1975,Estonia,75
1975,Trinidad and Tobago,76
1975,Jamaica,77
1975,Albania,78
1975,St. Vincent and the Grenadines,79
1975,Turks and Caicos Islands,80
1975,Tonga,81
1975,Ukraine,82
1975,Chile,83
1975,Europe & Central Asia (excluding high income),84
1975,Kosovo,85
1975,Caribbean small states,86
1975,United Arab Emirates,87
1975,Portugal,88
1975,Armenia,89
1975,Serbia,89
1975,Virgin Islands (U.S.),90
1975,Moldova,92
1975,North Macedonia,93
1975,St. Lucia,94
1975,Belize,95
1975,Isle of Man,96
1975,Bahrain,97
1975,Tajikistan,98
1975,Suriname,99
1975,Thailand,100
1975,Colombia,101
1975,French Polynesia,102
1975,New Caledonia,103
1975,Jordan,104
1975,Upper middle income,105
1975,Brazil,106
1975,"Korea, Dem. People's Rep.",107
1975,Panama,108
1975,Uzbekistan,110
1975,Paraguay,111
1975,China,112
1975,Tuvalu,112
1975,Malaysia,113
1975,Sri Lanka,114
1975,Samoa,115
1975,Mexico,117
1975,Fiji,118
1975,Iraq,119
1975,Latin America & Caribbean,120
1975,"Micronesia, Fed. Sts.",121
1975,East Asia & Pacific (IDA & IBRD countries),122
1975,Late-demographic dividend,123
1975,World,124
1975,Ecuador,125
1975,Latin America & the Caribbean (IDA & IBRD countries),126
1975,East Asia & Pacific,127
1975,Zimbabwe,128
1975,Solomon Islands,129
1975,Guyana,130
1975,Mauritius,131
1975,Kazakhstan,132
1975,Dominican Republic,133
1975,East Asia & Pacific (excluding high income),134
1975,Latin America & Caribbean (excluding high income),135
1975,IDA & IBRD total,137
1975,Kyrgyz Republic,137
1975,Small states,138
1975,IBRD only,139
1975,Marshall Islands,140
1975,South Africa,141
1975,Pacific island small states,142
1975,Libya,143
1975,Nauru,144
1975,Botswana,145
1975,Low & middle income,146
1975,Cabo Verde,148
