Year,Country,Economic_Rank
2019,Switzerland,1
2019,Iceland,2
2019,Norway,3
2019,Japan,5
2019,Denmark,7
2019,Ireland,8
2019,United States,9
2019,Australia,10
2019,France,11
2019,Netherlands,12
2019,Singapore,13
2019,New Zealand,14
2019,Austria,15
2019,Israel,16
2019,Sweden,17
2019,Finland,18
2019,Belgium,19
2019,Canada,21
2019,Germany,22
2019,Italy,23
2019,United Kingdom,24
2019,Qatar,25
2019,China,26
2019,Malta,27
2019,United Arab Emirates,28
2019,Bahrain,30
2019,Cyprus,31
2019,India,32
2019,Spain,33
2019,Lebanon,34
2019,Uruguay,35
2019,Kuwait,36
2019,Greece,37
2019,Slovenia,38
2019,Panama,39
2019,Costa Rica,40
2019,Jordan,41
2019,Portugal,42
2019,Estonia,43
2019,Thailand,44
2019,Saudi Arabia,45
2019,Croatia,46
2019,Chile,47
2019,Latvia,48
2019,Nicaragua,51
2019,Lithuania,52
2019,South Africa,53
2019,Malaysia,54
2019,Ecuador,55
2019,Hungary,56
2019,Brazil,57
2019,Poland,58
2019,Montenegro,60
2019,Indonesia,61
2019,Peru,62
2019,Bulgaria,63
2019,Romania,64
2019,Mongolia,65
2019,Philippines,69
2019,Mexico,71
2019,Morocco,72
2019,Serbia,73
2019,Belarus,74
2019,Argentina,74
2019,Algeria,75
2019,Armenia,76
2019,Moldova,77
2019,North Macedonia,78
2019,Kazakhstan,79
2019,Colombia,80
2019,Azerbaijan,81
2019,Nepal,82
2019,Georgia,83
2019,Ukraine,84
2019,Tunisia,86
2019,Pakistan,87
