Year,Country,Institutional_Rank
2019,Finland,1
2019,Singapore,2
2019,Norway,3
2019,New Zealand,4
2019,Switzerland,5
2019,Denmark,6
2019,Sweden,7
2019,Netherlands,8
2019,Canada,9
2019,Australia,10
2019,Germany,11
2019,Austria,12
2019,Iceland,13
2019,United Kingdom,15
2019,Japan,16
2019,Ireland,17
2019,Estonia,18
2019,United States,19
2019,France,20
2019,Belgium,21
2019,Portugal,23
2019,Slovenia,24
2019,Israel,25
2019,Lithuania,27
2019,Chile,28
2019,United Arab Emirates,29
2019,Spain,31
2019,Latvia,32
2019,Cyprus,33
2019,Uruguay,34
2019,Malta,35
2019,Qatar,36
2019,Poland,37
2019,Georgia,38
2019,Costa Rica,40
2019,Malaysia,41
2019,Italy,42
2019,Hungary,43
2019,Croatia,44
2019,Greece,45
2019,Bahrain,46
2019,Romania,47
2019,Bulgaria,48
2019,Montenegro,49
2019,Saudi Arabia,50
2019,Jordan,51
2019,Kuwait,52
2019,South Africa,53
2019,Thailand,54
2019,Panama,55
2019,Tunisia,56
2019,India,57
2019,Serbia,58
2019,Armenia,59
2019,China,60
2019,Colombia,61
2019,North Macedonia,62
2019,Indonesia,63
2019,Mongolia,64
2019,Peru,65
2019,Argentina,66
2019,Brazil,67
2019,Kazakhstan,69
2019,Morocco,70
2019,Philippines,72
2019,Moldova,73
2019,Belarus,75
2019,Ecuador,76
2019,Mexico,77
2019,Azerbaijan,79
2019,Ukraine,81
2019,Nepal,82
2019,Pakistan,83
2019,Algeria,84
2019,Lebanon,85
2019,Nicaragua,87
