Year,Country,Quality_of_Life_Rank
2019,Switzerland,1
2019,Norway,2
2019,Iceland,3
2019,Germany,5
2019,Sweden,6
2019,Denmark,7
2019,Netherlands,8
2019,Singapore,9
2019,Ireland,10
2019,Australia,11
2019,Finland,12
2019,Canada,13
2019,New Zealand,13
2019,Belgium,14
2019,United Kingdom,15
2019,United States,16
2019,Japan,17
2019,Slovenia,19
2019,Israel,19
2019,United Arab Emirates,21
2019,Austria,22
2019,Malta,23
2019,Spain,24
2019,France,25
2019,Italy,26
2019,Cyprus,28
2019,Estonia,29
2019,Greece,30
2019,Lithuania,31
2019,Bahrain,32
2019,Poland,33
2019,Saudi Arabia,34
2019,Latvia,35
2019,Portugal,36
2019,Croatia,38
2019,Chile,39
2019,Qatar,40
2019,Hungary,41
2019,Argentina,42
2019,Kuwait,45
2019,Montenegro,46
2019,Romania,47
2019,Uruguay,48
2019,Costa Rica,49
2019,Kazakhstan,49
2019,Belarus,50
2019,Panama,51
2019,Serbia,52
2019,Georgia,53
2019,Bulgaria,54
2019,Malaysia,55
2019,Thailand,56
2019,Ukraine,57
2019,North Macedonia,58
2019,Peru,61
2019,Armenia,62
2019,Mexico,62
2019,Moldova,63
2019,Colombia,64
2019,Brazil,65
2019,China,66
2019,Azerbaijan,67
2019,Ecuador,68
2019,Algeria,69
2019,Mongolia,70
2019,Lebanon,71
2019,Tunisia,71
2019,India,72
2019,South Africa,73
2019,Jordan,75
2019,Philippines,76
2019,Indonesia,77
2019,Morocco,79
2019,Nicaragua,80
2019,Nepal,81
2019,Pakistan,83
