Year,Country,Sustainability_Rank
2019,Qatar,1
2019,Bahrain,2
2019,Kuwait,3
2019,United Arab Emirates,4
2019,Saudi Arabia,5
2019,Australia,6
2019,United States,7
2019,Canada,10
2019,Kazakhstan,11
2019,Singapore,12
2019,Japan,15
2019,Mongolia,16
2019,Netherlands,17
2019,Malaysia,18
2019,Israel,19
2019,South Africa,20
2019,Belgium,22
2019,China,24
2019,Ireland,25
2019,Belarus,26
2019,Poland,27
2019,Germany,28
2019,Algeria,29
2019,Lebanon,30
2019,Azerbaijan,31
2019,Cyprus,32
2019,United Kingdom,33
2019,Slovenia,34
2019,Serbia,34
2019,Ukraine,35
2019,Hungary,38
2019,Greece,39
2019,Bulgaria,40
2019,Malta,41
2019,Italy,42
2019,Argentina,43
2019,Spain,44
2019,Mexico,45
2019,Estonia,45
2019,France,46
2019,New Zealand,47
2019,North Macedonia,49
2019,Austria,51
2019,Jordan,52
2019,Tunisia,53
2019,Armenia,54
2019,Chile,55
2019,Morocco,57
2019,Switzerland,58
2019,Panama,59
2019,Thailand,60
2019,Moldova,62
2019,Romania,63
2019,Ecuador,64
2019,Finland,65
2019,Portugal,66
2019,Indonesia,67
2019,Georgia,68
2019,Croatia,69
2019,Lithuania,70
2019,Denmark,71
2019,Montenegro,72
2019,Peru,73
2019,Philippines,74
2019,Norway,75
2019,Latvia,76
2019,Colombia,77
2019,India,78
2019,Costa Rica,79
2019,Sweden,80
2019,Brazil,81
2019,Pakistan,82
2019,Nicaragua,83
2019,Uruguay,84
2019,Iceland,85
2019,Nepal,86
