Year,Country,Ease_of_Living_Rank
1972,Gabon,188
1972,Papua New Guinea,188
1972,Comoros,189
1972,Rwanda,190
1972,Madagascar,191
1972,Uganda,192
1972,"Yemen, Rep.",193
1972,South Asia,194
1972,Nicaragua,195
1972,Bangladesh,196
1972,Sub-Saharan Africa,197
1972,Sub-Saharan Africa (IDA & IBRD countries),198
1972,Burundi,199
1972,Sub-Saharan Africa (excluding high income),199
1972,Burkina Faso,200
1972,Nepal,201
1972,Morocco,202
1972,Central African Republic,202
1972,Timor-Leste,203
1972,Togo,204
1972,Tanzania,205
1972,Cambodia,206
1972,Benin,207
1972,Senegal,208
1972,Equatorial Guinea,209
1972,Myanmar,209
1972,Sierra Leone,210
1972,Nigeria,211
1972,Oman,212
1972,Mozambique,213
1972,Maldives,214
1972,Somalia,215
1972,Niger,216
1972,South Asia (IDA & IBRD),217
1972,Malawi,218
1972,Mali,219
1972,Chad,220
1972,Pre-demographic dividend,221
1972,Algeria,222
1972,South Sudan,223
1972,"Congo, Dem. Rep.",224
1972,Angola,225
1972,Africa Eastern and Southern,226
1972,Africa Western and Central,227
1972,Afghanistan,228
1973,Curacao,2
1973,Europe & Central Asia,3
1973,Sweden,4
1973,Faroe Islands,5
1973,Poland,6
1973,Bulgaria,7
1973,Lithuania,7
1973,Denmark,8
1973,Tajikistan,9
1973,Belarus,10
1973,Canada,11
1973,Puerto Rico,13
1973,Montenegro,14
1973,Estonia,15
1973,Norway,16
1973,North America,17
1973,Sint Maarten (Dutch part),18
1973,Cuba,19
1973,Cyprus,20
1973,Euro area,20
1973,Belgium,22
1973,Channel Islands,23
1973,Iceland,24
1973,Argentina,24
1973,Croatia,25
1973,Europe & Central Asia (IDA & IBRD countries),25
1973,Switzerland,26
1973,Kuwait,27
1973,Post-demographic dividend,28
1973,OECD members,29
1973,Australia,30
1973,Germany,31
1973,Israel,32
1973,Hungary,33
1973,Slovenia,34
1973,British Virgin Islands,34
1973,Aruba,35
1973,Antigua and Barbuda,36
1973,Austria,37
1973,Dominica,38
1973,Latvia,39
1973,Brunei Darussalam,40
1973,New Zealand,41
1973,Bermuda,41
1973,Italy,42
1973,Japan,44
1973,France,45
1973,United States,46
1973,United Kingdom,47
1973,Barbados,47
1973,Gibraltar,49
1973,Netherlands,50
1973,Grenada,51
1973,Georgia,52
1973,Ireland,54
1973,"Bahamas, The",55
1973,Romania,55
1973,Singapore,56
1973,St. Vincent and the Grenadines,56
1973,Greece,57
1973,Central Europe and the Baltics,59
1973,Trinidad and Tobago,60
1973,Luxembourg,61
1973,High income,62
1973,Uruguay,63
1973,St. Martin (French part),64
1973,European Union,65
1973,Lebanon,65
1973,Malta,66
1973,St. Lucia,67
1973,Finland,68
1973,North Macedonia,69
1973,Kosovo,69
1973,Spain,70
1973,Armenia,71
1973,Serbia,72
1973,Chile,73
1973,Suriname,74
1973,Panama,75
1973,Costa Rica,76
1973,Portugal,77
1973,Bahrain,78
1973,Jamaica,79
1973,Ukraine,80
1973,Caribbean small states,81
1973,Qatar,82
1973,Virgin Islands (U.S.),83
1973,Moldova,84
1973,Albania,86
1973,Guam,87
1973,Sri Lanka,88
1973,Isle of Man,89
1973,Thailand,90
1973,Europe & Central Asia (excluding high income),91
1973,French Polynesia,92
1973,St. Kitts and Nevis,93
1973,Colombia,94
1973,Malaysia,95
1973,Solomon Islands,96
1973,Indonesia,97
1973,Belize,98
1973,Small states,99
1973,China,100
1973,"Korea, Dem. People's Rep.",103
1973,New Caledonia,104
1973,Jordan,105
1973,Latin America & Caribbean (excluding high income),106
1973,Samoa,107
1973,United Arab Emirates,108
1973,Pakistan,109
1973,Latin America & the Caribbean (IDA & IBRD countries),110
1973,Latin America & Caribbean,111
1973,Ecuador,112
1973,Philippines,113
1973,Kyrgyz Republic,114
1973,Upper middle income,115
1973,Sudan,116
1973,World,117
1973,Turkmenistan,118
1973,Tunisia,119
1973,Fiji,119
1973,Libya,120
1973,Uzbekistan,120
1973,Tonga,121
1973,Late-demographic dividend,122
1973,Low & middle income,123
1973,Brazil,124
1973,Paraguay,125
1973,East Asia & Pacific,126
1973,Eswatini,126
1973,Zimbabwe,127
1973,Lesotho,128
1973,Iraq,129
1973,Mexico,130
1973,Dominican Republic,131
1973,Kenya,132
1973,Turks and Caicos Islands,133
1973,"Micronesia, Fed. Sts.",134
1973,East Asia & Pacific (excluding high income),135
1973,Guyana,136
1973,India,137
1973,Kazakhstan,138
1973,Zambia,138
1973,South Africa,139
1973,Azerbaijan,139
1973,Cabo Verde,139
1973,Lower middle income,140
1973,East Asia & Pacific (IDA & IBRD countries),141
1973,Vanuatu,142
1973,Middle East & North Africa (excluding high income),143
1973,Early-demographic dividend,144
1973,Tuvalu,145
1973,Botswana,146
1973,Mongolia,146
1973,Marshall Islands,147
1973,Bhutan,148
1973,IBRD only,149
1973,Mauritius,150
1973,Ethiopia,151
1973,Bolivia,152
1973,Low income,153
1973,Least developed countries: UN classification,154
1973,Kiribati,156
1973,Middle East & North Africa (IDA & IBRD countries),157
1973,Honduras,158
1973,Eritrea,159
1973,Djibouti,160
1973,Liberia,161
1973,Cameroon,162
1973,IDA only,163
1973,IDA blend,164
1973,Nicaragua,165
1973,IDA & IBRD total,165
1973,Sao Tome and Principe,166
1973,IDA total,167
1973,Central African Republic,168
1973,Peru,169
1973,"Congo, Rep.",169
1973,Arab World,170
1973,Nauru,170
1973,"Yemen, Rep.",170
1973,Lao PDR,171
1973,Ghana,172
1973,Heavily indebted poor countries (HIPC),173
1973,Fragile and conflict affected situations,174
1973,Gabon,176
1973,El Salvador,177
1973,Namibia,178
1973,Guinea,179
1973,Guinea-Bissau,180
1973,Guatemala,180
1973,Bangladesh,181
1973,Middle East & North Africa,182
1973,"Gambia, The",183
1973,Rwanda,184
1973,Middle income,185
1973,Nepal,186
1973,Sub-Saharan Africa (IDA & IBRD countries),187
1973,Other small states,188
1973,Sub-Saharan Africa (excluding high income),189
1973,Sub-Saharan Africa,189
1973,Pacific island small states,190
1973,South Asia,191
1973,Saudi Arabia,192
1973,Papua New Guinea,193
1973,Morocco,194
1973,Burkina Faso,195
1973,Burundi,196
1973,Oman,197
1973,Uganda,198
1973,Senegal,199
1973,Cambodia,200
1973,Myanmar,201
1973,Chad,201
1973,Benin,202
1973,Pre-demographic dividend,203
1973,Haiti,204
1973,Nigeria,205
1973,Timor-Leste,206
1973,Madagascar,207
1973,Tanzania,207
1973,Mauritania,208
1973,Togo,208
1973,Somalia,209
1973,Equatorial Guinea,210
1973,Maldives,211
1973,Mozambique,212
1973,South Asia (IDA & IBRD),213
1973,Niger,214
1973,Sierra Leone,215
1973,Malawi,216
1973,South Sudan,217
1973,Mali,218
1973,Algeria,219
1973,Comoros,220
1973,"Congo, Dem. Rep.",221
1973,Angola,222
1973,Africa Eastern and Southern,223
1973,Africa Western and Central,224
1973,Afghanistan,225
1974,Poland,2
1974,Sweden,3
1974,Euro area,4
1974,Puerto Rico,5
1974,Europe & Central Asia (IDA & IBRD countries),6
1974,Canada,7
1974,Germany,8
1974,Denmark,9
1974,United Kingdom,10
1974,Switzerland,11
1974,Tajikistan,12
1974,Japan,13
1974,North America,14
1974,Iceland,15
1974,Norway,16
1974,Bermuda,17
1974,Australia,18
1974,France,20
1974,Greece,21
1974,Europe & Central Asia,22
1974,Curacao,23
1974,Cuba,24
1974,Latvia,25
1974,Montenegro,25
1974,Lithuania,26
1974,Sint Maarten (Dutch part),26
1974,Belgium,27
1974,Belarus,28
1974,Dominica,28
1974,Romania,28
1974,Croatia,29
1974,Finland,30
1974,Italy,31
1974,OECD members,32
1974,Estonia,33
1974,Kuwait,35
1974,Grenada,36
1974,Qatar,37
1974,Israel,38
1974,New Zealand,39
1974,Slovenia,40
1974,United Arab Emirates,41
1974,Bulgaria,42
1974,Austria,43
1974,British Virgin Islands,43
1974,Post-demographic dividend,44
1974,High income,45
1974,Lebanon,46
1974,Antigua and Barbuda,47
1974,European Union,47
1974,Ireland,48
1974,Aruba,48
1974,United States,49
1974,"Bahamas, The",50
1974,Channel Islands,51
1974,Sri Lanka,52
1974,Singapore,53
1974,Kosovo,54
1974,Hungary,55
1974,Netherlands,56
1974,St. Martin (French part),56
1974,Gibraltar,57
1974,Argentina,58
1974,Georgia,59
1974,North Macedonia,60
1974,Brunei Darussalam,61
1974,Uruguay,62
1974,Malta,63
1974,Barbados,63
1974,St. Vincent and the Grenadines,65
1974,Armenia,66
1974,Trinidad and Tobago,67
1974,Central Europe and the Baltics,68
1974,Luxembourg,69
1974,Europe & Central Asia (excluding high income),70
1974,Guam,70
1974,Bahrain,71
1974,Serbia,72
1974,Jamaica,73
1974,Moldova,74
1974,Spain,75
1974,Belize,76
1974,Ukraine,77
1974,Suriname,78
1974,Caribbean small states,79
1974,Portugal,80
1974,Costa Rica,81
1974,St. Lucia,82
1974,Albania,84
1974,Turks and Caicos Islands,86
1974,Isle of Man,87
1974,French Polynesia,88
1974,St. Kitts and Nevis,89
1974,Upper middle income,90
1974,World,91
1974,Jordan,92
1974,Thailand,93
1974,"Korea, Dem. People's Rep.",94
1974,Colombia,95
1974,Virgin Islands (U.S.),96
1974,Chile,97
1974,Malaysia,98
1974,Solomon Islands,98
1974,Small states,98
1974,Latin America & Caribbean,99
1974,Tunisia,100
1974,Brazil,101
1974,Tonga,102
1974,Late-demographic dividend,103
1974,Panama,104
1974,Kyrgyz Republic,105
1974,Philippines,106
1974,Latin America & the Caribbean (IDA & IBRD countries),107
1974,Libya,108
1974,India,109
1974,Fiji,110
1974,Botswana,111
1974,Indonesia,112
1974,New Caledonia,113
1974,China,114
1974,Tuvalu,115
1974,Dominican Republic,116
1974,Samoa,117
1974,Latin America & Caribbean (excluding high income),118
1974,Sudan,119
1974,Turkmenistan,120
1974,Eswatini,121
1974,Uzbekistan,122
1974,Low & middle income,123
1974,Lesotho,124
1974,Guatemala,125
1974,East Asia & Pacific,126
1974,Pakistan,127
1974,Cyprus,128
1974,"Micronesia, Fed. Sts.",129
1974,Zambia,130
1974,Zimbabwe,131
1974,Guyana,132
1974,Ecuador,133
1974,Paraguay,133
1974,Early-demographic dividend,134
1974,Ghana,135
1974,Fragile and conflict affected situations,136
1974,Middle East & North Africa (excluding high income),137
1974,Mauritius,138
1974,Kenya,139
1974,East Asia & Pacific (IDA & IBRD countries),139
1974,Kazakhstan,140
1974,IDA & IBRD total,141
1974,Djibouti,142
1974,Sao Tome and Principe,143
1974,Lao PDR,144
1974,Marshall Islands,145
1974,East Asia & Pacific (excluding high income),146
1974,IBRD only,146
1974,Lower middle income,146
1974,Bhutan,147
1974,Mongolia,148
1974,Bolivia,149
1974,South Africa,150
1974,Cabo Verde,151
1974,Iraq,152
1974,Least developed countries: UN classification,152
1974,IDA only,153
1974,IDA total,154
1974,Low income,155
1974,Arab World,156
1974,Honduras,158
1974,Eritrea,159
1974,Kiribati,159
1974,Nicaragua,160
1974,Ethiopia,161
1974,Azerbaijan,162
1974,Oman,163
1974,Liberia,164
1974,Middle East & North Africa (IDA & IBRD countries),165
1974,Cameroon,166
1974,Peru,167
1974,Central African Republic,168
1974,El Salvador,169
1974,"Congo, Rep.",170
1974,IDA blend,170
1974,Guinea,171
1974,Guinea-Bissau,171
1974,Nauru,172
1974,"Yemen, Rep.",172
1974,Heavily indebted poor countries (HIPC),173
1974,Pacific island small states,175
1974,Haiti,176
1974,Saudi Arabia,177
1974,Mexico,178
1974,Nepal,179
1974,Morocco,180
1974,Gabon,181
1974,"Gambia, The",182
1974,Middle East & North Africa,183
1974,Rwanda,183
1974,Vanuatu,184
1974,Papua New Guinea,185
1974,Senegal,185
1974,Sub-Saharan Africa (excluding high income),185
1974,Middle income,186
1974,Sub-Saharan Africa,187
1974,Sub-Saharan Africa (IDA & IBRD countries),187
1974,Other small states,188
1974,Bangladesh,189
1974,Burundi,190
1974,Mauritania,190
1974,Namibia,191
1974,Benin,192
1974,Burkina Faso,193
1974,Uganda,194
1974,Cambodia,195
1974,Sierra Leone,196
1974,Chad,197
1974,Myanmar,198
1974,Nigeria,199
1974,Niger,200
1974,Madagascar,201
1974,Pre-demographic dividend,202
1974,Timor-Leste,202
1974,South Asia,203
1974,Algeria,204
1974,Equatorial Guinea,204
1974,Maldives,205
1974,Mali,206
1974,Togo,206
1974,Tanzania,207
1974,Malawi,208
1974,Comoros,209
1974,Mozambique,209
1974,Somalia,209
1974,South Asia (IDA & IBRD),210
1974,"Congo, Dem. Rep.",211
1974,South Sudan,212
1974,Angola,213
1974,Africa Eastern and Southern,214
1974,Africa Western and Central,215
1974,Afghanistan,216
1975,Switzerland,1
1975,Sweden,2
1975,Denmark,2
1975,Qatar,4
1975,Puerto Rico,5
1975,Euro area,6
1975,Bermuda,7
1975,Norway,8
1975,Australia,9
1975,Iceland,10
1975,Poland,11
1975,Belgium,12
1975,North America,13
1975,Canada,14
1975,United Kingdom,15
1975,Lithuania,16
1975,Sint Maarten (Dutch part),17
1975,United States,19
1975,Finland,21
1975,Bulgaria,22
1975,Montenegro,24
1975,Netherlands,25
1975,Germany,25
1975,OECD members,26
1975,Latvia,27
1975,Cuba,28
1975,New Zealand,29
1975,Europe & Central Asia,29
1975,Europe & Central Asia (IDA & IBRD countries),30
1975,Italy,31
1975,Japan,31
1975,Slovenia,32
1975,Aruba,33
1975,Belarus,34
1975,European Union,35
1975,United Arab Emirates,36
1975,Greece,37
1975,Brunei Darussalam,38
1975,Singapore,39
1975,Post-demographic dividend,40
1975,Kuwait,41
1975,France,42
1975,Croatia,42
1975,Hungary,43
1975,Curacao,44
1975,Spain,46
1975,"Bahamas, The",47
1975,Israel,48
1975,Dominica,49
1975,Estonia,50
1975,Tajikistan,51
1975,Argentina,52
1975,Austria,53
1975,Kosovo,54
1975,Georgia,55
1975,Gibraltar,56
1975,High income,57
1975,Antigua and Barbuda,58
1975,Barbados,59
1975,Channel Islands,60
1975,Luxembourg,60
1975,St. Kitts and Nevis,61
1975,Malta,62
1975,British Virgin Islands,63
1975,Romania,65
1975,Uruguay,66
1975,St. Martin (French part),67
1975,Central Europe and the Baltics,68
1975,Guam,69
1975,Chile,70
1975,Cyprus,71
1975,Grenada,72
1975,Ireland,73
1975,Europe & Central Asia (excluding high income),74
1975,Jamaica,75
1975,Serbia,76
1975,Armenia,77
1975,North Macedonia,78
1975,Suriname,79
1975,Trinidad and Tobago,79
1975,Albania,80
1975,Belize,81
1975,Costa Rica,82
1975,Ukraine,83
1975,St. Vincent and the Grenadines,83
1975,Jordan,84
1975,Caribbean small states,85
1975,Bahrain,86
1975,"Korea, Dem. People's Rep.",88
1975,St. Lucia,89
1975,French Polynesia,90
1975,Tonga,92
1975,Virgin Islands (U.S.),93
1975,Isle of Man,94
1975,Turks and Caicos Islands,95
1975,New Caledonia,96
1975,Portugal,97
1975,Thailand,98
1975,Moldova,99
1975,Upper middle income,100
1975,Solomon Islands,101
1975,Late-demographic dividend,102
1975,Latin America & Caribbean,103
1975,Latin America & the Caribbean (IDA & IBRD countries),105
1975,China,106
1975,Small states,107
1975,Mexico,108
1975,Kyrgyz Republic,110
1975,Brazil,111
1975,Ecuador,112
1975,Fiji,114
1975,Samoa,115
1975,Latin America & Caribbean (excluding high income),116
1975,Panama,117
1975,South Africa,118
1975,Tuvalu,119
1975,Dominican Republic,120
1975,Libya,121
1975,Malaysia,122
1975,Paraguay,123
1975,Colombia,124
1975,Sri Lanka,125
1975,Low & middle income,126
1975,World,128
1975,India,129
1975,Uzbekistan,130
1975,Eswatini,131
1975,Guyana,132
1975,Iraq,133
1975,Lower middle income,133
1975,East Asia & Pacific,134
1975,Zimbabwe,135
1975,"Micronesia, Fed. Sts.",136
1975,East Asia & Pacific (IDA & IBRD countries),137
1975,Liberia,138
1975,Djibouti,139
1975,Sao Tome and Principe,140
1975,Philippines,141
1975,Lesotho,142
1975,Tunisia,143
1975,Early-demographic dividend,144
1975,Botswana,145
1975,Kazakhstan,146
1975,IDA & IBRD total,147
1975,Lao PDR,147
1975,Pakistan,148
1975,Mauritius,149
1975,Cabo Verde,150
1975,Marshall Islands,151
1975,East Asia & Pacific (excluding high income),152
1975,Fragile and conflict affected situations,152
1975,Arab World,153
1975,IBRD only,154
1975,Bhutan,155
1975,Indonesia,156
1975,Sudan,156
1975,Oman,157
1975,Nicaragua,158
1975,IDA only,158
1975,Lebanon,159
1975,IDA total,160
1975,Least developed countries: UN classification,161
1975,Low income,162
1975,Bolivia,163
1975,Nauru,164
1975,Honduras,165
1975,Kenya,165
1975,Kiribati,165
1975,Pacific island small states,166
1975,Ethiopia,167
1975,Saudi Arabia,168
1975,Eritrea,168
1975,Central African Republic,169
1975,Peru,170
1975,Ghana,171
1975,Azerbaijan,172
1975,Cambodia,173
1975,Morocco,174
1975,Zambia,174
1975,Uganda,175
1975,Gabon,176
1975,Middle East & North Africa (excluding high income),177
1975,Guatemala,178
1975,"Yemen, Rep.",178
1975,Senegal,179
1975,IDA blend,180
1975,Haiti,181
1975,Guinea-Bissau,182
1975,Bangladesh,183
1975,Guinea,184
1975,Madagascar,185
1975,Sub-Saharan Africa (excluding high income),186
1975,Sub-Saharan Africa (IDA & IBRD countries),186
1975,Sub-Saharan Africa,187
1975,Middle East & North Africa (IDA & IBRD countries),188
1975,Middle East & North Africa,189
1975,Other small states,190
1975,"Congo, Rep.",191
1975,Vanuatu,191
1975,Benin,192
1975,Middle income,193
1975,El Salvador,194
1975,Rwanda,195
1975,Comoros,196
1975,Papua New Guinea,197
1975,Turkmenistan,198
1975,Mongolia,199
1975,Nepal,200
1975,Sierra Leone,201
1975,Cameroon,202
1975,Burundi,203
1975,Namibia,204
1975,Burkina Faso,205
1975,Heavily indebted poor countries (HIPC),206
1975,Maldives,207
1975,Chad,208
1975,Malawi,209
1975,Pre-demographic dividend,210
1975,Myanmar,211
1975,Mauritania,211
1975,Timor-Leste,212
1975,Mali,213
1975,Togo,214
1975,"Gambia, The",215
1975,Nigeria,216
1975,Tanzania,217
1975,Algeria,218
1975,Niger,219
1975,South Asia,219
1975,Equatorial Guinea,220
1975,South Asia (IDA & IBRD),221
1975,"Congo, Dem. Rep.",222
1975,Mozambique,223
1975,Somalia,224
1975,South Sudan,225
1975,Angola,226
1975,Africa Western and Central,227
1975,Africa Eastern and Southern,228
1975,Afghanistan,229
1976,Slovenia,1
1976,Switzerland,2
1976,Qatar,3
1976,Sweden,4
1976,United States,5
1976,Puerto Rico,7
1976,Poland,8
1976,Iceland,9
1976,Canada,10
1976,Sint Maarten (Dutch part),11
1976,Australia,12
1976,North America,13
1976,Norway,14
1976,Lithuania,14
1976,United Kingdom,15
1976,Denmark,17
1976,Netherlands,18
1976,Singapore,19
1976,Kuwait,20
1976,Montenegro,21
1976,Channel Islands,22
1976,Argentina,23
1976,Spain,24
1976,Latvia,25
1976,Austria,26
1976,European Union,27
1976,Euro area,28
1976,Germany,29
1976,France,30
1976,OECD members,31
1976,Croatia,32
1976,Dominica,33
1976,Italy,34
1976,Cuba,34
1976,Europe & Central Asia (IDA & IBRD countries),34
1976,Belgium,35
1976,Romania,36
1976,Greece,37
1976,United Arab Emirates,38
1976,Bulgaria,39
1976,Europe & Central Asia,40
1976,Estonia,40
1976,Hungary,41
1976,Bermuda,41
1976,Aruba,42
1976,Brunei Darussalam,43
1976,British Virgin Islands,43
1976,Costa Rica,45
1976,Cyprus,46
1976,Israel,47
1976,Post-demographic dividend,48
1976,Belarus,50
1976,High income,51
1976,Grenada,52
1976,Luxembourg,53
1976,Kosovo,54
1976,Tajikistan,55
1976,Bahrain,56
1976,Gibraltar,57
1976,Finland,58
1976,Samoa,59
1976,"Korea, Dem. People's Rep.",60
1976,Barbados,61
1976,Antigua and Barbuda,62
1976,Guam,63
1976,Georgia,64
1976,Portugal,65
1976,New Zealand,66
1976,Uruguay,68
1976,Japan,69
1976,Ireland,70
1976,St. Martin (French part),71
1976,Malta,72
1976,St. Kitts and Nevis,73
1976,Trinidad and Tobago,74
1976,"Bahamas, The",75
1976,Curacao,76
1976,Central Europe and the Baltics,77
1976,Jamaica,78
1976,Armenia,79
1976,Suriname,79
1976,Serbia,80
1976,Chile,81
1976,North Macedonia,83
1976,Caribbean small states,84
1976,Belize,85
1976,New Caledonia,86
1976,Turks and Caicos Islands,87
1976,Albania,88
1976,St. Vincent and the Grenadines,88
1976,Sri Lanka,89
1976,Ukraine,90
1976,Panama,91
1976,Isle of Man,92
1976,Europe & Central Asia (excluding high income),93
1976,Malaysia,94
1976,French Polynesia,94
1976,Virgin Islands (U.S.),94
1976,St. Lucia,95
1976,Paraguay,97
1976,Tonga,99
1976,Moldova,100
1976,Upper middle income,101
1976,Late-demographic dividend,102
1976,Small states,104
1976,Libya,105
1976,Colombia,107
1976,Ecuador,108
1976,Botswana,108
1976,Latin America & Caribbean,109
1976,Thailand,110
1976,Dominican Republic,111
1976,Turkmenistan,111
1976,Kyrgyz Republic,112
1976,Philippines,113
1976,Sudan,114
1976,Iraq,115
1976,Latin America & the Caribbean (IDA & IBRD countries),116
1976,Mexico,117
1976,Latin America & Caribbean (excluding high income),118
1976,Jordan,119
1976,Fiji,120
1976,Solomon Islands,121
1976,Tuvalu,123
1976,China,124
1976,Tunisia,125
1976,Indonesia,126
1976,Brazil,127
1976,East Asia & Pacific,128
1976,South Africa,129
1976,Guyana,130
1976,Uzbekistan,130
1976,World,131
1976,"Micronesia, Fed. Sts.",132
1976,Lesotho,133
1976,Eswatini,133
1976,Zimbabwe,134
1976,Sub-Saharan Africa,135
1976,Low & middle income,136
1976,Sub-Saharan Africa (IDA & IBRD countries),137
1976,Kazakhstan,138
1976,Sub-Saharan Africa (excluding high income),138
1976,Lower middle income,139
1976,East Asia & Pacific (IDA & IBRD countries),139
1976,Mauritius,140
1976,Honduras,141
1976,Arab World,142
1976,East Asia & Pacific (excluding high income),143
1976,Nauru,144
1976,Lao PDR,145
1976,Maldives,146
1976,IBRD only,147
1976,Sao Tome and Principe,147
1976,"Yemen, Rep.",147
1976,Marshall Islands,148
1976,Ghana,149
1976,Djibouti,150
1976,Cabo Verde,151
1976,IDA only,152
1976,Zambia,153
1976,Pakistan,154
1976,IDA & IBRD total,154
1976,Pacific island small states,154
1976,IDA total,155
1976,Early-demographic dividend,156
1976,IDA blend,157
1976,Cameroon,158
1976,Bhutan,159
1976,Oman,160
1976,Bolivia,161
1976,Haiti,161
1976,Saudi Arabia,162
1976,Least developed countries: UN classification,163
1976,Kiribati,164
1976,Cambodia,165
1976,Low income,165
1976,Kenya,166
1976,Ethiopia,167
1976,Peru,168
1976,Liberia,168
1976,Azerbaijan,169
1976,Eritrea,170
1976,Bangladesh,171
1976,Heavily indebted poor countries (HIPC),172
1976,El Salvador,174
1976,Fragile and conflict affected situations,175
1976,India,176
1976,Guinea,178
1976,Guatemala,178
1976,Guinea-Bissau,179
1976,Morocco,180
1976,Central African Republic,181
1976,Nicaragua,182
1976,Senegal,182
1976,Gabon,183
1976,"Congo, Rep.",184
1976,Other small states,185
1976,"Gambia, The",186
1976,Mauritania,187
1976,Namibia,187
1976,Middle East & North Africa (excluding high income),188
1976,Middle income,189
1976,Sierra Leone,190
1976,Middle East & North Africa (IDA & IBRD countries),191
1976,Middle East & North Africa,192
1976,Comoros,193
1976,Rwanda,194
1976,Vanuatu,195
1976,Mongolia,196
1976,Papua New Guinea,196
1976,Myanmar,197
1976,Burundi,198
1976,South Asia,198
1976,Burkina Faso,199
1976,Togo,200
1976,Benin,201
1976,Lebanon,202
1976,Uganda,203
1976,Madagascar,204
1976,South Asia (IDA & IBRD),205
1976,Malawi,206
1976,Chad,207
1976,Mali,208
1976,Nigeria,209
1976,Timor-Leste,210
1976,Tanzania,211
1976,Niger,212
1976,Pre-demographic dividend,213
1976,Nepal,214
1976,South Sudan,215
1976,Equatorial Guinea,216
1976,Algeria,217
1976,Somalia,218
1976,Mozambique,219
1976,"Congo, Dem. Rep.",220
1976,Angola,221
1976,Africa Eastern and Southern,222
1976,Afghanistan,223
1976,Africa Western and Central,224
1977,Sweden,1
1977,Switzerland,2
1977,Belgium,3
1977,Puerto Rico,4
1977,Germany,5
1977,United States,6
1977,Denmark,7
1977,United Kingdom,8
1977,Slovenia,9
1977,Norway,10
1977,Canada,11
1977,Netherlands,12
1977,Euro area,13
1977,United Arab Emirates,14
1977,North America,15
1977,Cuba,16
1977,Israel,17
1977,Australia,18
1977,Japan,19
1977,Kuwait,19
1977,France,20
1977,Iceland,21
1977,Sint Maarten (Dutch part),23
1977,Poland,24
1977,Italy,25
1977,Croatia,26
1977,OECD members,27
1977,Singapore,28
1977,Latvia,29
1977,Post-demographic dividend,30
1977,Bermuda,31
1977,Montenegro,31
1977,Tajikistan,32
1977,Europe & Central Asia (IDA & IBRD countries),33
1977,Finland,34
1977,Bulgaria,34
1977,Europe & Central Asia,34
1977,Lithuania,35
1977,New Zealand,36
1977,Austria,37
1977,Channel Islands,37
1977,Dominica,38
1977,Belarus,39
1977,Romania,40
1977,European Union,42
1977,Estonia,43
1977,Argentina,44
1977,Bahrain,45
1977,Barbados,46
1977,British Virgin Islands,46
1977,High income,47
1977,Greece,49
1977,Portugal,50
1977,Brunei Darussalam,51
1977,Serbia,52
1977,Guam,53
1977,Kosovo,54
1977,Malta,55
1977,Qatar,55
1977,Antigua and Barbuda,56
1977,Gibraltar,56
1977,Aruba,57
1977,Spain,58
1977,Hungary,60
1977,Grenada,61
1977,Costa Rica,62
1977,St. Vincent and the Grenadines,63
1977,"Bahamas, The",64
1977,North Macedonia,65
1977,Suriname,66
1977,Jamaica,67
1977,Georgia,68
1977,Cyprus,69
1977,Uruguay,70
1977,Trinidad and Tobago,71
1977,St. Martin (French part),72
1977,Luxembourg,73
1977,St. Kitts and Nevis,74
1977,Curacao,75
1977,Armenia,76
1977,Central Europe and the Baltics,77
1977,Turks and Caicos Islands,78
1977,Ireland,79
1977,Belize,80
1977,New Caledonia,82
1977,Caribbean small states,83
1977,Albania,84
1977,Ukraine,85
1977,Colombia,86
1977,Malaysia,87
1977,St. Lucia,88
1977,Tonga,89
1977,"Korea, Dem. People's Rep.",90
1977,Chile,91
1977,French Polynesia,91
1977,Mexico,92
1977,Europe & Central Asia (excluding high income),93
1977,Virgin Islands (U.S.),94
1977,Paraguay,95
1977,Isle of Man,99
1977,Panama,101
1977,China,102
1977,Sri Lanka,103
1977,Moldova,104
1977,Mauritius,105
1977,Late-demographic dividend,106
1977,Tunisia,107
1977,East Asia & Pacific,108
1977,Samoa,109
1977,Libya,110
1977,Upper middle income,111
1977,Latin America & Caribbean (excluding high income),112
1977,Solomon Islands,113
1977,World,114
1977,Latin America & the Caribbean (IDA & IBRD countries),115
1977,Small states,116
1977,Iraq,117
1977,Sudan,118
1977,Kyrgyz Republic,119
1977,Latin America & Caribbean,120
1977,Jordan,121
1977,Philippines,122
1977,Botswana,123
1977,Kazakhstan,124
1977,Eswatini,125
1977,South Africa,126
1977,Thailand,127
1977,Indonesia,128
1977,Dominican Republic,128
1977,Tuvalu,129
1977,Ecuador,130
1977,Cabo Verde,131
1977,Fiji,132
1977,Guyana,133
1977,Lesotho,134
1977,Sub-Saharan Africa (IDA & IBRD countries),134
1977,Lower middle income,135
1977,"Micronesia, Fed. Sts.",136
1977,Honduras,137
1977,Uzbekistan,138
1977,East Asia & Pacific (excluding high income),139
1977,Turkmenistan,140
1977,Morocco,141
1977,Low & middle income,142
1977,East Asia & Pacific (IDA & IBRD countries),143
1977,Ghana,144
1977,Zimbabwe,144
1977,India,145
1977,Djibouti,146
1977,Zambia,147
1977,Lebanon,149
1977,Kiribati,150
1977,Lao PDR,151
1977,Nauru,151
1977,Haiti,152
1977,Sub-Saharan Africa (excluding high income),153
1977,Peru,154
1977,Sao Tome and Principe,155
1977,IDA blend,156
