Year,Country,Economic_Rank
1975,East Asia & Pacific,149
1975,East Asia & Pacific (IDA & IBRD countries),149
1975,Togo,150
1975,Iraq,151
1975,Ecuador,152
1975,El Salvador,153
1975,Tonga,154
1975,Trinidad and Tobago,155
1975,Other small states,156
1975,Middle East & North Africa (IDA & IBRD countries),157
1975,Middle East & North Africa,157
1975,Mauritius,158
1975,Mauritania,158
1975,"Micronesia, Fed. Sts.",159
1975,Mexico,160
1975,"Congo, Rep.",161
1975,Pacific island small states,162
1975,Pakistan,163
1975,Myanmar,164
1975,Mozambique,164
1975,Costa Rica,165
1975,Indonesia,166
1975,Georgia,167
1975,South Africa,168
1975,South Asia,169
1975,Somalia,169
1975,India,170
1975,Morocco,171
1975,Uzbekistan,174
1975,Vanuatu,174
1975,Uruguay,175
1975,Comoros,176
1975,"Congo, Dem. Rep.",176
1975,Colombia,177
1975,South Sudan,178
1975,South Asia (IDA & IBRD),179
1975,Turks and Caicos Islands,180
1975,Turkmenistan,180
1976,United Arab Emirates,1
1976,Tajikistan,3
1976,Kuwait,4
1976,Qatar,5
1976,Slovenia,6
1976,Small states,6
1976,Solomon Islands,6
1976,Kosovo,7
1976,"Korea, Dem. People's Rep.",7
1976,Late-demographic dividend,7
1976,Kyrgyz Republic,7
1976,Lao PDR,7
1976,Puerto Rico,8
1976,Switzerland,9
1976,Poland,10
1976,Sweden,11
1976,Suriname,12
1976,Sudan,12
1976,Sub-Saharan Africa,12
1976,Sub-Saharan Africa (IDA & IBRD countries),12
1976,Sub-Saharan Africa (excluding high income),12
1976,Croatia,13
1976,United States,14
1976,Estonia,15
1976,Cuba,16
1976,Europe & Central Asia (IDA & IBRD countries),17
1976,Europe & Central Asia,17
1976,Euro area,18
1976,Eswatini,18
1976,Ethiopia,18
1976,Eritrea,18
1976,Latin America & Caribbean,20
1976,Latin America & the Caribbean (IDA & IBRD countries),21
1976,Latin America & Caribbean (excluding high income),21
1976,Latvia,22
1976,Least developed countries: UN classification,23
1976,Lithuania,24
1976,Libya,26
1976,Low & middle income,26
1976,Lesotho,27
1976,Liberia,28
1976,Lebanon,29
1976,Lower middle income,30
1976,Low income,30
1976,Upper middle income,31
1976,Argentina,32
1976,Germany,33
1976,Antigua and Barbuda,34
1976,Arab World,34
1976,Montenegro,35
1976,Senegal,36
1976,Sao Tome and Principe,37
1976,Ghana,38
1976,Singapore,39
1976,Saudi Arabia,39
1976,Iceland,40
1976,Canada,41
1976,Dominica,42
1976,Dominican Republic,42
1976,Djibouti,42
1976,Samoa,43
1976,Rwanda,43
1976,Sint Maarten (Dutch part),45
1976,Sierra Leone,46
1976,Early-demographic dividend,47
1976,IDA only,48
1976,IDA total,48
1976,Bahrain,49
1976,Caribbean small states,51
1976,Cameroon,51
1976,Cambodia,51
1976,Central African Republic,51
1976,Bangladesh,52
1976,Bermuda,53
1976,Netherlands,54
1976,Belize,55
1976,Benin,55
1976,Denmark,56
1976,OECD members,57
1976,Oman,57
1976,Norway,58
1976,Botswana,60
1976,Bolivia,61
1976,High income,62
1976,Guyana,62
1976,Honduras,62
1976,Haiti,62
1976,Heavily indebted poor countries (HIPC),62
1976,Bhutan,63
1976,Serbia,64
1976,Cabo Verde,65
1976,Burundi,65
1976,Burkina Faso,66
1976,Brunei Darussalam,67
1976,North Macedonia,68
1976,British Virgin Islands,69
1976,Australia,70
1976,Bulgaria,71
1976,Brazil,72
1976,North America,73
1976,"Bahamas, The",74
1976,Barbados,75
1976,Romania,76
1976,Azerbaijan,77
1976,Kazakhstan,78
1976,Austria,79
1976,Aruba,80
1976,India,81
1976,Belarus,82
1976,Armenia,83
1976,Kiribati,84
1976,Kenya,84
1976,Belgium,85
1976,China,86
1976,New Caledonia,87
1976,European Union,88
1976,Europe & Central Asia (excluding high income),88
1976,Fiji,88
1976,Fragile and conflict affected situations,88
1976,Nepal,89
1976,New Zealand,90
1976,United Kingdom,92
1976,Italy,94
1976,Israel,95
1976,French Polynesia,96
1976,France,97
1976,Mongolia,98
1976,Tuvalu,99
1976,Uganda,99
1976,Curacao,100
1976,Malta,102
1976,Iraq,103
1976,Nauru,104
1976,Central Europe and the Baltics,105
1976,Virgin Islands (U.S.),106
1976,World,106
1976,Zimbabwe,106
1976,"Yemen, Rep.",106
1976,Zambia,106
1976,Channel Islands,107
1976,Chad,107
1976,Marshall Islands,108
1976,Mali,108
1976,Finland,109
1976,Ukraine,110
1976,Namibia,111
1976,Luxembourg,112
1976,Maldives,112
1976,Madagascar,112
1976,Malawi,112
1976,Spain,113
1976,Sri Lanka,114
1976,Grenada,115
1976,Guam,115
1976,Guatemala,115
1976,St. Martin (French part),116
1976,St. Kitts and Nevis,116
1976,St. Vincent and the Grenadines,116
1976,St. Lucia,116
1976,Gibraltar,117
1976,Panama,118
1976,Jamaica,119
1976,Middle income,120
1976,Moldova,121
1976,Middle East & North Africa (excluding high income),122
1976,Isle of Man,123
1976,Guinea,124
1976,Guinea-Bissau,124
1976,Malaysia,125
1976,Paraguay,126
1976,Peru,127
1976,IDA blend,128
1976,IBRD only,129
1976,IDA & IBRD total,129
1976,Pre-demographic dividend,130
1976,Papua New Guinea,131
1976,Niger,132
1976,Nigeria,133
1976,Post-demographic dividend,134
1976,Ireland,136
1976,Chile,137
1976,South Sudan,139
1976,Hungary,140
1976,South Asia (IDA & IBRD),141
1976,Greece,142
1976,Nicaragua,144
1976,Costa Rica,145
1976,Cyprus,146
1976,Equatorial Guinea,147
1976,Myanmar,148
1976,Mozambique,148
1976,Albania,149
1976,Angola,149
1976,Africa Eastern and Southern,149
1976,Afghanistan,149
1976,Africa Western and Central,149
1976,Japan,150
1976,El Salvador,151
1976,Jordan,152
1976,Algeria,153
1976,"Congo, Rep.",154
1976,Other small states,155
1976,East Asia & Pacific (excluding high income),156
1976,"Gambia, The",157
1976,East Asia & Pacific,158
1976,East Asia & Pacific (IDA & IBRD countries),158
1976,Timor-Leste,159
1976,Tanzania,159
1976,Pacific island small states,160
1976,Thailand,161
1976,Gabon,162
1976,Portugal,163
1976,Pakistan,164
1976,Togo,165
1976,Ecuador,166
1976,South Asia,167
1976,Somalia,167
1976,Morocco,168
1976,Tonga,169
1976,Trinidad and Tobago,170
1976,Philippines,171
1976,Georgia,172
1976,Middle East & North Africa (IDA & IBRD countries),173
1976,Middle East & North Africa,173
1976,Mauritius,174
1976,Mauritania,174
1976,"Micronesia, Fed. Sts.",175
1976,Tunisia,177
1976,Comoros,178
1976,"Congo, Dem. Rep.",178
1976,South Africa,179
1976,Mexico,180
1976,Uzbekistan,181
1976,Turks and Caicos Islands,182
1976,Turkmenistan,182
1976,Colombia,183
1976,Vanuatu,184
1976,Uruguay,185
1976,Indonesia,186
1977,United Arab Emirates,1
1977,Tajikistan,3
1977,Switzerland,4
1977,Slovenia,5
1977,Solomon Islands,5
1977,Small states,5
1977,Late-demographic dividend,6
1977,Kosovo,7
1977,"Korea, Dem. People's Rep.",7
1977,Kyrgyz Republic,7
1977,Lao PDR,7
1977,Suriname,8
1977,Sudan,8
1977,Sub-Saharan Africa (IDA & IBRD countries),8
1977,Sub-Saharan Africa (excluding high income),8
1977,Sub-Saharan Africa,8
1977,Kuwait,9
1977,Sweden,10
1977,Puerto Rico,11
1977,Qatar,12
1977,Belgium,13
1977,Germany,14
1977,Netherlands,15
1977,Croatia,16
1977,Poland,17
1977,Bermuda,18
1977,Belize,19
1977,Benin,19
1977,Estonia,20
1977,Euro area,21
1977,Europe & Central Asia (IDA & IBRD countries),21
1977,Europe & Central Asia,21
1977,Eswatini,21
1977,Ethiopia,21
1977,Eritrea,21
1977,Cuba,22
1977,Latin America & Caribbean,24
1977,Latin America & Caribbean (excluding high income),25
1977,Latin America & the Caribbean (IDA & IBRD countries),25
1977,Latvia,26
1977,Least developed countries: UN classification,27
1977,Lithuania,28
1977,Libya,30
1977,Low & middle income,30
1977,Lesotho,31
1977,Liberia,32
1977,Lebanon,33
1977,Ghana,34
1977,Upper middle income,35
1977,Lower middle income,36
1977,Low income,36
1977,United States,37
1977,Montenegro,38
1977,Bahrain,39
1977,Dominica,40
1977,Dominican Republic,40
1977,Djibouti,40
1977,Bangladesh,41
1977,Sao Tome and Principe,42
1977,Senegal,42
1977,Early-demographic dividend,43
1977,Iceland,45
1977,Samoa,47
1977,Rwanda,47
1977,New Zealand,48
1977,Israel,49
1977,Antigua and Barbuda,50
1977,Arab World,50
1977,Saudi Arabia,51
1977,Denmark,52
1977,IDA only,53
1977,IDA total,54
1977,OECD members,55
1977,Oman,55
1977,Canada,56
1977,Sint Maarten (Dutch part),57
1977,Sierra Leone,57
1977,Cameroon,58
1977,Cambodia,58
1977,Singapore,59
1977,Argentina,60
1977,Caribbean small states,61
1977,Central African Republic,61
1977,Norway,62
1977,Bhutan,63
1977,Austria,64
1977,High income,65
1977,Honduras,65
1977,Guyana,66
1977,Haiti,66
1977,Heavily indebted poor countries (HIPC),66
1977,New Caledonia,67
1977,Bolivia,68
1977,Botswana,69
1977,Serbia,71
1977,"Bahamas, The",72
1977,Cabo Verde,73
1977,Burundi,73
1977,British Virgin Islands,74
1977,Brazil,75
1977,Burkina Faso,76
1977,Brunei Darussalam,77
1977,Barbados,78
1977,North Macedonia,79
1977,Bulgaria,80
1977,North America,81
1977,Romania,82
1977,Azerbaijan,83
1977,Kazakhstan,85
1977,Aruba,86
1977,Jamaica,87
1977,Italy,88
1977,Australia,89
1977,Belarus,90
1977,Armenia,91
1977,United Kingdom,92
1977,Kiribati,93
1977,Kenya,93
1977,France,94
1977,French Polynesia,95
1977,Japan,96
1977,Malta,97
1977,Panama,98
1977,Marshall Islands,99
1977,Mali,99
1977,Mongolia,100
1977,Europe & Central Asia (excluding high income),101
1977,European Union,102
1977,Fiji,102
1977,Fragile and conflict affected situations,102
1977,Tuvalu,103
1977,Uganda,103
1977,Peru,105
1977,Papua New Guinea,106
1977,Paraguay,107
1977,Virgin Islands (U.S.),108
1977,World,108
1977,Zimbabwe,108
1977,Zambia,108
1977,"Yemen, Rep.",108
1977,Guam,109
1977,Gibraltar,109
1977,Grenada,109
1977,Guatemala,109
1977,Ukraine,110
1977,Guinea,111
1977,Guinea-Bissau,111
1977,Curacao,112
1977,Malaysia,113
1977,Nauru,114
1977,Nigeria,115
1977,Niger,115
1977,Isle of Man,116
1977,Iraq,117
1977,Finland,118
1977,Moldova,119
1977,Luxembourg,120
1977,Maldives,120
1977,Madagascar,120
1977,Malawi,120
1977,Middle income,121
1977,Middle East & North Africa (excluding high income),122
1977,Cyprus,123
1977,Tunisia,125
1977,Namibia,126
1977,St. Vincent and the Grenadines,127
1977,China,129
1977,St. Martin (French part),130
1977,St. Kitts and Nevis,130
1977,St. Lucia,130
1977,Sri Lanka,130
1977,South Sudan,131
1977,South Asia (IDA & IBRD),132
1977,IDA & IBRD total,133
1977,IBRD only,133
1977,IDA blend,134
1977,Greece,135
1977,Spain,137
1977,Other small states,138
1977,Myanmar,139
1977,Mozambique,139
1977,Nepal,140
1977,Tonga,141
1977,Trinidad and Tobago,142
1977,Pacific island small states,143
1977,Pakistan,144
1977,Ireland,145
1977,Philippines,146
1977,Colombia,147
1977,Post-demographic dividend,148
1977,Pre-demographic dividend,148
1977,Albania,149
1977,Angola,149
1977,Africa Eastern and Southern,149
1977,Afghanistan,149
1977,Africa Western and Central,149
1977,Algeria,150
1977,Portugal,151
1977,Morocco,151
1977,"Congo, Rep.",152
1977,Nicaragua,153
1977,Costa Rica,154
1977,Central Europe and the Baltics,155
1977,Comoros,156
1977,"Congo, Dem. Rep.",156
1977,Channel Islands,157
1977,Chad,157
1977,Hungary,158
1977,South Asia,159
1977,Somalia,159
1977,Tanzania,160
1977,India,161
1977,"Gambia, The",162
1977,Gabon,162
1977,East Asia & Pacific (excluding high income),163
1977,East Asia & Pacific,164
1977,East Asia & Pacific (IDA & IBRD countries),164
1977,Timor-Leste,165
1977,Togo,165
1977,Equatorial Guinea,166
1977,Ecuador,167
1977,El Salvador,168
1977,Georgia,169
1977,South Africa,170
1977,Chile,171
1977,Thailand,172
1977,Jordan,173
1977,Indonesia,175
1977,Uzbekistan,176
1977,Vanuatu,176
1977,Mauritius,177
1977,Mauritania,177
1977,"Micronesia, Fed. Sts.",178
1977,Middle East & North Africa (IDA & IBRD countries),178
1977,Middle East & North Africa,178
1977,Turks and Caicos Islands,179
1977,Turkmenistan,179
1977,Uruguay,180
1977,Mexico,182
1978,United Arab Emirates,1
1978,Tajikistan,3
1978,Sweden,4
1978,Suriname,5
1978,Sudan,5
1978,Sub-Saharan Africa,5
1978,Sub-Saharan Africa (excluding high income),5
1978,Sub-Saharan Africa (IDA & IBRD countries),5
1978,Denmark,6
1978,Slovenia,7
1978,Small states,8
1978,Solomon Islands,8
1978,"Korea, Dem. People's Rep.",9
1978,Kosovo,9
1978,Late-demographic dividend,9
1978,Kyrgyz Republic,9
1978,Lao PDR,9
1978,Qatar,10
1978,Netherlands,11
1978,Kuwait,12
1978,Puerto Rico,13
1978,Switzerland,14
1978,Austria,15
1978,Dominica,16
1978,Dominican Republic,16
1978,Djibouti,16
1978,Early-demographic dividend,17
1978,Norway,18
1978,Japan,19
1978,United States,20
1978,Croatia,21
1978,OECD members,22
1978,Oman,22
1978,Cuba,23
1978,Estonia,24
1978,Bermuda,25
1978,Belize,26
1978,Benin,26
1978,Upper middle income,28
1978,Europe & Central Asia (IDA & IBRD countries),29
1978,Europe & Central Asia,29
1978,Latvia,30
1978,Latin America & Caribbean,30
1978,Latin America & Caribbean (excluding high income),30
1978,Latin America & the Caribbean (IDA & IBRD countries),30
1978,Least developed countries: UN classification,30
1978,Euro area,31
1978,Eswatini,31
1978,Ethiopia,31
1978,Eritrea,31
1978,Jamaica,32
1978,Lithuania,33
1978,Libya,34
1978,Low & middle income,34
1978,Lesotho,36
1978,Liberia,37
1978,Lebanon,38
1978,Lower middle income,39
1978,Low income,39
1978,Ghana,40
1978,Saudi Arabia,41
1978,Belgium,42
1978,Sao Tome and Principe,43
1978,Senegal,44
1978,Australia,45
1978,Argentina,46
1978,Germany,47
1978,Iceland,48
1978,Arab World,49
1978,IDA only,50
1978,IDA total,51
1978,Montenegro,52
1978,Antigua and Barbuda,53
1978,Bangladesh,54
1978,Samoa,56
1978,Rwanda,56
1978,Finland,58
1978,Bahrain,59
1978,Cameroon,60
1978,Cambodia,60
1978,Caribbean small states,61
1978,Central African Republic,61
1978,Poland,62
1978,Europe & Central Asia (excluding high income),63
1978,Canada,64
1978,Guyana,65
1978,Haiti,65
1978,High income,66
1978,Honduras,66
1978,Faroe Islands,67
1978,European Union,67
1978,Fiji,67
1978,Fragile and conflict affected situations,67
1978,Heavily indebted poor countries (HIPC),68
1978,French Polynesia,69
1978,France,71
1978,Malta,72
1978,Bhutan,73
1978,Bolivia,74
1978,Botswana,76
1978,North America,77
1978,Serbia,78
1978,Aruba,80
1978,Brazil,81
1978,British Virgin Islands,82
1978,"Bahamas, The",83
1978,North Macedonia,84
1978,Bulgaria,85
1978,Cabo Verde,86
1978,Burundi,86
1978,Brunei Darussalam,87
1978,Burkina Faso,87
1978,Barbados,88
1978,Romania,89
1978,Iraq,90
1978,Azerbaijan,91
1978,Kiribati,92
1978,Kenya,92
1978,Kazakhstan,93
1978,Italy,94
1978,Gibraltar,95
1978,Grenada,95
1978,Guam,95
1978,Greenland,95
1978,Guatemala,95
1978,Marshall Islands,96
1978,Mali,96
1978,Belarus,97
1978,Armenia,98
1978,Guinea-Bissau,99
1978,Guinea,99
1978,New Caledonia,100
1978,Sint Maarten (Dutch part),101
1978,Sierra Leone,101
1978,Israel,102
1978,United Kingdom,102
1978,Greece,104
1978,Niger,105
1978,Nigeria,106
1978,Mongolia,107
1978,New Zealand,108
1978,Nicaragua,109
1978,Spain,110
1978,St. Vincent and the Grenadines,111
1978,South Africa,112
1978,St. Martin (French part),114
1978,St. Kitts and Nevis,114
1978,St. Lucia,114
1978,Sri Lanka,114
1978,Peru,115
1978,Isle of Man,116
1978,Virgin Islands (U.S.),117
1978,World,117
1978,Zimbabwe,117
1978,Zambia,117
1978,"Yemen, Rep.",117
1978,Ukraine,118
1978,Singapore,119
1978,Tuvalu,120
1978,Uganda,120
1978,IDA blend,121
1978,IBRD only,122
1978,IDA & IBRD total,122
1978,Paraguay,123
1978,Jordan,124
1978,Moldova,125
1978,Middle income,126
1978,Middle East & North Africa (excluding high income),127
1978,South Asia,128
1978,Somalia,128
1978,Hungary,129
1978,Curacao,130
1978,China,131
1978,Papua New Guinea,132
1978,Cyprus,133
1978,Luxembourg,134
1978,Madagascar,134
1978,India,135
1978,Maldives,136
1978,Malawi,136
1978,Ireland,137
1978,Panama,138
1978,Myanmar,139
1978,Mozambique,139
1978,Nauru,140
1978,Morocco,141
1978,Namibia,142
1978,Tonga,143
1978,South Sudan,144
1978,South Asia (IDA & IBRD),145
1978,Trinidad and Tobago,146
1978,Tunisia,147
1978,Other small states,148
1978,Malaysia,149
1978,"Gambia, The",150
1978,Nepal,151
1978,East Asia & Pacific,152
1978,East Asia & Pacific (excluding high income),152
1978,East Asia & Pacific (IDA & IBRD countries),152
1978,Indonesia,153
1978,Tanzania,154
1978,Gabon,155
1978,Thailand,156
1978,"Congo, Rep.",157
1978,Costa Rica,158
1978,Post-demographic dividend,159
1978,Pre-demographic dividend,159
1978,Philippines,160
1978,Togo,161
1978,Timor-Leste,161
1978,Albania,162
1978,Angola,162
1978,Africa Eastern and Southern,162
1978,Africa Western and Central,162
1978,Afghanistan,162
1978,Ecuador,163
1978,Pacific island small states,164
1978,Portugal,165
1978,Uzbekistan,167
1978,Vanuatu,167
1978,Equatorial Guinea,168
1978,Central Europe and the Baltics,169
1978,Mauritius,170
1978,Mauritania,170
1978,El Salvador,171
1978,"Micronesia, Fed. Sts.",172
1978,Channel Islands,173
1978,Chad,173
1978,Middle East & North Africa (IDA & IBRD countries),174
1978,Middle East & North Africa,175
1978,Uruguay,176
1978,Georgia,177
1978,Pakistan,178
1978,Turks and Caicos Islands,179
1978,Turkmenistan,179
1978,Comoros,180
1978,"Congo, Dem. Rep.",180
1978,Chile,182
1978,Colombia,184
1978,Algeria,185
1978,Mexico,186
1979,United Arab Emirates,1
1979,Kuwait,2
1979,Sweden,3
1979,Suriname,5
1979,Sudan,5
1979,Sub-Saharan Africa (excluding high income),5
1979,Sub-Saharan Africa (IDA & IBRD countries),5
1979,Sub-Saharan Africa,5
1979,Kosovo,6
1979,"Korea, Dem. People's Rep.",6
1979,Late-demographic dividend,6
1979,Kyrgyz Republic,6
1979,Lao PDR,6
1979,Tajikistan,7
1979,Belgium,8
1979,Denmark,9
1979,Dominica,10
1979,Dominican Republic,10
1979,Djibouti,10
1979,Early-demographic dividend,11
1979,Netherlands,12
1979,Solomon Islands,13
1979,Small states,13
1979,Slovenia,14
1979,Saudi Arabia,15
1979,Bermuda,16
1979,Norway,17
1979,Germany,18
1979,Belize,19
1979,Benin,19
1979,Puerto Rico,20
1979,Switzerland,21
1979,Bahrain,22
1979,Qatar,23
1979,OECD members,24
1979,Oman,24
1979,Sao Tome and Principe,25
1979,Senegal,25
1979,Ghana,26
1979,United States,27
1979,Iceland,28
1979,Bangladesh,29
1979,Upper middle income,30
1979,Croatia,31
1979,Austria,32
1979,Cuba,33
1979,Estonia,34
1979,IDA total,35
1979,IDA only,35
1979,Japan,36
1979,Latin America & the Caribbean (IDA & IBRD countries),37
1979,Latin America & Caribbean,37
1979,Latin America & Caribbean (excluding high income),37
1979,Least developed countries: UN classification,37
1979,France,39
1979,Latvia,40
1979,Europe & Central Asia (IDA & IBRD countries),41
1979,Europe & Central Asia,41
1979,Jamaica,42
1979,Euro area,43
1979,Eswatini,43
1979,Ethiopia,43
1979,Eritrea,43
1979,Libya,44
1979,Lower middle income,44
1979,Low & middle income,44
1979,Low income,44
1979,Lesotho,45
1979,Liberia,45
1979,Lithuania,46
1979,Lebanon,48
1979,French Polynesia,49
1979,Poland,50
1979,Montenegro,51
1979,European Union,52
1979,Fiji,52
1979,Fragile and conflict affected situations,52
1979,Europe & Central Asia (excluding high income),53
1979,Singapore,54
1979,Cameroon,55
1979,Cambodia,55
1979,Caribbean small states,56
1979,Central African Republic,56
1979,Samoa,57
1979,Rwanda,57
1979,Greece,59
1979,Finland,60
1979,Antigua and Barbuda,61
1979,Arab World,61
1979,High income,62
1979,Guyana,62
1979,Honduras,62
1979,Heavily indebted poor countries (HIPC),62
1979,Haiti,62
1979,Nicaragua,63
1979,Gibraltar,64
1979,Guam,64
1979,Grenada,64
1979,Greenland,64
1979,Guinea,64
1979,Guinea-Bissau,64
1979,Guatemala,64
1979,Sint Maarten (Dutch part),65
1979,Canada,66
1979,Sierra Leone,67
1979,Argentina,69
1979,Australia,70
1979,Spain,72
1979,Iraq,73
1979,Bhutan,74
1979,British Virgin Islands,75
1979,Botswana,77
1979,Bolivia,77
1979,Serbia,78
1979,"Bahamas, The",79
1979,St. Vincent and the Grenadines,80
1979,Barbados,81
1979,North America,82
1979,North Macedonia,83
1979,St. Martin (French part),84
1979,St. Kitts and Nevis,84
1979,Sri Lanka,84
1979,St. Lucia,84
1979,Bulgaria,85
1979,Nigeria,86
1979,Niger,86
1979,Brazil,87
1979,Israel,88
1979,United Kingdom,89
1979,Romania,90
1979,Azerbaijan,91
1979,Kazakhstan,92
1979,New Caledonia,93
1979,Kenya,94
1979,Kiribati,94
1979,Aruba,95
1979,Belarus,96
1979,Armenia,97
1979,Cabo Verde,99
1979,Burundi,99
1979,Brunei Darussalam,100
1979,Burkina Faso,100
1979,Isle of Man,101
1979,Ireland,103
1979,New Zealand,104
1979,Italy,105
1979,Hungary,106
1979,Ecuador,107
1979,Mongolia,108
1979,IDA blend,109
1979,IBRD only,110
1979,IDA & IBRD total,110
1979,Zimbabwe,112
1979,Virgin Islands (U.S.),112
1979,World,112
1979,Zambia,112
1979,"Yemen, Rep.",112
1979,Marshall Islands,113
1979,Mali,113
1979,Ukraine,114
1979,Tuvalu,114
1979,Uganda,114
1979,Algeria,115
1979,Malta,116
1979,East Asia & Pacific (IDA & IBRD countries),117
1979,East Asia & Pacific,117
1979,East Asia & Pacific (excluding high income),117
1979,Panama,118
1979,South Sudan,120
1979,Nepal,121
1979,South Asia (IDA & IBRD),122
1979,Costa Rica,123
1979,Moldova,125
1979,Middle income,126
1979,Papua New Guinea,127
1979,Middle East & North Africa (excluding high income),128
1979,Paraguay,129
1979,Peru,130
1979,Nauru,131
1979,India,132
1979,Albania,133
1979,Angola,133
1979,Africa Eastern and Southern,133
1979,Africa Western and Central,133
1979,Afghanistan,133
1979,China,134
1979,Myanmar,135
1979,Mozambique,135
1979,Namibia,136
1979,Morocco,137
1979,"Congo, Rep.",138
1979,Chile,139
1979,South Asia,140
1979,Somalia,140
1979,Turks and Caicos Islands,141
1979,Turkmenistan,141
1979,Central Europe and the Baltics,142
1979,Jordan,143
1979,Channel Islands,144
1979,Chad,144
1979,Post-demographic dividend,145
1979,Pre-demographic dividend,145
1979,Uzbekistan,146
1979,Vanuatu,146
1979,Mauritius,148
1979,Mauritania,148
1979,"Micronesia, Fed. Sts.",149
1979,Middle East & North Africa,149
1979,Middle East & North Africa (IDA & IBRD countries),149
1979,Mexico,150
1979,El Salvador,151
1979,Equatorial Guinea,151
1979,Thailand,152
1979,Luxembourg,153
1979,Madagascar,153
1979,Tanzania,154
1979,Other small states,155
1979,Timor-Leste,156
1979,Togo,156
1979,Portugal,157
1979,Maldives,158
1979,Malawi,158
1979,Uruguay,159
1979,Pakistan,159
1979,Trinidad and Tobago,160
1979,Tonga,161
1979,South Africa,162
1979,Pacific island small states,163
1979,Tunisia,164
1979,"Gambia, The",165
1979,Curacao,166
1979,Gabon,167
1979,Malaysia,168
1979,Philippines,169
1979,Cyprus,170
1979,Georgia,170
1979,Indonesia,171
1979,"Congo, Dem. Rep.",172
1979,Comoros,173
1979,Colombia,174
1980,United Arab Emirates,1
1980,Germany,2
1980,Belgium,3
1980,Qatar,4
1980,Bermuda,6
1980,Belize,7
1980,Benin,7
1980,Puerto Rico,8
1980,Netherlands,9
1980,United States,10
1980,Tajikistan,11
1980,Austria,12
1980,Ghana,13
1980,Dominica,14
1980,Dominican Republic,14
1980,Djibouti,14
1980,Denmark,15
1980,Early-demographic dividend,16
1980,Kosovo,17
1980,"Korea, Dem. People's Rep.",17
1980,Late-demographic dividend,17
1980,Kyrgyz Republic,17
1980,Lao PDR,17
1980,Kuwait,18
1980,Switzerland,19
1980,Suriname,20
1980,Sudan,20
1980,Sub-Saharan Africa (excluding high income),20
1980,Sub-Saharan Africa,20
1980,Sub-Saharan Africa (IDA & IBRD countries),20
1980,Small states,21
1980,Solomon Islands,21
1980,France,22
1980,Upper middle income,23
1980,Slovenia,24
1980,Sweden,25
1980,Norway,26
1980,OECD members,27
1980,Oman,27
1980,Saudi Arabia,28
1980,Sao Tome and Principe,29
1980,Senegal,29
1980,French Polynesia,30
1980,Croatia,31
1980,Bangladesh,32
1980,Cuba,33
1980,Canada,34
1980,Euro area,35
1980,Europe & Central Asia (IDA & IBRD countries),35
1980,Europe & Central Asia,35
1980,Eswatini,35
1980,Ethiopia,35
1980,Eritrea,35
1980,United Kingdom,36
1980,Estonia,37
1980,Caribbean small states,38
1980,Cameroon,38
1980,Cambodia,38
1980,Central African Republic,38
1980,Latvia,40
1980,Latin America & the Caribbean (IDA & IBRD countries),40
1980,Latin America & Caribbean (excluding high income),40
1980,Latin America & Caribbean,40
1980,Least developed countries: UN classification,40
1980,European Union,41
1980,Fiji,41
1980,Fragile and conflict affected situations,41
1980,Bahrain,42
1980,Lithuania,43
1980,Libya,43
1980,Low & middle income,43
1980,Lower middle income,43
1980,Low income,43
1980,Lesotho,45
1980,Lebanon,45
1980,Liberia,45
1980,Europe & Central Asia (excluding high income),46
1980,Italy,47
1980,Jamaica,48
1980,IDA total,49
1980,IDA only,49
1980,Finland,50
1980,Montenegro,52
1980,Iceland,53
1980,Japan,54
1980,Ireland,55
1980,Argentina,56
1980,New Zealand,58
1980,Isle of Man,59
1980,Antigua and Barbuda,60
1980,Arab World,60
1980,High income,61
1980,Honduras,61
1980,Guyana,62
1980,Haiti,62
1980,Heavily indebted poor countries (HIPC),62
1980,Samoa,63
1980,Rwanda,63
1980,New Caledonia,65
1980,Gibraltar,66
1980,Guam,66
1980,Grenada,66
1980,Greenland,66
1980,Guatemala,66
1980,Guinea-Bissau,66
1980,Guinea,66
1980,Israel,67
1980,Spain,68
1980,Greece,69
1980,St. Martin (French part),71
1980,Sri Lanka,71
1980,St. Kitts and Nevis,71
1980,St. Vincent and the Grenadines,71
1980,St. Lucia,71
1980,Australia,72
1980,Poland,73
1980,British Virgin Islands,74
1980,Iraq,75
1980,Botswana,77
1980,Bolivia,77
1980,Bhutan,77
1980,Serbia,78
1980,Seychelles,79
1980,North Macedonia,80
1980,North America,81
1980,Brazil,82
1980,Romania,83
1980,Azerbaijan,84
1980,"Bahamas, The",84
1980,Kenya,85
1980,Kiribati,85
1980,Sint Maarten (Dutch part),86
1980,Kazakhstan,87
1980,Sierra Leone,88
1980,Aruba,89
1980,Barbados,90
1980,Belarus,91
1980,Armenia,92
1980,Singapore,93
1980,Jordan,94
1980,Malaysia,95
1980,Mongolia,96
1980,Panama,97
1980,Malta,98
1980,Virgin Islands (U.S.),100
1980,World,100
1980,Zimbabwe,100
1980,"Yemen, Rep.",100
1980,Zambia,100
1980,Marshall Islands,101
1980,Mali,101
1980,Portugal,102
1980,Nigeria,103
1980,Niger,103
1980,Ukraine,104
1980,Luxembourg,105
1980,Maldives,105
1980,Madagascar,105
1980,Malawi,105
1980,Tuvalu,106
1980,Uganda,106
1980,Brunei Darussalam,107
1980,Cabo Verde,107
1980,Burkina Faso,107
1980,Burundi,107
