Year,Country,Sustainability_Rank
1971,Vanuatu,136
1971,Jordan,137
1971,Azerbaijan,138
1971,Tuvalu,139
1971,Late-demographic dividend,140
1971,IDA total,141
1971,Early-demographic dividend,142
1971,IBRD only,143
1971,East Asia & Pacific,143
1971,Dominican Republic,144
1971,Iraq,144
1971,Middle East & North Africa (IDA & IBRD countries),145
1971,Guyana,145
1971,Middle East & North Africa (excluding high income),146
1971,Zambia,147
1971,Pakistan,148
1971,Morocco,149
1971,Nepal,150
1971,Algeria,150
1971,Peru,151
1971,Solomon Islands,152
1971,Mexico,153
1971,Saudi Arabia,154
1971,Bhutan,155
1971,Lower middle income,156
1971,Eritrea,156
1971,Least developed countries: UN classification,156
1971,Ethiopia,156
1971,Low income,156
1971,Liberia,156
1971,Lao PDR,156
1971,Bangladesh,156
1971,Middle East & North Africa,156
1971,Heavily indebted poor countries (HIPC),156
1971,Sudan,156
1971,Rwanda,156
1971,"Yemen, Rep.",156
1971,Benin,156
1971,Comoros,156
1971,Haiti,156
1971,Cambodia,156
1971,Burundi,156
1971,Burkina Faso,156
1971,Arab World,156
1971,Tanzania,156
1971,Sub-Saharan Africa,156
1971,Timor-Leste,156
1971,Madagascar,156
1971,Sub-Saharan Africa (IDA & IBRD countries),156
1971,Myanmar,156
1971,Maldives,156
1971,Senegal,156
1971,Sierra Leone,156
1971,Sub-Saharan Africa (excluding high income),156
1971,Equatorial Guinea,156
1971,Malawi,156
1971,Oman,156
1971,Mozambique,156
1971,Mali,156
1971,Nigeria,156
1971,"Gambia, The",156
1971,Somalia,156
1971,Togo,156
1971,South Asia,156
1971,"Congo, Dem. Rep.",156
1971,Niger,156
1971,Pre-demographic dividend,156
1971,South Sudan,156
1971,South Asia (IDA & IBRD),156
1971,Chad,156
1971,Angola,156
1971,Africa Eastern and Southern,156
1971,Africa Western and Central,156
1971,Afghanistan,156
1971,Pacific island small states,157
1971,Central African Republic,158
1971,IDA blend,158
1971,Djibouti,159
1971,Papua New Guinea,159
1971,Mongolia,160
1971,Panama,161
1971,Guinea-Bissau,162
1971,Cameroon,163
1971,IDA only,163
1971,Lesotho,164
1971,Fragile and conflict affected situations,164
1971,Guinea,165
1971,Bolivia,166
1971,Honduras,168
1971,East Asia & Pacific (excluding high income),168
1971,Libya,169
1971,Other small states,169
1971,Sao Tome and Principe,169
1971,Uganda,169
1971,Small states,170
1971,Kenya,170
1971,IDA & IBRD total,171
1971,Ecuador,173
1971,Middle income,174
1971,El Salvador,175
1971,Ghana,176
1971,"Congo, Rep.",176
1971,Mauritania,176
1971,Guatemala,176
1971,Eswatini,177
1971,Nauru,178
1971,Nicaragua,179
1971,Low & middle income,180
1971,Botswana,180
1971,Cabo Verde,180
1971,Suriname,180
1971,Indonesia,181
1972,Denmark,1
1972,Switzerland,2
1972,Germany,3
1972,Italy,4
1972,Bulgaria,5
1972,United Kingdom,6
1972,Belarus,7
1972,Netherlands,8
1972,Australia,9
1972,Belgium,10
1972,Spain,11
1972,Hungary,12
1972,Uruguay,13
1972,United States,14
1972,Qatar,15
1972,Gibraltar,16
1972,Puerto Rico,17
1972,Sint Maarten (Dutch part),18
1972,Euro area,19
1972,Iceland,20
1972,Singapore,21
1972,Poland,22
1972,France,23
1972,Lithuania,24
1972,New Zealand,25
1972,Slovenia,26
1972,Kuwait,27
1972,Antigua and Barbuda,28
1972,Post-demographic dividend,29
1972,Channel Islands,30
1972,Cuba,31
1972,Colombia,33
1972,Austria,34
1972,North America,35
1972,European Union,36
1972,British Virgin Islands,38
1972,Dominica,39
1972,Curacao,40
1972,Bermuda,40
1972,St. Martin (French part),41
1972,Europe & Central Asia,42
1972,OECD members,43
1972,"Bahamas, The",44
1972,High income,45
1972,Grenada,46
1972,Israel,47
1972,Georgia,48
1972,Serbia,49
1972,Europe & Central Asia (IDA & IBRD countries),50
1972,Malta,51
1972,Thailand,52
1972,Sweden,53
1972,St. Vincent and the Grenadines,54
1972,Finland,55
1972,Argentina,56
1972,Estonia,57
1972,Lebanon,60
1972,Barbados,61
1972,Aruba,62
1972,Ireland,64
1972,Armenia,65
1972,Latvia,66
1972,North Macedonia,67
1972,Ukraine,68
1972,Romania,69
1972,Montenegro,70
1972,Croatia,71
1972,Luxembourg,72
1972,Central Europe and the Baltics,72
1972,Norway,73
1972,Japan,74
1972,Brunei Darussalam,75
1972,St. Lucia,76
1972,Greece,78
1972,French Polynesia,79
1972,Virgin Islands (U.S.),80
1972,Caribbean small states,81
1972,Samoa,82
1972,Albania,83
1972,Europe & Central Asia (excluding high income),85
1972,Suriname,86
1972,Canada,87
1972,Upper middle income,88
1972,Tajikistan,89
1972,Turkmenistan,90
1972,Sri Lanka,91
1972,Guam,92
1972,Tunisia,93
1972,Isle of Man,95
1972,Moldova,96
1972,Ecuador,97
1972,Jamaica,99
1972,Kosovo,100
1972,Trinidad and Tobago,100
1972,Philippines,101
1972,China,102
1972,Bahrain,103
1972,Belize,104
1972,Costa Rica,105
1972,United Arab Emirates,106
1972,Panama,107
1972,Cyprus,108
1972,Uzbekistan,109
1972,World,110
1972,Latin America & the Caribbean (IDA & IBRD countries),111
1972,Fiji,112
1972,Tonga,113
1972,"Korea, Dem. People's Rep.",114
1972,Kenya,114
1972,Mexico,115
1972,New Caledonia,116
1972,Zimbabwe,117
1972,Small states,118
1972,Iraq,119
1972,Latin America & Caribbean (excluding high income),120
1972,Zambia,121
1972,Latin America & Caribbean,122
1972,Kyrgyz Republic,122
1972,Middle East & North Africa,122
1972,Brazil,123
1972,Kiribati,124
1972,Guyana,125
1972,"Micronesia, Fed. Sts.",126
1972,Malaysia,127
1972,Kazakhstan,128
1972,East Asia & Pacific,130
1972,Marshall Islands,131
1972,Jordan,132
1972,Dominican Republic,133
1972,Middle income,133
1972,IBRD only,133
1972,Mauritania,133
1972,Middle East & North Africa (IDA & IBRD countries),133
1972,Chile,134
1972,Paraguay,135
1972,Azerbaijan,137
1972,Turks and Caicos Islands,138
1972,South Africa,139
1972,Haiti,141
1972,Eswatini,142
1972,Djibouti,142
1972,Late-demographic dividend,143
1972,Cabo Verde,144
1972,Vanuatu,145
1972,Solomon Islands,146
1972,Portugal,147
1972,Nicaragua,148
1972,Morocco,149
1972,Bhutan,150
1972,Namibia,150
1972,Least developed countries: UN classification,151
1972,Eritrea,151
1972,Lower middle income,151
1972,Ethiopia,151
1972,Low income,151
1972,Liberia,151
1972,Sudan,151
1972,Lao PDR,151
1972,Sao Tome and Principe,151
1972,Arab World,151
1972,Papua New Guinea,151
1972,Rwanda,151
1972,Uganda,151
1972,"Yemen, Rep.",151
1972,South Asia,151
1972,Bangladesh,151
1972,Sub-Saharan Africa,151
1972,Sub-Saharan Africa (IDA & IBRD countries),151
1972,Burundi,151
1972,Sub-Saharan Africa (excluding high income),151
1972,Burkina Faso,151
1972,Central African Republic,151
1972,Timor-Leste,151
1972,Togo,151
1972,Tanzania,151
1972,Cambodia,151
1972,Benin,151
1972,Senegal,151
1972,Equatorial Guinea,151
1972,Myanmar,151
1972,Sierra Leone,151
1972,Nigeria,151
1972,Oman,151
1972,Mozambique,151
1972,Maldives,151
1972,Somalia,151
1972,Niger,151
1972,South Asia (IDA & IBRD),151
1972,Malawi,151
1972,Mali,151
1972,Chad,151
1972,Pre-demographic dividend,151
1972,South Sudan,151
1972,"Congo, Dem. Rep.",151
1972,Angola,151
1972,Africa Eastern and Southern,151
1972,Africa Western and Central,151
1972,Afghanistan,151
1972,IDA only,152
1972,Mauritius,153
1972,Heavily indebted poor countries (HIPC),154
1972,St. Kitts and Nevis,154
1972,Comoros,154
1972,Early-demographic dividend,155
1972,Bolivia,156
1972,Mongolia,157
1972,Guinea-Bissau,159
1972,Botswana,160
1972,Cameroon,160
1972,IDA blend,160
1972,Pacific island small states,160
1972,Guatemala,161
1972,Fragile and conflict affected situations,161
1972,Tuvalu,162
1972,"Congo, Rep.",163
1972,Other small states,164
1972,Lesotho,165
1972,IDA total,165
1972,"Gambia, The",166
1972,Gabon,166
1972,Madagascar,166
1972,Middle East & North Africa (excluding high income),167
1972,IDA & IBRD total,167
1972,East Asia & Pacific (IDA & IBRD countries),167
1972,East Asia & Pacific (excluding high income),168
1972,Ghana,169
1972,Low & middle income,170
1972,Guinea,171
1972,Libya,172
1972,Nauru,172
1972,Honduras,173
1972,El Salvador,174
1972,Peru,175
1972,Indonesia,176
1972,Saudi Arabia,177
1972,India,178
1972,Nepal,179
1972,Pakistan,180
1972,Algeria,181
1973,Faroe Islands,1
1973,Hungary,2
1973,Austria,3
1973,Georgia,4
1973,Japan,5
1973,United Kingdom,6
1973,Bulgaria,7
1973,Ireland,8
1973,United States,9
1973,Kuwait,10
1973,Iceland,11
1973,Italy,12
1973,Sint Maarten (Dutch part),13
1973,Singapore,14
1973,Denmark,15
1973,Argentina,16
1973,Belarus,17
1973,New Zealand,19
1973,Germany,20
1973,OECD members,21
1973,Spain,22
1973,Uruguay,23
1973,Canada,24
1973,Poland,25
1973,Barbados,26
1973,Israel,27
1973,Puerto Rico,28
1973,Europe & Central Asia,29
1973,Post-demographic dividend,31
1973,Dominica,32
1973,Malta,33
1973,North America,34
1973,Greece,35
1973,Panama,36
1973,Lebanon,37
1973,Australia,38
1973,Channel Islands,39
1973,Gibraltar,40
1973,Finland,41
1973,Colombia,42
1973,Brunei Darussalam,43
1973,Romania,44
1973,"Bahamas, The",45
1973,Costa Rica,46
1973,Tajikistan,47
1973,High income,48
1973,St. Martin (French part),49
1973,Bermuda,50
1973,Estonia,51
1973,Aruba,52
1973,Norway,53
1973,Chile,54
1973,Euro area,55
1973,Latvia,57
1973,Grenada,59
1973,British Virgin Islands,60
1973,Europe & Central Asia (IDA & IBRD countries),61
1973,St. Lucia,62
1973,European Union,63
1973,Netherlands,64
1973,Curacao,65
1973,St. Vincent and the Grenadines,66
1973,Antigua and Barbuda,67
1973,Trinidad and Tobago,68
1973,Serbia,69
1973,Montenegro,71
1973,France,73
1973,Croatia,74
1973,Bahrain,75
1973,Switzerland,76
1973,Armenia,77
1973,Luxembourg,78
1973,North Macedonia,79
1973,Portugal,80
1973,Qatar,81
1973,Thailand,82
1973,Cuba,83
1973,Central Europe and the Baltics,83
1973,Virgin Islands (U.S.),84
1973,Belgium,85
1973,Lithuania,86
1973,Sweden,87
1973,Guam,90
1973,Albania,91
1973,Europe & Central Asia (excluding high income),92
1973,French Polynesia,93
1973,Ukraine,94
1973,Sri Lanka,95
1973,Isle of Man,96
1973,St. Kitts and Nevis,98
1973,Moldova,99
1973,Caribbean small states,100
1973,Suriname,101
1973,Slovenia,102
1973,Malaysia,103
1973,Jamaica,104
1973,Kosovo,105
1973,United Arab Emirates,106
1973,Cyprus,107
1973,Belize,109
1973,Uzbekistan,110
1973,New Caledonia,111
1973,Fiji,112
1973,Paraguay,113
1973,Philippines,114
1973,Ecuador,115
1973,World,116
1973,"Micronesia, Fed. Sts.",117
1973,Tonga,118
1973,Zimbabwe,119
1973,Turkmenistan,120
1973,Latin America & Caribbean (excluding high income),121
1973,East Asia & Pacific (IDA & IBRD countries),122
1973,Kyrgyz Republic,123
1973,Mauritius,123
1973,Dominican Republic,124
1973,Guyana,125
1973,Solomon Islands,126
1973,Sudan,126
1973,Brazil,127
1973,Samoa,128
1973,Indonesia,129
1973,Azerbaijan,130
1973,Upper middle income,131
1973,"Korea, Dem. People's Rep.",132
1973,East Asia & Pacific,133
1973,Iraq,133
1973,Cameroon,134
1973,Bhutan,135
1973,Jordan,136
1973,Kenya,137
1973,China,138
1973,Latin America & the Caribbean (IDA & IBRD countries),139
1973,Marshall Islands,139
1973,East Asia & Pacific (excluding high income),140
1973,Vanuatu,140
1973,Small states,141
1973,Middle East & North Africa (excluding high income),142
1973,Middle East & North Africa (IDA & IBRD countries),143
1973,Djibouti,144
1973,IBRD only,145
1973,Zambia,146
1973,Latin America & Caribbean,147
1973,Turks and Caicos Islands,148
1973,Peru,149
1973,Mongolia,150
1973,Saudi Arabia,151
1973,Morocco,152
1973,Kazakhstan,153
1973,Lower middle income,154
1973,Ethiopia,154
1973,Low income,154
1973,Least developed countries: UN classification,154
1973,Eritrea,154
1973,Liberia,154
1973,IDA total,154
1973,Central African Republic,154
1973,Arab World,154
1973,"Yemen, Rep.",154
1973,Lao PDR,154
1973,Bangladesh,154
1973,Rwanda,154
1973,Middle income,154
1973,Sub-Saharan Africa (IDA & IBRD countries),154
1973,Sub-Saharan Africa (excluding high income),154
1973,Sub-Saharan Africa,154
1973,South Asia,154
1973,Papua New Guinea,154
1973,Burkina Faso,154
1973,Burundi,154
1973,Oman,154
1973,Uganda,154
1973,Senegal,154
1973,Cambodia,154
1973,Myanmar,154
1973,Chad,154
1973,Benin,154
1973,Pre-demographic dividend,154
1973,Haiti,154
1973,Nigeria,154
1973,Timor-Leste,154
1973,Madagascar,154
1973,Tanzania,154
1973,Mauritania,154
1973,Togo,154
1973,Somalia,154
1973,Equatorial Guinea,154
1973,Maldives,154
1973,Mozambique,154
1973,South Asia (IDA & IBRD),154
1973,Niger,154
1973,Sierra Leone,154
1973,Malawi,154
1973,South Sudan,154
1973,Mali,154
1973,Comoros,154
1973,"Congo, Dem. Rep.",154
1973,Angola,154
1973,Africa Eastern and Southern,154
1973,Africa Western and Central,154
1973,Afghanistan,154
1973,Late-demographic dividend,155
1973,Lesotho,156
1973,Bolivia,157
1973,Tuvalu,158
1973,Mexico,159
1973,Guinea,161
1973,Guinea-Bissau,161
1973,Pacific island small states,161
1973,El Salvador,163
1973,Cabo Verde,164
1973,Nauru,164
1973,IDA only,165
1973,Sao Tome and Principe,165
1973,"Gambia, The",165
1973,Early-demographic dividend,166
1973,Honduras,166
1973,IDA & IBRD total,167
1973,South Africa,168
1973,Libya,169
1973,"Congo, Rep.",170
1973,IDA blend,171
1973,Eswatini,172
1973,Kiribati,172
1973,India,173
1973,Other small states,174
1973,Heavily indebted poor countries (HIPC),175
1973,Ghana,176
1973,Guatemala,176
1973,Low & middle income,177
1973,Gabon,177
1973,Fragile and conflict affected situations,178
1973,Middle East & North Africa,178
1973,Botswana,179
1973,Namibia,179
1973,Nepal,180
1973,Pakistan,181
1973,Tunisia,182
1973,Nicaragua,183
1973,Algeria,185
1974,Singapore,1
1974,New Zealand,2
1974,Austria,3
1974,Georgia,4
1974,Italy,5
1974,Bermuda,6
1974,Germany,7
1974,Switzerland,8
1974,Sint Maarten (Dutch part),9
1974,Australia,10
1974,Finland,11
1974,Ireland,12
1974,North America,13
1974,Netherlands,14
1974,Uruguay,15
1974,Canada,16
1974,Croatia,17
1974,Estonia,18
1974,Euro area,19
1974,Denmark,20
1974,Belarus,21
1974,Europe & Central Asia (IDA & IBRD countries),22
1974,Grenada,22
1974,St. Martin (French part),24
1974,Japan,25
1974,Post-demographic dividend,26
1974,Channel Islands,27
1974,Bulgaria,28
1974,Greece,29
1974,OECD members,30
1974,United States,31
1974,Dominica,33
1974,Sri Lanka,33
1974,Gibraltar,34
1974,Israel,35
1974,Poland,36
1974,Belgium,37
1974,"Bahamas, The",38
1974,Puerto Rico,39
1974,Aruba,40
1974,Europe & Central Asia,41
1974,Romania,42
1974,Antigua and Barbuda,44
1974,Colombia,45
1974,Brunei Darussalam,47
1974,Tajikistan,48
1974,Norway,49
1974,Cuba,50
1974,Trinidad and Tobago,51
1974,Kuwait,52
1974,Curacao,53
1974,St. Vincent and the Grenadines,54
1974,Malta,55
1974,Serbia,56
1974,Qatar,57
1974,High income,58
1974,European Union,59
1974,Central Europe and the Baltics,60
1974,Argentina,61
1974,Lebanon,62
1974,Guam,63
1974,Armenia,64
1974,Tunisia,66
1974,Jordan,67
1974,Iceland,68
1974,Sweden,69
1974,Ukraine,70
1974,Hungary,71
1974,Barbados,72
1974,Spain,73
1974,Latvia,74
1974,North Macedonia,75
1974,United Arab Emirates,76
1974,Montenegro,77
1974,Lithuania,78
1974,Luxembourg,79
1974,Panama,80
1974,Virgin Islands (U.S.),81
1974,Moldova,82
1974,British Virgin Islands,84
1974,United Kingdom,85
1974,Bahrain,86
1974,St. Kitts and Nevis,87
1974,France,88
1974,Portugal,89
1974,Thailand,90
1974,Suriname,92
1974,St. Lucia,93
1974,Isle of Man,94
1974,Kosovo,95
1974,Turks and Caicos Islands,95
1974,World,96
1974,Upper middle income,97
1974,Slovenia,98
1974,Costa Rica,99
1974,Tonga,100
1974,Philippines,102
1974,Belize,103
1974,Albania,104
1974,Caribbean small states,105
1974,Cyprus,106
1974,Jamaica,107
1974,Europe & Central Asia (excluding high income),108
1974,Malaysia,110
1974,French Polynesia,111
1974,Chile,112
1974,China,113
1974,New Caledonia,114
1974,Botswana,115
1974,Mauritius,116
1974,Dominican Republic,117
1974,East Asia & Pacific (IDA & IBRD countries),117
1974,Fiji,118
1974,Guatemala,119
1974,East Asia & Pacific,120
1974,Turkmenistan,121
1974,Tuvalu,122
1974,"Micronesia, Fed. Sts.",123
1974,"Korea, Dem. People's Rep.",124
1974,Late-demographic dividend,125
1974,Indonesia,126
1974,Guyana,127
1974,Middle East & North Africa (excluding high income),127
1974,Brazil,128
1974,Marshall Islands,129
1974,Uzbekistan,130
1974,Latin America & Caribbean,131
1974,Small states,132
1974,Solomon Islands,133
1974,Latin America & the Caribbean (IDA & IBRD countries),133
1974,Libya,133
1974,Zimbabwe,134
1974,Sudan,135
1974,Kyrgyz Republic,136
1974,East Asia & Pacific (excluding high income),137
1974,Vanuatu,139
1974,Djibouti,140
1974,Bhutan,141
1974,Zambia,142
1974,Paraguay,143
1974,Oman,144
1974,Middle East & North Africa (IDA & IBRD countries),145
1974,Other small states,146
1974,Bolivia,147
1974,Cameroon,147
1974,IDA & IBRD total,148
1974,Iraq,148
1974,IBRD only,149
1974,Saudi Arabia,150
1974,Azerbaijan,151
1974,Samoa,152
1974,Mongolia,153
1974,Ecuador,154
1974,Algeria,155
1974,Lao PDR,156
1974,Lower middle income,156
1974,Least developed countries: UN classification,156
1974,Low income,156
1974,Arab World,156
1974,Eritrea,156
1974,Ethiopia,156
1974,Liberia,156
1974,Heavily indebted poor countries (HIPC),156
1974,Haiti,156
1974,Rwanda,156
1974,Senegal,156
1974,Sub-Saharan Africa (excluding high income),156
1974,Middle income,156
1974,Sub-Saharan Africa,156
1974,Sub-Saharan Africa (IDA & IBRD countries),156
1974,Bangladesh,156
1974,Burundi,156
1974,Mauritania,156
1974,Namibia,156
1974,Benin,156
1974,Burkina Faso,156
1974,Uganda,156
1974,Cambodia,156
1974,Sierra Leone,156
1974,Chad,156
1974,Myanmar,156
1974,Nigeria,156
1974,Niger,156
1974,Madagascar,156
1974,Pre-demographic dividend,156
1974,Timor-Leste,156
1974,South Asia,156
1974,Equatorial Guinea,156
1974,Maldives,156
1974,Mali,156
1974,Togo,156
1974,Tanzania,156
1974,Malawi,156
1974,Comoros,156
1974,Mozambique,156
1974,Somalia,156
1974,South Asia (IDA & IBRD),156
1974,"Congo, Dem. Rep.",156
1974,South Sudan,156
1974,Angola,156
1974,Africa Eastern and Southern,156
1974,Africa Western and Central,156
1974,Afghanistan,156
1974,Ghana,157
1974,IDA blend,158
1974,"Yemen, Rep.",159
1974,Kazakhstan,160
1974,Peru,161
1974,Lesotho,163
1974,Guinea,163
1974,Guinea-Bissau,163
1974,Sao Tome and Principe,164
1974,Papua New Guinea,165
1974,IDA only,166
1974,Kiribati,166
1974,"Gambia, The",166
1974,Fragile and conflict affected situations,167
1974,Early-demographic dividend,168
1974,IDA total,169
1974,Latin America & Caribbean (excluding high income),170
1974,Kenya,170
1974,El Salvador,170
1974,"Congo, Rep.",170
1974,Nauru,170
1974,Pacific island small states,171
1974,Nicaragua,173
1974,Central African Republic,174
1974,Gabon,176
1974,Mexico,177
1974,Eswatini,178
1974,Cabo Verde,178
1974,India,179
1974,Honduras,180
1974,Low & middle income,181
1974,Middle East & North Africa,181
1974,Nepal,182
1974,Morocco,183
1974,Pakistan,184
1974,South Africa,186
1975,Switzerland,1
1975,Iceland,2
1975,United Kingdom,3
1975,Spain,4
1975,Georgia,5
1975,Euro area,6
1975,Canada,7
1975,Singapore,9
1975,Bulgaria,10
1975,Australia,11
1975,North America,12
1975,Hungary,13
1975,Sweden,14
1975,New Zealand,15
1975,Norway,16
1975,Uruguay,17
1975,Germany,18
1975,Sint Maarten (Dutch part),19
1975,Greece,20
1975,OECD members,21
1975,Israel,22
1975,Bermuda,23
1975,Denmark,24
1975,Austria,25
1975,Qatar,26
1975,France,27
1975,Poland,28
1975,European Union,29
1975,Luxembourg,30
1975,Curacao,31
1975,Belarus,32
1975,Brunei Darussalam,34
1975,Aruba,35
1975,Puerto Rico,36
1975,Italy,37
1975,Post-demographic dividend,38
1975,Romania,39
1975,Lithuania,40
1975,Antigua and Barbuda,41
1975,Guam,42
1975,Malta,43
1975,Gibraltar,44
1975,Europe & Central Asia,45
1975,Bahrain,46
1975,Netherlands,48
1975,Dominica,49
1975,Colombia,50
1975,North Macedonia,51
1975,Cyprus,52
1975,Costa Rica,53
1975,High income,54
1975,British Virgin Islands,55
1975,Europe & Central Asia (IDA & IBRD countries),56
1975,"Bahamas, The",57
1975,Cuba,58
1975,Central Europe and the Baltics,59
1975,Grenada,60
1975,United States,61
1975,Montenegro,62
1975,St. Martin (French part),63
1975,Belgium,64
1975,Kuwait,65
1975,Ireland,67
1975,Latvia,68
1975,St. Kitts and Nevis,70
1975,Armenia,71
1975,Serbia,72
1975,Channel Islands,73
1975,Barbados,74
1975,Croatia,75
1975,United Arab Emirates,76
1975,Finland,77
1975,Estonia,78
1975,Chile,79
1975,Trinidad and Tobago,80
1975,Tajikistan,82
1975,Europe & Central Asia (excluding high income),83
1975,Thailand,84
1975,Slovenia,85
1975,Albania,86
1975,Jordan,87
1975,Jamaica,88
1975,Suriname,89
1975,Kosovo,90
1975,Upper middle income,91
1975,Argentina,92
1975,New Caledonia,93
1975,Belize,94
1975,Ukraine,95
1975,Isle of Man,96
1975,Japan,98
1975,St. Lucia,99
1975,French Polynesia,100
1975,St. Vincent and the Grenadines,101
1975,Turks and Caicos Islands,103
1975,Tonga,104
1975,Virgin Islands (U.S.),105
1975,South Africa,106
1975,China,107
1975,Caribbean small states,108
1975,Moldova,110
1975,Tuvalu,111
1975,Paraguay,111
1975,East Asia & Pacific,113
1975,"Korea, Dem. People's Rep.",114
1975,Portugal,115
1975,Latin America & the Caribbean (IDA & IBRD countries),117
1975,Sri Lanka,118
1975,Panama,119
1975,Solomon Islands,120
1975,Latin America & Caribbean (excluding high income),121
1975,Malaysia,122
1975,Kyrgyz Republic,123
1975,IDA & IBRD total,123
1975,Uzbekistan,124
1975,Ecuador,125
1975,Brazil,126
1975,World,127
1975,Saudi Arabia,128
1975,Late-demographic dividend,129
1975,East Asia & Pacific (excluding high income),130
1975,Fiji,131
1975,Lebanon,132
1975,Dominican Republic,133
1975,Samoa,134
1975,Guyana,135
1975,Mauritius,135
1975,Iraq,136
1975,Middle East & North Africa (IDA & IBRD countries),137
1975,Vanuatu,138
1975,Latin America & Caribbean,139
1975,Other small states,140
1975,Marshall Islands,141
1975,Azerbaijan,142
1975,Bhutan,143
1975,IBRD only,144
1975,Zimbabwe,145
1975,Small states,146
1975,Pacific island small states,147
1975,Libya,148
1975,Nauru,149
1975,Kazakhstan,150
1975,East Asia & Pacific (IDA & IBRD countries),151
1975,"Micronesia, Fed. Sts.",152
1975,Mongolia,153
1975,Comoros,154
1975,Liberia,155
1975,Lesotho,155
1975,Lao PDR,155
1975,Arab World,155
1975,Sudan,155
1975,Least developed countries: UN classification,155
1975,Low income,155
1975,Ethiopia,155
1975,Eritrea,155
1975,Central African Republic,155
1975,Ghana,155
1975,Cambodia,155
1975,Senegal,155
1975,Haiti,155
1975,Bangladesh,155
1975,Madagascar,155
1975,Sub-Saharan Africa (excluding high income),155
1975,Sub-Saharan Africa (IDA & IBRD countries),155
1975,Sub-Saharan Africa,155
1975,Benin,155
1975,Middle income,155
1975,Rwanda,155
1975,Papua New Guinea,155
1975,Sierra Leone,155
1975,Cameroon,155
1975,Burundi,155
1975,Namibia,155
1975,Burkina Faso,155
1975,Heavily indebted poor countries (HIPC),155
1975,Maldives,155
1975,Chad,155
1975,Malawi,155
1975,Pre-demographic dividend,155
1975,Myanmar,155
1975,Mauritania,155
1975,Timor-Leste,155
1975,Mali,155
1975,Togo,155
1975,"Gambia, The",155
1975,Nigeria,155
1975,Tanzania,155
1975,Niger,155
1975,South Asia,155
1975,Equatorial Guinea,155
1975,South Asia (IDA & IBRD),155
1975,"Congo, Dem. Rep.",155
1975,Mozambique,155
1975,Somalia,155
1975,South Sudan,155
1975,Angola,155
1975,Africa Western and Central,155
1975,Africa Eastern and Southern,155
1975,Afghanistan,155
1975,Djibouti,156
1975,Oman,157
1975,Zambia,157
