Year,Country,Institutional_Rank
1977,South Sudan,124
1977,Timor-Leste,124
1977,Tanzania,124
1977,"Congo, Dem. Rep.",124
1977,Pre-demographic dividend,124
1977,Chad,124
1977,Somalia,124
1977,Mozambique,124
1977,Equatorial Guinea,124
1977,Togo,124
1977,Angola,124
1977,Africa Eastern and Southern,124
1977,Afghanistan,124
1977,Africa Western and Central,124
1977,Namibia,125
1977,Kiribati,126
1977,IBRD only,126
1977,"Korea, Dem. People's Rep.",128
1977,Marshall Islands,129
1977,Lesotho,130
1977,Lower middle income,130
1977,Djibouti,130
1977,Fragile and conflict affected situations,130
1977,Eswatini,131
1977,Bolivia,132
1977,Maldives,132
1977,Cameroon,133
1977,Iraq,134
1977,Comoros,135
1977,Sao Tome and Principe,136
1977,Other small states,136
1977,Bhutan,137
1977,East Asia & Pacific (excluding high income),138
1977,Central African Republic,139
1977,Guatemala,140
1977,Middle income,140
1977,Samoa,141
1977,Kenya,142
1977,"Congo, Rep.",142
1977,Ghana,143
1977,Early-demographic dividend,143
1977,IDA total,144
1977,IDA only,144
1977,Guinea,144
1977,"Gambia, The",144
1977,Low & middle income,145
1977,Guinea-Bissau,145
1977,Gabon,146
1977,Tunisia,147
1977,Cabo Verde,148
1977,Botswana,149
1977,East Asia & Pacific (IDA & IBRD countries),150
1977,Zimbabwe,151
1977,Kyrgyz Republic,152
1977,Small states,153
1977,Honduras,153
1977,IDA & IBRD total,154
1977,IDA blend,155
1977,Nauru,156
1977,Solomon Islands,157
1977,Sudan,157
1977,Pacific island small states,158
1977,Vanuatu,159
1977,Latin America & Caribbean (excluding high income),160
1977,Dominican Republic,161
1977,Zambia,161
1977,United Arab Emirates,162
1977,Guyana,163
1977,Fiji,164
1977,Latin America & the Caribbean (IDA & IBRD countries),165
1977,Libya,166
1977,Mongolia,167
1977,"Micronesia, Fed. Sts.",168
1977,Turkmenistan,170
1977,Latin America & Caribbean,171
1977,Upper middle income,172
1977,Uzbekistan,172
1977,Late-demographic dividend,173
1977,Tuvalu,173
1977,Ireland,174
1977,World,175
1977,Greece,176
1977,Kazakhstan,177
1977,Qatar,178
1977,Jordan,179
1977,Azerbaijan,180
1977,Saudi Arabia,181
1977,Brazil,182
1977,Lebanon,183
1978,Algeria,1
1978,Pakistan,3
1978,Argentina,4
1978,Faroe Islands,5
1978,Brunei Darussalam,6
1978,Greece,7
1978,Australia,8
1978,St. Vincent and the Grenadines,9
1978,Slovenia,10
1978,Indonesia,11
1978,Canada,12
1978,Germany,13
1978,Nepal,14
1978,Belarus,15
1978,Philippines,16
1978,North America,17
1978,Iceland,18
1978,Romania,19
1978,Kuwait,20
1978,United States,21
1978,Puerto Rico,22
1978,Morocco,23
1978,Denmark,25
1978,Israel,26
1978,Suriname,27
1978,Belgium,28
1978,Ecuador,29
1978,Cuba,30
1978,Switzerland,31
1978,Qatar,32
1978,Bermuda,33
1978,Post-demographic dividend,34
1978,Norway,36
1978,New Zealand,37
1978,OECD members,38
1978,France,39
1978,Albania,40
1978,St. Kitts and Nevis,41
1978,Euro area,42
1978,Malta,43
1978,Sint Maarten (Dutch part),44
1978,St. Lucia,45
1978,Jamaica,46
1978,Sweden,47
1978,Turks and Caicos Islands,49
1978,Netherlands,50
1978,Austria,51
1978,Japan,52
1978,British Virgin Islands,53
1978,Channel Islands,54
1978,Gibraltar,56
1978,Guam,57
1978,Central Europe and the Baltics,58
1978,Barbados,59
1978,Luxembourg,60
1978,Montenegro,61
1978,Estonia,62
1978,Cyprus,63
1978,"Korea, Dem. People's Rep.",64
1978,Italy,65
1978,Europe & Central Asia (excluding high income),66
1978,New Caledonia,67
1978,Sri Lanka,67
1978,European Union,68
1978,Poland,69
1978,Aruba,70
1978,Antigua and Barbuda,71
1978,East Asia & Pacific,72
1978,India,73
1978,Singapore,74
1978,High income,75
1978,St. Martin (French part),76
1978,Grenada,77
1978,Virgin Islands (U.S.),78
1978,Croatia,79
1978,Kosovo,80
1978,Tonga,80
1978,China,81
1978,Ukraine,82
1978,Latvia,83
1978,Trinidad and Tobago,84
1978,United Kingdom,85
1978,Mauritius,86
1978,"Micronesia, Fed. Sts.",86
1978,Greenland,87
1978,Finland,88
1978,Europe & Central Asia,89
1978,Chile,90
1978,Thailand,92
1978,Bahrain,93
1978,Lithuania,94
1978,Europe & Central Asia (IDA & IBRD countries),95
1978,Hungary,96
1978,Ireland,97
1978,Serbia,98
1978,Isle of Man,99
1978,Georgia,100
1978,Iraq,101
1978,Caribbean small states,102
1978,Jordan,103
1978,Tajikistan,104
1978,"Bahamas, The",105
1978,Belize,106
1978,Malaysia,107
1978,French Polynesia,108
1978,Tunisia,110
1978,Panama,111
1978,Peru,112
1978,Moldova,113
1978,Uruguay,114
1978,Spain,116
1978,Portugal,117
1978,Sub-Saharan Africa,118
1978,Sub-Saharan Africa (excluding high income),118
1978,Sub-Saharan Africa (IDA & IBRD countries),118
1978,Lao PDR,118
1978,Bangladesh,118
1978,Least developed countries: UN classification,118
1978,Liberia,118
1978,Ethiopia,118
1978,Eritrea,118
1978,Low income,118
1978,Senegal,118
1978,Benin,118
1978,Rwanda,118
1978,Cambodia,118
1978,Papua New Guinea,118
1978,Middle East & North Africa (excluding high income),118
1978,"Congo, Rep.",118
1978,Myanmar,118
1978,Burundi,118
1978,Burkina Faso,118
1978,Middle East & North Africa (IDA & IBRD countries),118
1978,Mali,118
1978,South Asia (IDA & IBRD),118
1978,Sierra Leone,118
1978,Uganda,118
1978,Togo,118
1978,Maldives,118
1978,Madagascar,118
1978,Niger,118
1978,Somalia,118
1978,Malawi,118
1978,"Gambia, The",118
1978,Timor-Leste,118
1978,South Sudan,118
1978,Pre-demographic dividend,118
1978,Mozambique,118
1978,Chad,118
1978,Equatorial Guinea,118
1978,"Congo, Dem. Rep.",118
1978,Tanzania,118
1978,Angola,118
1978,Africa Eastern and Southern,118
1978,Africa Western and Central,118
1978,Afghanistan,118
1978,Marshall Islands,119
1978,Samoa,120
1978,Bulgaria,121
1978,Oman,122
1978,Arab World,123
1978,Sao Tome and Principe,124
1978,IDA & IBRD total,124
1978,Gabon,124
1978,South Africa,125
1978,Djibouti,126
1978,Central African Republic,126
1978,Comoros,126
1978,Dominica,127
1978,Curacao,127
1978,World,128
1978,North Macedonia,129
1978,Costa Rica,130
1978,Kiribati,132
1978,Lesotho,133
1978,Lower middle income,133
1978,IDA total,133
1978,Late-demographic dividend,134
1978,Middle East & North Africa,135
1978,Fragile and conflict affected situations,136
1978,Namibia,136
1978,Guatemala,137
1978,Paraguay,138
1978,Cameroon,139
1978,Bolivia,139
1978,Heavily indebted poor countries (HIPC),140
1978,Nigeria,140
1978,Low & middle income,141
1978,Middle income,141
1978,Kenya,142
1978,Other small states,142
1978,Cabo Verde,143
1978,Ghana,144
1978,Haiti,144
1978,South Asia,144
1978,Fiji,145
1978,Guinea-Bissau,146
1978,Mauritania,146
1978,"Yemen, Rep.",147
1978,Botswana,148
1978,Zimbabwe,148
1978,El Salvador,149
1978,Dominican Republic,150
1978,Early-demographic dividend,151
1978,IDA only,152
1978,Bhutan,153
1978,Guinea,153
1978,Zambia,154
1978,Nicaragua,155
1978,United Arab Emirates,156
1978,Solomon Islands,157
1978,Honduras,158
1978,Kyrgyz Republic,159
1978,Sudan,160
1978,IDA blend,160
1978,Nauru,160
1978,IBRD only,161
1978,Armenia,162
1978,Eswatini,164
1978,Vanuatu,165
1978,Guyana,166
1978,Pacific island small states,167
1978,Turkmenistan,168
1978,Mongolia,169
1978,Uzbekistan,170
1978,Small states,171
1978,Latin America & Caribbean (excluding high income),172
1978,Tuvalu,173
1978,East Asia & Pacific (excluding high income),174
1978,Upper middle income,175
1978,Latin America & Caribbean,176
1978,Latin America & the Caribbean (IDA & IBRD countries),177
1978,Libya,178
1978,East Asia & Pacific (IDA & IBRD countries),179
1978,Mexico,180
1978,Kazakhstan,181
1978,Azerbaijan,182
1978,Colombia,183
1978,Brazil,186
1978,Saudi Arabia,187
1978,Lebanon,188
1979,Indonesia,1
1979,Spain,2
1979,New Zealand,3
1979,Belarus,4
1979,Netherlands,5
1979,Iceland,6
1979,Ireland,7
1979,Brunei Darussalam,8
1979,United Kingdom,9
1979,British Virgin Islands,11
1979,Switzerland,12
1979,North America,13
1979,Kuwait,14
1979,France,15
1979,South Africa,16
1979,Pakistan,17
1979,Sweden,18
1979,Poland,19
1979,Canada,20
1979,Argentina,21
1979,Japan,22
1979,Greece,23
1979,Barbados,24
1979,Norway,25
1979,Hungary,26
1979,Denmark,27
1979,Singapore,28
1979,Israel,29
1979,Serbia,30
1979,United States,31
1979,Montenegro,32
1979,Qatar,33
1979,Cuba,34
1979,Italy,35
1979,Puerto Rico,36
1979,Mauritius,37
1979,Germany,40
1979,Bermuda,41
1979,Philippines,42
1979,Grenada,43
1979,Caribbean small states,44
1979,Slovenia,45
1979,Europe & Central Asia (IDA & IBRD countries),46
1979,Albania,47
1979,Channel Islands,48
1979,European Union,49
1979,Zimbabwe,50
1979,Tonga,51
1979,Luxembourg,52
1979,St. Vincent and the Grenadines,53
1979,Turks and Caicos Islands,54
1979,Sint Maarten (Dutch part),55
1979,Euro area,56
1979,Gibraltar,57
1979,OECD members,58
1979,Dominica,59
1979,Aruba,60
1979,Armenia,61
1979,East Asia & Pacific (IDA & IBRD countries),62
1979,Botswana,63
1979,Post-demographic dividend,64
1979,Kosovo,65
1979,Antigua and Barbuda,66
1979,Austria,68
1979,Malta,69
1979,Costa Rica,70
1979,High income,71
1979,Morocco,73
1979,Central Europe and the Baltics,74
1979,Belgium,75
1979,Uruguay,76
1979,New Caledonia,77
1979,Fiji,78
1979,Australia,79
1979,St. Martin (French part),80
1979,Sri Lanka,81
1979,St. Kitts and Nevis,83
1979,Libya,84
1979,St. Lucia,84
1979,Tajikistan,85
1979,Bahrain,86
1979,"Korea, Dem. People's Rep.",88
1979,Guam,89
1979,Mexico,90
1979,Estonia,91
1979,Chile,93
1979,Romania,94
1979,Nepal,95
1979,"Micronesia, Fed. Sts.",96
1979,Latvia,97
1979,Panama,98
1979,Cabo Verde,99
1979,Trinidad and Tobago,100
1979,Jamaica,101
1979,Curacao,102
1979,Thailand,104
1979,Cyprus,105
1979,Finland,106
1979,Europe & Central Asia,107
1979,Peru,108
1979,Greenland,109
1979,East Asia & Pacific,110
1979,Paraguay,111
1979,Lithuania,112
1979,East Asia & Pacific (excluding high income),113
1979,Malaysia,114
1979,Isle of Man,115
1979,Ukraine,116
1979,Virgin Islands (U.S.),117
1979,"Bahamas, The",118
1979,China,119
1979,Moldova,120
1979,Jordan,121
1979,Belize,122
1979,India,123
1979,French Polynesia,124
1979,Europe & Central Asia (excluding high income),126
1979,Tunisia,127
1979,Colombia,128
1979,Georgia,129
1979,Algeria,130
1979,Brazil,131
1979,Croatia,133
1979,Middle income,134
1979,Other small states,134
1979,Sub-Saharan Africa (excluding high income),135
1979,Lao PDR,135
1979,Bangladesh,135
1979,Sub-Saharan Africa (IDA & IBRD countries),135
1979,Sub-Saharan Africa,135
1979,Senegal,135
1979,Benin,135
1979,Central African Republic,135
1979,Haiti,135
1979,Liberia,135
1979,Low income,135
1979,Least developed countries: UN classification,135
1979,Eritrea,135
1979,Cambodia,135
1979,Rwanda,135
1979,South Asia (IDA & IBRD),135
1979,Middle East & North Africa (excluding high income),135
1979,Middle East & North Africa (IDA & IBRD countries),135
1979,Papua New Guinea,135
1979,Sierra Leone,135
1979,Nigeria,135
1979,Burundi,135
1979,Burkina Faso,135
1979,Niger,135
1979,Tanzania,135
1979,Uganda,135
1979,Mali,135
1979,Madagascar,135
1979,South Sudan,135
1979,Malawi,135
1979,Timor-Leste,135
1979,Somalia,135
1979,Chad,135
1979,Pre-demographic dividend,135
1979,"Gambia, The",135
1979,Mozambique,135
1979,Equatorial Guinea,135
1979,"Congo, Dem. Rep.",135
1979,Togo,135
1979,Angola,135
1979,Africa Eastern and Southern,135
1979,Africa Western and Central,135
1979,Afghanistan,135
1979,Arab World,136
1979,Iraq,137
1979,Oman,138
1979,Marshall Islands,138
1979,Myanmar,139
1979,Mauritania,139
1979,Bolivia,140
1979,"Yemen, Rep.",140
1979,Kenya,141
1979,"Congo, Rep.",141
1979,Early-demographic dividend,142
1979,Upper middle income,143
1979,Gabon,144
1979,Lower middle income,145
1979,Honduras,146
1979,Latin America & Caribbean,147
1979,Sao Tome and Principe,148
1979,Comoros,149
1979,Bulgaria,150
1979,Low & middle income,151
1979,Namibia,151
1979,Maldives,151
1979,North Macedonia,152
1979,Djibouti,153
1979,Ecuador,154
1979,Late-demographic dividend,155
1979,Heavily indebted poor countries (HIPC),156
1979,IDA total,157
1979,Fragile and conflict affected situations,157
1979,Bhutan,158
1979,Ghana,159
1979,Portugal,160
1979,Latin America & the Caribbean (IDA & IBRD countries),161
1979,Ethiopia,162
1979,Zambia,163
1979,IDA only,164
1979,Lesotho,164
1979,Pacific island small states,165
1979,South Asia,166
1979,Guinea-Bissau,167
1979,Cameroon,168
1979,Guinea,168
1979,Kiribati,168
1979,El Salvador,169
1979,Guatemala,170
1979,Middle East & North Africa,170
1979,IDA & IBRD total,171
1979,Eswatini,172
1979,Small states,173
1979,Nauru,174
1979,Sudan,175
1979,Kyrgyz Republic,176
1979,Samoa,177
1979,Guyana,178
1979,IDA blend,179
1979,Latin America & Caribbean (excluding high income),180
1979,Turkmenistan,180
1979,United Arab Emirates,181
1979,Mongolia,182
1979,Tuvalu,183
1979,World,184
1979,Uzbekistan,185
1979,Solomon Islands,186
1979,Dominican Republic,187
1979,Vanuatu,188
1979,Azerbaijan,189
1979,IBRD only,190
1979,Suriname,191
1979,Kazakhstan,192
1979,Nicaragua,193
1979,Lebanon,195
1979,Saudi Arabia,196
1980,Indonesia,1
1980,Poland,2
1980,Seychelles,4
1980,Italy,5
1980,India,6
1980,Singapore,7
1980,Denmark,8
1980,Brunei Darussalam,9
1980,South Africa,10
1980,Tunisia,11
1980,Finland,12
1980,St. Kitts and Nevis,13
1980,St. Vincent and the Grenadines,14
1980,France,15
1980,Pakistan,16
1980,Germany,17
1980,Philippines,18
1980,Azerbaijan,19
1980,Isle of Man,20
1980,British Virgin Islands,20
1980,Kazakhstan,21
1980,Algeria,22
1980,Qatar,23
1980,Nepal,24
1980,Switzerland,25
1980,Romania,26
1980,Slovenia,27
1980,Belarus,28
1980,United Kingdom,29
1980,North America,30
1980,Argentina,31
1980,Kuwait,32
1980,Cyprus,33
1980,Netherlands,35
1980,Bermuda,36
1980,Sweden,37
1980,Libya,38
1980,Europe & Central Asia (excluding high income),39
1980,Spain,40
1980,Greece,42
1980,Post-demographic dividend,43
1980,Albania,44
1980,Luxembourg,45
1980,Moldova,46
1980,Thailand,47
1980,Bulgaria,48
1980,Turks and Caicos Islands,49
1980,Canada,50
1980,Uruguay,51
1980,Mauritius,52
1980,Norway,53
1980,New Caledonia,54
1980,Montenegro,55
1980,Hungary,56
1980,Cuba,57
1980,Puerto Rico,58
1980,Paraguay,59
1980,Europe & Central Asia (IDA & IBRD countries),60
1980,Austria,61
1980,United States,62
1980,Panama,63
1980,China,64
1980,Guam,65
1980,Jamaica,66
1980,Aruba,68
1980,European Union,69
1980,Gibraltar,70
1980,Caribbean small states,72
1980,New Zealand,73
1980,"Micronesia, Fed. Sts.",74
1980,Euro area,75
1980,Sri Lanka,77
1980,Armenia,78
1980,Latvia,79
1980,Barbados,80
1980,Israel,81
1980,OECD members,82
1980,St. Martin (French part),83
1980,Australia,84
1980,St. Lucia,85
1980,High income,86
1980,Uzbekistan,87
1980,Channel Islands,88
1980,Antigua and Barbuda,89
1980,Colombia,90
1980,East Asia & Pacific (IDA & IBRD countries),91
1980,Virgin Islands (U.S.),92
1980,Grenada,93
1980,Dominica,95
1980,Latin America & the Caribbean (IDA & IBRD countries),96
1980,French Polynesia,97
1980,East Asia & Pacific (excluding high income),98
1980,Belgium,99
1980,Trinidad and Tobago,100
1980,Belize,101
1980,"Korea, Dem. People's Rep.",101
1980,Malta,102
1980,Late-demographic dividend,103
1980,Portugal,104
1980,Chile,105
1980,Europe & Central Asia,106
1980,Central Europe and the Baltics,106
1980,Lithuania,107
1980,Ireland,108
1980,Japan,109
1980,Croatia,111
1980,Estonia,112
1980,Sint Maarten (Dutch part),113
1980,Curacao,113
1980,Turkmenistan,114
1980,Ukraine,115
1980,Morocco,116
1980,Serbia,117
1980,North Macedonia,118
1980,Mexico,119
1980,Nicaragua,120
1980,Upper middle income,121
1980,"Bahamas, The",122
1980,Greenland,123
1980,Peru,124
1980,Jordan,125
1980,Kosovo,126
1980,Bahrain,128
1980,Bolivia,130
1980,Middle income,130
1980,Early-demographic dividend,131
1980,Lao PDR,131
1980,Sub-Saharan Africa (excluding high income),131
1980,Benin,131
1980,Sub-Saharan Africa,131
1980,Sub-Saharan Africa (IDA & IBRD countries),131
1980,Senegal,131
1980,Cambodia,131
1980,Central African Republic,131
1980,Liberia,131
1980,Least developed countries: UN classification,131
1980,Ethiopia,131
1980,Low income,131
1980,Eritrea,131
1980,Maldives,131
1980,Nigeria,131
1980,Myanmar,131
1980,Rwanda,131
1980,Papua New Guinea,131
1980,South Asia (IDA & IBRD),131
1980,Sierra Leone,131
1980,Madagascar,131
1980,Malawi,131
1980,Mali,131
1980,Burkina Faso,131
1980,Burundi,131
1980,Uganda,131
1980,Pre-demographic dividend,131
1980,Niger,131
1980,Chad,131
1980,South Sudan,131
1980,"Gambia, The",131
1980,Timor-Leste,131
1980,Mozambique,131
1980,Somalia,131
1980,Comoros,131
1980,Tanzania,131
1980,Togo,131
1980,"Congo, Dem. Rep.",131
1980,Angola,131
1980,Africa Eastern and Southern,131
1980,Africa Western and Central,131
1980,Afghanistan,131
1980,Bangladesh,132
1980,Fiji,133
1980,Kenya,134
1980,Ecuador,135
1980,"Yemen, Rep.",136
1980,Sao Tome and Principe,137
1980,Kiribati,138
1980,Marshall Islands,139
1980,Equatorial Guinea,140
1980,Malaysia,141
1980,Latin America & Caribbean (excluding high income),143
1980,Georgia,144
1980,Lower middle income,145
1980,Vanuatu,146
1980,Sudan,147
1980,Arab World,147
1980,Bhutan,147
1980,Mauritania,147
1980,Cameroon,148
1980,Ghana,149
1980,Lesotho,149
1980,Guatemala,149
1980,IDA total,150
1980,Fragile and conflict affected situations,151
1980,Costa Rica,152
1980,Tajikistan,153
1980,Iceland,154
1980,IDA & IBRD total,155
1980,Haiti,156
1980,Middle East & North Africa (IDA & IBRD countries),156
1980,IDA only,157
1980,Zambia,157
1980,Middle East & North Africa (excluding high income),157
1980,Pacific island small states,158
1980,Djibouti,159
1980,Heavily indebted poor countries (HIPC),159
1980,South Asia,159
1980,Zimbabwe,160
1980,Oman,161
1980,Guinea-Bissau,161
1980,Namibia,161
1980,Guinea,162
1980,El Salvador,162
1980,Small states,163
1980,Cabo Verde,164
1980,World,165
1980,Latin America & Caribbean,166
1980,Iraq,167
1980,Middle East & North Africa,168
1980,Low & middle income,169
1980,Kyrgyz Republic,170
1980,Honduras,170
1980,Gabon,170
1980,Other small states,170
1980,Tuvalu,171
1980,Nauru,172
1980,Guyana,173
1980,United Arab Emirates,174
1980,IDA blend,175
1980,Solomon Islands,176
1980,Suriname,177
1980,Samoa,177
1980,Tonga,177
1980,Eswatini,178
1980,"Congo, Rep.",179
1980,Dominican Republic,180
1980,Brazil,181
1980,East Asia & Pacific,182
1980,Mongolia,183
1980,IBRD only,184
1980,Botswana,185
1980,Lebanon,188
1980,Saudi Arabia,189
1981,Mongolia,1
1981,Nepal,2
1981,Indonesia,3
1981,Spain,4
1981,Netherlands,5
1981,Pakistan,6
1981,United Kingdom,7
1981,Albania,8
1981,Australia,9
1981,St. Vincent and the Grenadines,10
1981,East Asia & Pacific,11
1981,India,12
1981,British Virgin Islands,13
1981,Algeria,14
1981,Greece,15
1981,Isle of Man,16
1981,"Bahamas, The",17
1981,Norway,18
1981,Kazakhstan,19
1981,Israel,21
1981,Switzerland,22
1981,Bermuda,23
1981,Grenada,24
1981,Armenia,25
1981,Tunisia,27
1981,OECD members,28
1981,New Zealand,29
1981,Austria,30
1981,Italy,31
1981,Sweden,32
1981,Japan,33
1981,Singapore,34
1981,Puerto Rico,35
1981,Cyprus,37
1981,Europe & Central Asia (IDA & IBRD countries),38
1981,North Macedonia,39
1981,Europe & Central Asia,40
1981,Ukraine,41
1981,Argentina,42
1981,Euro area,43
1981,Iceland,44
1981,Sri Lanka,45
1981,Bulgaria,46
1981,Samoa,47
1981,Belgium,48
1981,Tonga,49
1981,Paraguay,50
1981,Montenegro,51
1981,Barbados,52
1981,Libya,53
1981,Slovenia,54
1981,"Korea, Dem. People's Rep.",55
1981,Channel Islands,56
1981,Turks and Caicos Islands,57
1981,Cabo Verde,58
1981,Finland,59
1981,Post-demographic dividend,61
1981,Dominica,62
1981,Cuba,63
1981,Aruba,64
1981,Gibraltar,65
1981,Luxembourg,66
1981,Canada,67
1981,Germany,68
1981,Kosovo,69
1981,Moldova,70
1981,Antigua and Barbuda,71
1981,Virgin Islands (U.S.),72
1981,North America,73
1981,Romania,74
1981,United States,75
1981,Poland,76
1981,European Union,77
1981,Uruguay,78
1981,St. Lucia,79
1981,Thailand,80
1981,Saudi Arabia,81
1981,Hungary,82
1981,High income,83
1981,Morocco,84
1981,China,85
1981,St. Martin (French part),86
1981,Sint Maarten (Dutch part),87
1981,Ireland,88
1981,Late-demographic dividend,89
1981,French Polynesia,90
1981,Caribbean small states,91
1981,St. Kitts and Nevis,91
1981,Mexico,92
1981,Jordan,93
1981,Jamaica,94
1981,Estonia,95
1981,Curacao,96
1981,Lithuania,97
1981,New Caledonia,100
1981,Denmark,101
1981,East Asia & Pacific (excluding high income),102
1981,Nicaragua,104
1981,Latin America & the Caribbean (IDA & IBRD countries),105
1981,Seychelles,106
1981,Philippines,107
1981,Trinidad and Tobago,108
1981,Guam,109
1981,Malaysia,110
1981,Latin America & Caribbean,111
1981,Central Europe and the Baltics,112
1981,Kuwait,113
1981,Belize,114
1981,Upper middle income,115
1981,Chile,116
1981,Serbia,118
1981,Brunei Darussalam,119
1981,East Asia & Pacific (IDA & IBRD countries),120
1981,Mauritius,122
1981,Latvia,123
1981,Peru,124
1981,Colombia,125
1981,Ecuador,126
1981,Belarus,127
1981,South Africa,128
1981,Georgia,129
1981,France,130
1981,Lower middle income,131
1981,Iraq,131
1981,Croatia,132
1981,Early-demographic dividend,133
1981,Senegal,133
1981,Bangladesh,133
1981,Cambodia,133
1981,Central African Republic,133
1981,Sub-Saharan Africa (excluding high income),133
1981,Sub-Saharan Africa,133
1981,Sub-Saharan Africa (IDA & IBRD countries),133
1981,Lao PDR,133
1981,Benin,133
1981,Low income,133
1981,Heavily indebted poor countries (HIPC),133
1981,Ethiopia,133
1981,Eritrea,133
1981,South Asia (IDA & IBRD),133
1981,Mauritania,133
1981,Maldives,133
1981,Middle East & North Africa (excluding high income),133
1981,Guinea,133
1981,Guinea-Bissau,133
1981,Rwanda,133
1981,Africa Eastern and Southern,133
1981,Tanzania,133
1981,Papua New Guinea,133
1981,Comoros,133
1981,Togo,133
1981,Namibia,133
1981,Sierra Leone,133
1981,Malawi,133
1981,Uganda,133
1981,Timor-Leste,133
1981,Pre-demographic dividend,133
1981,South Sudan,133
1981,Burundi,133
1981,Burkina Faso,133
1981,Niger,133
1981,Chad,133
1981,Nigeria,133
1981,Somalia,133
1981,Mali,133
1981,"Gambia, The",133
1981,Equatorial Guinea,133
1981,Mozambique,133
1981,Angola,133
1981,Africa Western and Central,133
1981,Afghanistan,133
1981,Middle East & North Africa (IDA & IBRD countries),134
1981,Latin America & Caribbean (excluding high income),135
1981,IDA & IBRD total,136
1981,Portugal,137
1981,"Yemen, Rep.",138
1981,Middle income,139
1981,Eswatini,140
1981,Kyrgyz Republic,141
1981,Kiribati,142
1981,IDA blend,142
1981,Sudan,143
1981,"Micronesia, Fed. Sts.",144
1981,Bahrain,145
1981,Greenland,146
1981,Panama,148
1981,Bhutan,149
1981,Europe & Central Asia (excluding high income),150
1981,Cameroon,151
1981,Vanuatu,152
1981,Djibouti,153
1981,United Arab Emirates,154
1981,Kenya,155
1981,South Asia,155
1981,Low & middle income,156
1981,Guatemala,156
1981,Middle East & North Africa,157
1981,Malta,158
1981,Tuvalu,159
1981,Tajikistan,160
1981,IDA only,161
1981,Haiti,161
1981,Qatar,162
1981,Fragile and conflict affected situations,163
1981,Liberia,163
1981,El Salvador,163
1981,Ghana,164
1981,Zimbabwe,166
1981,Madagascar,167
1981,"Congo, Dem. Rep.",167
1981,IDA total,168
1981,Lesotho,168
1981,Myanmar,168
1981,Least developed countries: UN classification,170
1981,Bolivia,170
1981,Costa Rica,171
1981,Botswana,172
1981,Honduras,173
1981,Sao Tome and Principe,174
1981,Oman,175
1981,Zambia,175
1981,Arab World,176
1981,Nauru,176
1981,Solomon Islands,177
1981,Suriname,177
1981,Marshall Islands,178
1981,Turkmenistan,179
1981,Other small states,180
1981,Guyana,181
1981,Gabon,181
1981,Small states,182
1981,Dominican Republic,183
1981,World,184
1981,Pacific island small states,186
1981,Uzbekistan,187
1981,IBRD only,188
1981,"Congo, Rep.",189
1981,Fiji,190
1981,Azerbaijan,191
1981,Brazil,192
1981,Lebanon,193
1982,Sweden,1
1982,Switzerland,2
1982,Mongolia,3
1982,Japan,4
1982,Netherlands,5
1982,Uruguay,6
1982,Small states,7
1982,Armenia,8
1982,East Asia & Pacific,9
1982,Morocco,10
1982,North Macedonia,11
1982,Peru,12
1982,Norway,13
1982,Caribbean small states,14
1982,Isle of Man,15
1982,Grenada,16
1982,French Polynesia,18
1982,"Bahamas, The",18
1982,France,19
1982,Belarus,20
1982,Sri Lanka,21
1982,St. Vincent and the Grenadines,22
1982,Iceland,23
1982,Finland,24
1982,Pakistan,25
1982,India,26
1982,Canada,27
1982,Nicaragua,28
1982,Kazakhstan,29
1982,Italy,31
1982,Qatar,32
1982,Nepal,33
1982,Costa Rica,34
1982,Slovenia,35
1982,Singapore,36
1982,Bermuda,37
1982,Ukraine,38
1982,Kuwait,39
1982,Australia,40
1982,South Africa,41
1982,Puerto Rico,43
1982,Post-demographic dividend,44
1982,Israel,46
1982,Europe & Central Asia (IDA & IBRD countries),47
1982,Germany,48
1982,Tunisia,49
1982,Philippines,50
1982,Algeria,51
1982,St. Kitts and Nevis,52
1982,Channel Islands,53
1982,Austria,54
1982,Samoa,55
1982,Turks and Caicos Islands,56
1982,St. Lucia,57
1982,Lithuania,58
1982,Hungary,59
1982,OECD members,60
1982,Greece,61
1982,Tonga,62
1982,Cuba,63
1982,Moldova,64
1982,Spain,65
1982,Dominica,66
1982,Sint Maarten (Dutch part),67
1982,Cyprus,68
1982,Luxembourg,69
1982,United Kingdom,70
1982,European Union,71
1982,Gibraltar,72
1982,Poland,73
1982,Montenegro,74
1982,Barbados,75
1982,High income,76
1982,Albania,77
1982,Brunei Darussalam,78
1982,Euro area,79
1982,Europe & Central Asia,80
1982,St. Martin (French part),81
1982,Denmark,82
1982,Aruba,83
1982,New Zealand,84
1982,Brazil,85
1982,Portugal,86
1982,Thailand,87
1982,Romania,88
1982,Belize,89
1982,Panama,90
1982,China,91
1982,Bahrain,92
1982,Colombia,93
1982,Jamaica,94
1982,Guam,94
1982,Indonesia,95
1982,Late-demographic dividend,96
1982,Croatia,97
1982,Estonia,98
1982,Jordan,100
1982,Libya,101
1982,Curacao,102
1982,Botswana,103
1982,Paraguay,103
1982,Seychelles,104
1982,Latin America & Caribbean (excluding high income),106
1982,Kosovo,107
1982,Fiji,108
1982,Mauritius,109
1982,Europe & Central Asia (excluding high income),110
1982,"Korea, Dem. People's Rep.",111
1982,Antigua and Barbuda,112
1982,Argentina,113
1982,Solomon Islands,114
1982,Trinidad and Tobago,115
