Year,Country,Ease_of_Living_Rank
2011,Switzerland,1
2011,Norway,2
2011,Denmark,3
2011,Qatar,4
2011,Netherlands,5
2011,Australia,6
2011,United States,7
2011,Ireland,8
2011,Canada,9
2011,Finland,10
2011,Japan,11
2011,Germany,12
2011,Singapore,13
2011,Sweden,14
2011,Belgium,15
2011,United Kingdom,16
2011,New Zealand,17
2011,Austria,19
2011,France,20
2011,United Arab Emirates,21
2011,Iceland,22
2011,Italy,24
2011,Cyprus,26
2011,Israel,27
2011,Spain,28
2011,Slovenia,29
2011,Kuwait,30
2011,Estonia,31
2011,Malta,32
2011,Greece,34
2011,Bahrain,35
2011,Portugal,36
2011,Poland,38
2011,Chile,39
2011,Hungary,40
2011,Lithuania,41
2011,Saudi Arabia,42
2011,Latvia,43
2011,Croatia,44
2011,Uruguay,45
2011,Argentina,47
2011,Malaysia,48
2011,Bulgaria,49
2011,Kazakhstan,50
2011,Romania,52
2011,Montenegro,53
2011,Costa Rica,54
2011,South Africa,55
2011,Brazil,56
2011,Serbia,57
2011,Mexico,58
2011,Panama,59
2011,Lebanon,60
2011,Jordan,61
2011,Thailand,62
2011,North Macedonia,63
2011,Tunisia,64
2011,Georgia,65
2011,Mongolia,68
2011,Peru,69
2011,Belarus,70
2011,Colombia,71
2011,China,72
2011,Armenia,73
2011,Algeria,74
2011,Moldova,75
2011,Ecuador,76
2011,Ukraine,77
2011,Morocco,79
2011,Azerbaijan,80
2011,Philippines,81
2011,Indonesia,84
2011,India,85
2011,Nicaragua,86
2011,Nepal,87
2011,Pakistan,88
