Year,Country,Sustainability_Rank
2011,Qatar,1
2011,Kuwait,2
2011,Bahrain,3
2011,United Arab Emirates,4
2011,Australia,5
2011,Saudi Arabia,6
2011,United States,7
2011,Kazakhstan,8
2011,Canada,9
2011,Estonia,12
2011,Singapore,13
2011,Japan,13
2011,Netherlands,14
2011,Israel,17
2011,Belgium,18
2011,Malaysia,20
2011,Germany,21
2011,South Africa,22
2011,Poland,23
2011,United Kingdom,24
2011,Ireland,25
2011,Malta,27
2011,Ukraine,28
2011,Greece,29
2011,Cyprus,30
2011,Mongolia,31
2011,Belarus,32
2011,China,33
2011,Bulgaria,34
2011,Slovenia,36
2011,Serbia,37
2011,Italy,38
2011,Finland,40
2011,Algeria,41
2011,France,42
2011,Lebanon,42
2011,Argentina,43
2011,Mexico,44
2011,Spain,45
2011,Jordan,46
2011,Azerbaijan,47
2011,Austria,49
2011,Hungary,51
2011,Denmark,52
2011,Switzerland,53
2011,North Macedonia,54
2011,New Zealand,56
2011,Romania,57
2011,Armenia,58
2011,Tunisia,59
2011,Ecuador,60
2011,Croatia,61
2011,Morocco,62
2011,Moldova,63
2011,Thailand,64
2011,Lithuania,65
2011,Panama,66
2011,Chile,67
2011,Portugal,68
2011,Norway,69
2011,Latvia,70
2011,Montenegro,71
2011,Sweden,72
2011,Georgia,73
2011,Colombia,74
2011,Peru,74
2011,Indonesia,75
2011,India,77
2011,Philippines,78
2011,Costa Rica,79
2011,Brazil,80
2011,Uruguay,81
2011,Pakistan,82
2011,Iceland,83
2011,Nicaragua,84
2011,Nepal,85
