Year,Country,Economic_Rank
2011,Switzerland,1
2011,Norway,2
2011,Qatar,3
2011,Denmark,4
2011,Ireland,5
2011,Netherlands,6
2011,Japan,7
2011,United States,8
2011,Sweden,9
2011,Italy,10
2011,Australia,11
2011,Germany,12
2011,United Kingdom,13
2011,Belgium,14
2011,Finland,15
2011,Canada,16
2011,France,17
2011,Austria,18
2011,Singapore,19
2011,Iceland,20
2011,United Arab Emirates,21
2011,New Zealand,22
2011,Cyprus,25
2011,Spain,26
2011,Greece,27
2011,Israel,29
2011,Kuwait,30
2011,Slovenia,31
2011,Portugal,32
2011,Uruguay,34
2011,Croatia,35
2011,Brazil,36
2011,Bahrain,37
2011,Saudi Arabia,39
2011,Malta,40
2011,Argentina,41
2011,Latvia,42
2011,Estonia,44
2011,Hungary,45
2011,South Africa,46
2011,Lithuania,47
2011,Chile,48
2011,Poland,49
2011,Kazakhstan,50
2011,Montenegro,52
2011,Lebanon,53
2011,Thailand,54
2011,Bulgaria,55
2011,Malaysia,56
2011,Mexico,57
2011,Tunisia,58
2011,Costa Rica,59
2011,Romania,60
2011,Morocco,62
2011,Serbia,63
2011,Algeria,65
2011,North Macedonia,66
2011,Jordan,67
2011,Peru,69
2011,Ecuador,70
2011,Panama,71
2011,Mongolia,73
2011,Philippines,74
2011,China,75
2011,Colombia,76
2011,Belarus,77
2011,Moldova,78
2011,Indonesia,79
2011,Nepal,80
2011,Georgia,81
2011,Azerbaijan,83
2011,Armenia,84
2011,Pakistan,85
2011,India,86
2011,Ukraine,87
2011,Nicaragua,88
