Year,Country,Institutional_Rank
2007,Denmark,1
2007,Finland,2
2007,Sweden,3
2007,Switzerland,4
2007,Austria,5
2007,Singapore,6
2007,New Zealand,7
2007,Norway,8
2007,Iceland,9
2007,Netherlands,10
2007,Australia,11
2007,Canada,12
2007,Ireland,14
2007,United Kingdom,15
2007,Germany,16
2007,United States,17
2007,France,18
2007,Belgium,19
2007,Malta,20
2007,Japan,21
2007,Chile,22
2007,Cyprus,23
2007,Estonia,24
2007,Spain,25
2007,Portugal,26
2007,Slovenia,27
2007,Israel,29
2007,Hungary,30
2007,Uruguay,32
2007,Greece,33
2007,Lithuania,34
2007,Latvia,35
2007,United Arab Emirates,36
2007,Malaysia,39
2007,Italy,40
2007,Poland,41
2007,Qatar,41
2007,Costa Rica,42
2007,Bahrain,43
2007,Kuwait,44
2007,Croatia,45
2007,South Africa,46
2007,Jordan,47
2007,Tunisia,49
2007,Bulgaria,50
2007,Panama,51
2007,Romania,52
2007,India,53
2007,Georgia,54
2007,Thailand,55
2007,Saudi Arabia,56
2007,Mexico,57
2007,Montenegro,58
2007,Brazil,59
2007,Colombia,60
2007,North Macedonia,61
2007,Argentina,62
2007,Serbia,63
2007,Morocco,64
2007,Mongolia,65
2007,Philippines,66
2007,Armenia,67
2007,China,68
2007,Peru,69
2007,Indonesia,73
2007,Moldova,74
2007,Lebanon,75
2007,Ukraine,76
2007,Algeria,77
2007,Nepal,78
2007,Nicaragua,79
2007,Kazakhstan,81
2007,Pakistan,82
2007,Azerbaijan,83
2007,Ecuador,84
2007,Belarus,87
