Year,Country,Ease_of_Living_Rank
2007,Norway,1
2007,Denmark,2
2007,Australia,3
2007,Switzerland,4
2007,Netherlands,5
2007,United States,6
2007,Finland,7
2007,Canada,8
2007,United Kingdom,9
2007,Germany,10
2007,Singapore,11
2007,Ireland,12
2007,Austria,13
2007,Belgium,14
2007,Sweden,15
2007,Japan,15
2007,New Zealand,16
2007,Qatar,17
2007,France,18
2007,Iceland,19
2007,United Arab Emirates,20
2007,Cyprus,23
2007,Italy,24
2007,Spain,25
2007,Kuwait,27
2007,Israel,28
2007,Greece,29
2007,Slovenia,30
2007,Malta,31
2007,Estonia,33
2007,Bahrain,34
2007,Portugal,35
2007,Hungary,36
2007,Chile,37
2007,Poland,39
2007,Latvia,40
2007,Saudi Arabia,41
2007,Croatia,42
2007,Lithuania,43
2007,Malaysia,44
2007,Romania,45
2007,Uruguay,46
2007,Bulgaria,47
2007,Jordan,48
2007,Argentina,49
2007,Panama,50
2007,Montenegro,51
2007,Costa Rica,53
2007,Mexico,54
2007,Serbia,55
2007,Tunisia,57
2007,South Africa,58
2007,North Macedonia,59
2007,Armenia,60
2007,Kazakhstan,61
2007,Thailand,62
2007,Georgia,63
2007,Lebanon,65
2007,Ukraine,66
2007,China,67
2007,Brazil,68
2007,Belarus,70
2007,Algeria,71
2007,Azerbaijan,72
2007,Peru,73
2007,Colombia,74
2007,Mongolia,75
2007,Moldova,76
2007,Ecuador,77
2007,Philippines,79
2007,Morocco,80
2007,Indonesia,82
2007,India,84
2007,Nicaragua,85
2007,Pakistan,86
2007,Nepal,87
