Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Afghanistan,AFG,Total greenhouse gas emissions excluding LULUCF (% change from 1990),EN.GHG.TOT.ZG.AR5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.611976310594442,-6.37201140601008,-5.08298603494919,-3.92337500913943,-1.02142282664327,8.81479856693719,16.7968121664108,23.0130876654237,30.5359362433282,16.6871389924691,4.49660013160782,23.9482342618996,28.9793083278497,29.3975286978139,32.3375009139431,34.309424581414,42.7666886013015,68.1538349053155,91.7233311398699,120.073846603787,151.362140820355,136.696644000877,125.256269649777,127.554288221101,127.509687797032,122.820062879286,131.649484536082,129.212546611099,121.044088615925,105.160488411201,111.030196680559,112.227827740001,..
Afghanistan,AFG,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-4.49508026929052,-41.9092007595374,-44.4743656136717,-46.9773865009494,-53.0640428102883,-54.0238218539617,-54.5865699982738,-54.227515967547,-55.6982565164854,-63.0174348351459,-65.8795097531504,-66.4111859140342,-63.4455377179354,-67.5746590712929,-53.9513205592957,-48.9936129811842,-28.7553944415674,39.1196271361989,123.939237010185,179.174866217849,307.408941826342,251.341273951321,200.05523908165,185.851890212325,201.039185223546,174.030726739168,195.07681684792,180.645606766787,157.134472639392,88.8037286380114,94.690143276368,95.9537372691179,..
Afghanistan,AFG,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.1740966333107,64.1881530060926,64.2105258245459,64.2441407602245,64.2919234846825,64.3567996694738,64.4759923667356,64.6415192006464,64.7884977008217,64.8520453968767,64.767279818427,64.5975727246894,64.4168880125936,64.1762314183241,63.8266086780653,63.3190255280017,61.5146494273075,58.0837850174423,54.1911438080183,51.0014373086482,49.6793770289443,61.8170559083924,70.9223165078033,73.1318159038053,77.1437275538632,73.4908176326415,72.7659101386992,65.8623470043896,67.2271774798558,58.3308722306744,46.0870936659706,..,..,..
Afghanistan,AFG,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Africa Eastern and Southern,AFE,Total greenhouse gas emissions excluding LULUCF (% change from 1990),EN.GHG.TOT.ZG.AR5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-1.20146809236738,-0.931690234714475,-0.215416658020688,3.24915143421773,7.58892663418594,11.4977981779795,14.9303146161756,18.3120572015342,18.3194780855901,19.2441694770481,21.6137644386312,24.6636188286938,28.8454335361357,35.2878980621411,39.4841793903175,40.3262797420065,47.0253216273284,53.7459931036189,51.3840769399135,56.1900079261607,55.6069351150958,61.4166901426861,65.9912255373136,70.4697232033694,70.1447283411299,72.044791190039,74.4926512731974,77.1483664500542,81.2595713870875,74.6219012680099,77.4534667779448,78.0872196550028,..
Africa Eastern and Southern,AFE,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-2.06203852986104,-3.74785893739758,-3.81219009194325,-1.60774938911877,3.61742288865415,7.52274754919479,11.9571231531267,14.0708119227073,10.5855458749963,12.2832529855745,15.3095175692884,18.9057085295698,25.2559612212859,34.5867318979279,38.4619559318355,40.9296778412265,46.8772122107414,55.0735572481091,48.1391353151565,52.072945705035,49.3859419219396,55.10257245197,61.429051737603,67.5883759163219,63.4677404409993,64.9659415513074,67.7265952405535,69.8165635515033,72.322407626551,53.4874633669814,56.648611585432,54.4825577855257,..
Africa Eastern and Southern,AFE,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,..,..,..,..,..,..,..,..,..,..,..,0.170890636047869,0.153629286138568,0.147323753657167,0.137528308917508,0.125331654968385,0.129842221309462,0.129043643693335,0.12978048141637,0.12686796764865,0.123502176680941,0.116420949277031,0.123028896063643,0.117328187663553,0.108715361762224,0.122241141010517,0.321259021088648,0.312230252744725,0.282848129056252,0.269519904004355,0.313498837139145,0.310652795540523,0.309828851575523,0.292119815115197,0.233638340984213,0.28568476861906,0.312791523046122,0.333652280799145,0.409367987824352,0.383435510524119,0.46812610011623,0.490281371969756,0.409635716904122,0.521900262311773,0.582359174155182,0.56116683284846,0.571135954065482,0.54946048482202,0.617976687984145,0.705070802888886,0.735666024525431,0.738260979229421,0.821894934277205,0.970850290303015,1.99505222691534,2.81845992118469,..,..,..,..,..,..,..,..
Africa Eastern and Southern,AFE,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Africa Eastern and Southern,AFE,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,..,..,..,..,..,..,..,..,..,..,..,78.3886197750687,74.4448810886113,75.0703812006696,71.963710116217,72.0883178453121,71.2291303516353,69.7407278661038,71.056906809034,71.7268937096316,74.1560315239799,75.4118343305656,76.1359591409234,76.5997869427573,75.8533125403795,75.1556844178448,73.5334303278208,76.6091194283266,73.2819234126239,73.3188048266063,74.9385789647268,74.3411159287383,75.4829120582873,77.1328692484987,76.4177096819133,75.8232218068778,76.3989385146116,76.4734797673909,73.9450034447237,73.8694889110507,73.5217047737503,72.9390538918171,72.2587331609438,73.2373254181138,73.1874227742699,73.1697193280786,72.7332369576159,72.8104800158551,72.245090045459,70.8849501467097,69.9177864200529,69.501043286841,69.7804387790682,68.4757724107126,66.6067664122674,65.9281267450758,..,..,..,..,..,..,..,..
Africa Western and Central,AFW,Total greenhouse gas emissions excluding LULUCF (% change from 1990),EN.GHG.TOT.ZG.AR5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.30043522959765,11.2378214009729,12.7160190704435,19.3478024054222,28.3515827923459,44.7681172617811,40.8106895929573,37.9183148767842,37.498127678696,47.4378134010546,50.9599901958448,38.9166451066032,50.5975896416377,51.4070707362989,52.3211890601968,48.9780742664756,45.9317436758093,48.9019473843671,46.9000529356296,56.1758518210878,63.699987744806,67.873370654938,71.3666966805446,76.871917052762,79.8458441275493,82.7146446163954,87.0248133636082,93.3539614914571,100.819225675993,97.5269827031554,101.050223316868,103.449900937182,..
Africa Western and Central,AFW,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.0806720056392,13.7412621644377,11.9112607937969,8.27964989915998,18.2004464373127,36.9576667776233,37.4411113939418,32.3053200446437,33.9586066456502,43.0365569501282,51.1910869182119,41.6570069119461,53.0600536507998,51.933386853596,52.2478510309177,45.4583814689354,41.1981359284134,48.6791917134969,42.629378708073,60.3945487654442,71.0228897025709,73.2577196451998,89.7704176538544,98.8397525014196,97.7040786356249,106.812378845137,108.024123279356,119.169391631258,130.58741751679,124.100859587633,138.278572967046,139.463492001332,..
Africa Western and Central,AFW,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,..,..,..,..,..,..,..,..,..,..,..,0.457197731032896,0.414616329183042,0.366894899313817,0.372011345236038,0.32439832216425,0.2944121527594,0.274564949779792,0.286943058377277,0.229179405800303,0.20906090974466,0.193530929271824,0.195435725570699,0.218695922558384,0.22636715127879,0.192048053076529,0.173891558591494,0.168653928866709,0.162743760714447,0.152006545367473,0.158850024367288,0.168832074046054,0.165210806594874,0.166003559230631,0.163800190758014,0.160355347805174,0.150019988932151,0.147412534928227,0.163324148197234,0.15175417059653,0.159196185871015,0.176174618591676,0.168132378096597,0.150837658229393,0.326754213235423,0.353200648853665,1.56808405239328,0.493937016438309,0.490828692859778,0.415212142850087,0.366264492842606,0.343813483153627,0.292239133488469,0.317509185678748,0.317288432255318,0.37513611436431,..,..,..,..,..,..,..,..
Africa Western and Central,AFW,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Africa Western and Central,AFW,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,..,..,..,..,..,..,..,..,..,..,..,17.2375901294835,21.3309190408644,20.9033541319583,14.9853800863029,19.9297020488601,21.3260085011617,25.788512908067,32.1161018088767,29.6157087145442,30.8155780963629,32.0245305212551,33.8662193024654,45.4679237090431,46.5292289759475,39.5847617972266,36.8153271189421,40.1710125454147,37.4007870553528,36.9694058477449,37.2993376365403,32.9417350629089,34.1643479298079,35.8160509396654,38.5385448811217,38.1499950187401,38.7384949198133,38.9705137792077,41.035192234555,40.1509587151978,38.4352658087921,38.4438185569692,42.0180057209867,42.8858887374933,46.1328541056828,46.8858895224052,47.1354310259307,50.0004274278024,47.3379153109684,48.0671409314433,51.504706925948,54.1090205953101,54.0314373436486,54.0566539725854,56.0538357807968,60.8082243666177,..,..,..,..,..,..,..,..
Albania,ALB,Total greenhouse gas emissions excluding LULUCF (% change from 1990),EN.GHG.TOT.ZG.AR5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-21.519162917306,-46.5787625809472,-46.2398030393661,-40.217419572963,-43.3226704116928,-45.5835565611644,-52.0480611687602,-49.7204233960105,-39.2152783195929,-37.386110460933,-35.7303234419564,-30.2800967465085,-28.6113061645557,-26.7812714016974,-30.3043700640642,-29.9116624621813,-30.2904995968895,-32.1647464738672,-32.3589330143126,-29.6827997537992,-26.200445588758,-28.713600859969,-26.4483801895053,-22.1875460542855,-23.5806611011417,-26.9121739356584,-19.8018257002419,-20.2517489792203,-24.4553674373445,-32.0971279463906,-31.7945783811431,-31.0559760040918,..
