Year,Country,Ease_of_Living_Rank
2003,United States,1
2003,Denmark,2
2003,Netherlands,3
2003,Switzerland,4
2003,Norway,5
2003,Finland,6
2003,Sweden,7
2003,Iceland,7
2003,United Kingdom,8
2003,Ireland,9
2003,Canada,10
2003,Qatar,11
2003,Japan,12
2003,Australia,13
2003,Austria,14
2003,Germany,15
2003,Belgium,16
2003,Singapore,18
2003,United Arab Emirates,19
2003,New Zealand,20
2003,France,21
2003,Italy,23
2003,Slovenia,24
2003,Spain,25
2003,Israel,26
2003,Kuwait,27
2003,Bahrain,28
2003,Malta,29
2003,Greece,30
2003,Portugal,32
2003,Cyprus,33
2003,Hungary,35
2003,Estonia,36
2003,Poland,37
2003,Chile,38
2003,Lithuania,39
2003,Malaysia,41
2003,Saudi Arabia,41
2003,Croatia,42
2003,Latvia,43
2003,Uruguay,44
2003,Bulgaria,45
2003,Mexico,46
2003,Montenegro,47
2003,Panama,48
2003,Argentina,49
2003,Thailand,50
2003,Lebanon,51
2003,Costa Rica,52
2003,South Africa,53
2003,Jordan,54
2003,Tunisia,56
2003,Romania,57
2003,North Macedonia,58
2003,Serbia,59
2003,Ukraine,60
2003,Kazakhstan,61
2003,Brazil,62
2003,Armenia,63
2003,Belarus,65
2003,Algeria,67
2003,Peru,68
2003,Mongolia,69
2003,Ecuador,70
2003,Colombia,71
2003,Georgia,73
2003,Moldova,74
2003,China,75
2003,Philippines,76
2003,Azerbaijan,77
2003,Morocco,78
2003,Indonesia,81
2003,India,82
2003,Nicaragua,83
2003,Pakistan,84
2003,Nepal,85
