Year,Country,Institutional_Rank
1972,Canada,1
1972,Greece,2
1972,Israel,3
1972,Bulgaria,4
1972,Qatar,5
1972,Kuwait,7
1972,Dominica,8
1972,Peru,9
1972,Switzerland,10
1972,Ecuador,11
1972,Bermuda,12
1972,Curacao,12
1972,Indonesia,13
1972,India,14
1972,Puerto Rico,15
1972,Nepal,16
1972,Philippines,17
1972,Algeria,19
1972,Pakistan,20
1972,Slovenia,21
1972,Euro area,22
1972,Poland,23
1972,Mexico,24
1972,Spain,25
1972,Lithuania,26
1972,Gibraltar,27
1972,Tunisia,28
1972,Aruba,29
1972,Sweden,30
1972,Hungary,31
1972,"Bahamas, The",32
1972,South Africa,33
1972,New Zealand,34
1972,Latvia,35
1972,North America,36
1972,Belarus,37
1972,Europe & Central Asia,38
1972,Sint Maarten (Dutch part),40
1972,OECD members,40
1972,Japan,41
1972,Grenada,42
1972,British Virgin Islands,43
1972,Armenia,44
1972,Luxembourg,45
1972,Central Europe and the Baltics,45
1972,China,46
1972,Denmark,47
1972,Channel Islands,48
1972,Germany,49
1972,St. Vincent and the Grenadines,50
1972,Kosovo,51
1972,Trinidad and Tobago,51
1972,Nicaragua,52
1972,Post-demographic dividend,54
1972,Montenegro,55
1972,Romania,56
1972,Belgium,57
1972,Argentina,58
1972,Australia,59
1972,Isle of Man,60
1972,Georgia,62
1972,Croatia,63
1972,Sri Lanka,64
1972,Singapore,65
1972,High income,66
1972,Estonia,67
1972,Panama,68
1972,Finland,69
1972,North Macedonia,70
1972,France,71
1972,Europe & Central Asia (IDA & IBRD countries),72
1972,Barbados,73
1972,United Kingdom,74
1972,Jamaica,75
1972,Saudi Arabia,76
1972,Bahrain,77
1972,Albania,78
1972,Virgin Islands (U.S.),79
1972,European Union,80
1972,Moldova,81
1972,French Polynesia,82
1972,Antigua and Barbuda,83
1972,Samoa,84
1972,Morocco,85
1972,Ireland,86
1972,Guam,87
1972,Ukraine,89
1972,Cuba,90
1972,Lebanon,91
1972,Thailand,92
1972,St. Martin (French part),93
1972,Europe & Central Asia (excluding high income),95
1972,Suriname,96
1972,Malta,97
1972,Serbia,98
1972,Costa Rica,99
1972,Brunei Darussalam,101
1972,St. Lucia,101
1972,Caribbean small states,102
1972,Tajikistan,104
1972,Portugal,105
1972,Jordan,106
1972,Uruguay,107
1972,Middle East & North Africa (excluding high income),108
1972,IDA & IBRD total,108
1972,East Asia & Pacific (excluding high income),108
1972,East Asia & Pacific (IDA & IBRD countries),108
1972,Austria,109
1972,Malawi,110
1972,Uganda,110
1972,"Yemen, Rep.",110
1972,South Asia,110
1972,South Sudan,110
1972,Rwanda,110
1972,Papua New Guinea,110
1972,Sudan,110
1972,Sao Tome and Principe,110
1972,Lao PDR,110
1972,"Congo, Dem. Rep.",110
1972,Bangladesh,110
1972,Liberia,110
1972,Angola,110
1972,Africa Eastern and Southern,110
1972,Low income,110
1972,Ethiopia,110
1972,Arab World,110
1972,Sub-Saharan Africa,110
1972,Sub-Saharan Africa (excluding high income),110
1972,Burundi,110
1972,Mali,110
1972,South Asia (IDA & IBRD),110
1972,Niger,110
1972,Somalia,110
1972,Maldives,110
1972,Mozambique,110
1972,Oman,110
1972,Nigeria,110
1972,Chad,110
1972,Sierra Leone,110
1972,Sub-Saharan Africa (IDA & IBRD countries),110
1972,Myanmar,110
1972,Senegal,110
1972,Benin,110
1972,Cambodia,110
1972,Tanzania,110
1972,Togo,110
1972,Timor-Leste,110
1972,Central African Republic,110
1972,Lower middle income,110
1972,Pre-demographic dividend,110
1972,Burkina Faso,110
1972,Equatorial Guinea,110
1972,Eritrea,110
1972,Afghanistan,110
1972,Least developed countries: UN classification,110
1972,Africa Western and Central,110
1972,Bolivia,111
1972,Mauritius,112
1972,Cabo Verde,113
1972,Late-demographic dividend,114
1972,Bhutan,115
1972,Namibia,115
1972,Tonga,116
1972,Malaysia,117
1972,"Congo, Rep.",118
1972,Tuvalu,119
1972,Middle income,120
1972,IBRD only,120
1972,Dominican Republic,120
1972,Middle East & North Africa (IDA & IBRD countries),120
1972,Mauritania,120
1972,Marshall Islands,121
1972,Turkmenistan,122
1972,Italy,123
1972,El Salvador,124
1972,Honduras,125
1972,World,126
1972,Eswatini,127
1972,Djibouti,127
1972,Norway,128
1972,Libya,129
1972,Nauru,129
1972,Low & middle income,130
1972,Haiti,131
1972,IDA only,132
1972,Solomon Islands,133
1972,St. Kitts and Nevis,133
1972,Comoros,133
1972,Early-demographic dividend,133
1972,Heavily indebted poor countries (HIPC),133
1972,Belize,134
