Year,Country,Sustainability_Rank
1972,Denmark,1
1972,Switzerland,2
1972,Germany,3
1972,Italy,4
1972,Bulgaria,5
1972,United Kingdom,6
1972,Belarus,7
1972,Netherlands,8
1972,Australia,9
1972,Belgium,10
1972,Spain,11
1972,Hungary,12
1972,Uruguay,13
1972,United States,14
1972,Qatar,15
1972,Gibraltar,16
1972,Puerto Rico,17
1972,Sint Maarten (Dutch part),18
1972,Euro area,19
1972,Iceland,20
1972,Singapore,21
1972,Poland,22
1972,France,23
1972,Lithuania,24
1972,New Zealand,25
1972,Slovenia,26
1972,Kuwait,27
1972,Antigua and Barbuda,28
1972,Post-demographic dividend,29
1972,Channel Islands,30
1972,Cuba,31
1972,Colombia,33
1972,Austria,34
1972,North America,35
1972,European Union,36
1972,British Virgin Islands,38
1972,Dominica,39
1972,Curacao,40
1972,Bermuda,40
1972,St. Martin (French part),41
1972,Europe & Central Asia,42
1972,OECD members,43
1972,"Bahamas, The",44
1972,High income,45
1972,Grenada,46
1972,Israel,47
1972,Georgia,48
1972,Serbia,49
1972,Europe & Central Asia (IDA & IBRD countries),50
1972,Malta,51
1972,Thailand,52
1972,Sweden,53
1972,St. Vincent and the Grenadines,54
1972,Finland,55
1972,Argentina,56
1972,Estonia,57
1972,Lebanon,60
1972,Barbados,61
1972,Aruba,62
1972,Ireland,64
1972,Armenia,65
1972,Latvia,66
1972,North Macedonia,67
1972,Ukraine,68
1972,Romania,69
1972,Montenegro,70
1972,Croatia,71
1972,Luxembourg,72
1972,Central Europe and the Baltics,72
1972,Norway,73
1972,Japan,74
1972,Brunei Darussalam,75
1972,St. Lucia,76
1972,Greece,78
1972,French Polynesia,79
1972,Virgin Islands (U.S.),80
1972,Caribbean small states,81
1972,Samoa,82
1972,Albania,83
1972,Europe & Central Asia (excluding high income),85
1972,Suriname,86
1972,Canada,87
1972,Upper middle income,88
1972,Tajikistan,89
1972,Turkmenistan,90
1972,Sri Lanka,91
1972,Guam,92
1972,Tunisia,93
1972,Isle of Man,95
1972,Moldova,96
1972,Ecuador,97
1972,Jamaica,99
1972,Kosovo,100
1972,Trinidad and Tobago,100
1972,Philippines,101
1972,China,102
1972,Bahrain,103
1972,Belize,104
1972,Costa Rica,105
1972,United Arab Emirates,106
1972,Panama,107
1972,Cyprus,108
1972,Uzbekistan,109
1972,World,110
1972,Latin America & the Caribbean (IDA & IBRD countries),111
1972,Fiji,112
1972,Tonga,113
1972,"Korea, Dem. People's Rep.",114
1972,Kenya,114
1972,Mexico,115
1972,New Caledonia,116
1972,Zimbabwe,117
1972,Small states,118
1972,Iraq,119
1972,Latin America & Caribbean (excluding high income),120
1972,Zambia,121
1972,Kyrgyz Republic,122
1972,Middle East & North Africa,122
1972,Latin America & Caribbean,122
1972,Brazil,123
1972,Kiribati,124
1972,Guyana,125
1972,"Micronesia, Fed. Sts.",126
1972,Malaysia,127
1972,Kazakhstan,128
1972,East Asia & Pacific,130
1972,Marshall Islands,131
1972,Jordan,132
1972,Dominican Republic,133
1972,Middle income,133
1972,Mauritania,133
1972,Middle East & North Africa (IDA & IBRD countries),133
1972,IBRD only,133
1972,Chile,134
1972,Paraguay,135
1972,Azerbaijan,137
1972,Turks and Caicos Islands,138
1972,South Africa,139
1972,Haiti,141
1972,Djibouti,142
1972,Eswatini,142
1972,Late-demographic dividend,143
1972,Cabo Verde,144
1972,Vanuatu,145
1972,Solomon Islands,146
1972,Portugal,147
1972,Nicaragua,148
1972,Morocco,149
1972,Bhutan,150
1972,Namibia,150
1972,Arab World,151
1972,Burkina Faso,151
1972,South Sudan,151
1972,Sub-Saharan Africa (excluding high income),151
1972,"Congo, Dem. Rep.",151
1972,Burundi,151
1972,Sub-Saharan Africa (IDA & IBRD countries),151
1972,Sub-Saharan Africa,151
1972,Bangladesh,151
1972,Angola,151
1972,South Asia,151
1972,"Yemen, Rep.",151
1972,Uganda,151
1972,Rwanda,151
1972,Africa Eastern and Southern,151
1972,Papua New Guinea,151
1972,Pre-demographic dividend,151
1972,South Asia (IDA & IBRD),151
1972,Central African Republic,151
1972,Togo,151
1972,Niger,151
1972,Mali,151
1972,Somalia,151
1972,Maldives,151
1972,Mozambique,151
1972,Oman,151
1972,Nigeria,151
1972,Sierra Leone,151
1972,Myanmar,151
