Year,Country,Quality_of_Life_Rank
1972,Sweden,1
1972,Switzerland,2
1972,Denmark,3
1972,Israel,4
1972,Canada,5
1972,Greece,6
1972,Iceland,7
1972,Lithuania,8
1972,Post-demographic dividend,9
1972,North America,10
1972,Italy,11
1972,Euro area,12
1972,Puerto Rico,13
1972,Belgium,14
1972,Sint Maarten (Dutch part),15
1972,Poland,16
1972,Bulgaria,17
1972,Netherlands,18
1972,Germany,19
1972,Gibraltar,20
1972,Australia,21
1972,New Zealand,21
1972,Japan,22
1972,United Kingdom,23
1972,Belarus,24
1972,Hungary,25
1972,Channel Islands,26
1972,OECD members,28
1972,Montenegro,29
1972,Austria,29
1972,Norway,30
1972,France,32
1972,Grenada,33
1972,Uruguay,33
1972,Slovenia,34
1972,St. Vincent and the Grenadines,35
1972,Spain,36
1972,St. Martin (French part),37
1972,Georgia,38
1972,European Union,39
1972,United States,40
1972,Barbados,41
1972,Europe & Central Asia (IDA & IBRD countries),42
1972,Cyprus,43
1972,Antigua and Barbuda,44
1972,Malta,45
1972,Finland,46
1972,Luxembourg,46
1972,Central Europe and the Baltics,46
1972,Ireland,47
1972,Aruba,48
1972,Cuba,49
1972,Singapore,50
1972,High income,51
1972,Croatia,52
1972,Latvia,52
1972,Kuwait,53
1972,Dominica,54
1972,Qatar,55
1972,Curacao,56
1972,Bermuda,56
1972,British Virgin Islands,57
1972,Europe & Central Asia,58
1972,"Bahamas, The",59
1972,Thailand,60
1972,Estonia,62
1972,Kosovo,63
1972,Trinidad and Tobago,63
1972,Jamaica,64
1972,Ukraine,65
1972,Romania,66
1972,Bahrain,67
1972,Armenia,68
1972,North Macedonia,69
1972,Portugal,70
1972,Panama,71
1972,Lebanon,72
1972,Serbia,74
1972,Malaysia,75
1972,Sri Lanka,76
1972,Isle of Man,77
1972,Argentina,78
1972,Albania,79
1972,Costa Rica,80
1972,Brunei Darussalam,81
1972,St. Lucia,82
1972,Caribbean small states,83
1972,Europe & Central Asia (excluding high income),84
1972,Moldova,85
1972,Suriname,86
1972,Tajikistan,87
1972,Guam,88
1972,Samoa,90
1972,French Polynesia,91
1972,Colombia,92
1972,Virgin Islands (U.S.),93
1972,Turkmenistan,94
1972,Upper middle income,95
1972,Brazil,96
1972,Belize,97
1972,Tonga,99
1972,Chile,100
1972,Jordan,101
1972,United Arab Emirates,102
1972,New Caledonia,103
1972,Uzbekistan,104
1972,China,105
1972,Turks and Caicos Islands,107
1972,Fiji,108
1972,East Asia & Pacific,109
1972,Tunisia,110
1972,World,111
1972,Paraguay,112
1972,Vanuatu,113
1972,Mexico,114
1972,Zimbabwe,115
1972,Kenya,116
1972,"Korea, Dem. People's Rep.",116
1972,Latin America & the Caribbean (IDA & IBRD countries),117
1972,Philippines,118
1972,"Micronesia, Fed. Sts.",119
1972,Guyana,120
1972,Middle East & North Africa,121
1972,Kyrgyz Republic,122
1972,Latin America & Caribbean,122
1972,Kazakhstan,123
1972,Iraq,124
1972,Small states,125
1972,Latin America & Caribbean (excluding high income),126
1972,Zambia,127
1972,Kiribati,128
1972,South Africa,129
1972,Marshall Islands,130
1972,Dominican Republic,131
1972,Middle income,132
1972,Middle East & North Africa (IDA & IBRD countries),133
1972,Mauritania,133
1972,Ecuador,134
1972,IBRD only,135
1972,Late-demographic dividend,137
1972,Cabo Verde,138
1972,Mauritius,139
1972,East Asia & Pacific (excluding high income),140
1972,Middle East & North Africa (excluding high income),141
1972,IDA & IBRD total,141
1972,East Asia & Pacific (IDA & IBRD countries),142
1972,Saudi Arabia,143
1972,Tuvalu,144
1972,"Congo, Rep.",145
1972,Indonesia,146
1972,El Salvador,147
1972,Honduras,148
1972,Mongolia,149
1972,Low & middle income,150
1972,Azerbaijan,151
1972,Libya,152
1972,Nauru,153
1972,India,154
1972,Ghana,157
1972,Guinea,158
1972,Other small states,159
1972,IDA blend,160
1972,Cameroon,160
1972,Botswana,161
1972,Pacific island small states,162
1972,Fragile and conflict affected situations,163
1972,Guatemala,163
1972,Guinea-Bissau,164
1972,Lesotho,165
1972,IDA total,166
1972,"Gambia, The",167
1972,Gabon,168
1972,Madagascar,169
1972,IDA only,171
1972,Comoros,172
1972,St. Kitts and Nevis,173
1972,Heavily indebted poor countries (HIPC),173
1972,Solomon Islands,174
1972,Early-demographic dividend,175
1972,Haiti,176
1972,Eswatini,177
1972,Djibouti,178
1972,Namibia,179
1972,Bhutan,180
1972,Bolivia,181
1972,Papua New Guinea,182
1972,Sao Tome and Principe,183
1972,South Asia,184
1972,Sudan,185
1972,Pakistan,186
1972,Peru,187
1972,Uganda,188
1972,Bangladesh,189
1972,"Yemen, Rep.",190
1972,Least developed countries: UN classification,191
1972,Timor-Leste,192
1972,Lao PDR,193
1972,Togo,194
1972,Tanzania,195
1972,Lower middle income,196
1972,Maldives,197
1972,Nicaragua,198
1972,Low income,199
1972,Myanmar,200
1972,South Asia (IDA & IBRD),201
1972,Nigeria,202
1972,Central African Republic,203
1972,Sub-Saharan Africa,204
1972,Eritrea,205
1972,Liberia,206
1972,Senegal,206
1972,Oman,207
1972,Sub-Saharan Africa (IDA & IBRD countries),208
1972,Burundi,208
1972,Ethiopia,209
1972,Chad,209
1972,Sierra Leone,210
1972,Malawi,210
