Year,Country,Ease_of_Living_Rank
1972,Switzerland,1
1972,Slovenia,3
1972,Euro area,4
1972,Sweden,5
1972,Bulgaria,6
1972,Lithuania,7
1972,Curacao,8
1972,Poland,9
1972,Canada,10
1972,Denmark,11
1972,Israel,12
1972,Greece,13
1972,Puerto Rico,14
1972,Qatar,16
1972,Belarus,17
1972,North America,18
1972,Kuwait,19
1972,Europe & Central Asia (IDA & IBRD countries),21
1972,Cuba,22
1972,Latvia,23
1972,Montenegro,24
1972,Europe & Central Asia,25
1972,Gibraltar,26
1972,Germany,27
1972,Croatia,28
1972,Sint Maarten (Dutch part),29
1972,Belgium,30
1972,New Zealand,31
1972,Hungary,32
1972,Estonia,33
1972,Spain,34
1972,Australia,35
1972,Antigua and Barbuda,36
1972,United Kingdom,37
1972,Cyprus,37
1972,Post-demographic dividend,38
1972,Dominica,39
1972,Japan,40
1972,Bermuda,41
1972,OECD members,42
1972,Grenada,43
1972,Italy,44
1972,Channel Islands,45
1972,Tajikistan,45
1972,Aruba,46
1972,France,47
1972,United States,48
1972,British Virgin Islands,49
1972,Barbados,50
1972,Lebanon,51
1972,"Bahamas, The",52
1972,St. Vincent and the Grenadines,53
1972,European Union,55
1972,Uruguay,56
1972,Singapore,57
1972,Georgia,58
1972,Iceland,59
1972,Netherlands,59
1972,Argentina,60
1972,Austria,61
1972,St. Martin (French part),62
1972,Finland,63
1972,Luxembourg,64
1972,High income,65
1972,Armenia,66
1972,Central Europe and the Baltics,66
1972,Romania,67
1972,Kosovo,68
1972,Ireland,69
1972,Malta,69
1972,North Macedonia,70
1972,Norway,71
1972,Thailand,72
1972,Serbia,73
1972,Ukraine,75
1972,Samoa,76
1972,Brunei Darussalam,77
1972,Suriname,78
1972,Trinidad and Tobago,79
1972,Jamaica,80
1972,Albania,81
1972,Isle of Man,82
1972,Sri Lanka,83
1972,Caribbean small states,84
1972,Bahrain,85
1972,Upper middle income,86
1972,Panama,87
1972,Virgin Islands (U.S.),88
1972,St. Lucia,89
1972,Europe & Central Asia (excluding high income),89
1972,Moldova,90
1972,Guam,91
1972,French Polynesia,92
1972,Costa Rica,93
1972,China,96
1972,Small states,97
1972,Portugal,98
1972,Malaysia,99
1972,Tunisia,100
1972,Colombia,101
1972,Turkmenistan,102
1972,Belize,104
1972,Latin America & the Caribbean (IDA & IBRD countries),105
1972,Philippines,106
1972,Tonga,107
1972,Latin America & Caribbean,108
1972,Latin America & Caribbean (excluding high income),109
1972,Ecuador,110
1972,Mexico,111
1972,Solomon Islands,112
1972,Jordan,113
1972,"Korea, Dem. People's Rep.",114
1972,New Caledonia,115
1972,World,116
1972,Brazil,117
1972,United Arab Emirates,118
1972,Fiji,119
1972,Kyrgyz Republic,120
1972,Uzbekistan,121
1972,Kenya,122
1972,Late-demographic dividend,123
1972,Eswatini,124
1972,South Africa,125
1972,Zimbabwe,125
1972,East Asia & Pacific,126
1972,Low & middle income,126
1972,Chile,127
1972,Libya,128
1972,Lesotho,129
1972,Kiribati,130
1972,Turks and Caicos Islands,131
1972,Cabo Verde,132
1972,Indonesia,133
1972,Paraguay,135
1972,Zambia,136
1972,Dominican Republic,137
1972,Guyana,138
1972,Kazakhstan,139
1972,Iraq,140
1972,Middle income,141
1972,"Micronesia, Fed. Sts.",142
1972,India,143
1972,Vanuatu,143
1972,Middle East & North Africa,144
