Year,Country,Ease_of_Living_Rank
2004,United States,1
2004,Finland,2
2004,Denmark,3
2004,Norway,4
2004,Switzerland,5
2004,Netherlands,6
2004,Sweden,7
2004,Germany,8
2004,Austria,9
2004,Belgium,10
2004,Ireland,11
2004,United Kingdom,12
2004,Australia,13
2004,Canada,14
2004,Japan,15
2004,Iceland,16
2004,Qatar,17
2004,New Zealand,18
2004,United Arab Emirates,19
2004,Singapore,20
2004,France,21
2004,Spain,23
2004,Kuwait,23
2004,Italy,25
2004,Israel,26
2004,Cyprus,27
2004,Greece,29
2004,Bahrain,30
2004,Slovenia,31
2004,Malta,32
2004,Portugal,33
2004,Estonia,35
2004,Hungary,37
2004,Poland,38
2004,Chile,39
2004,Lithuania,40
2004,Saudi Arabia,41
2004,Croatia,42
2004,Malaysia,43
2004,Latvia,44
2004,Mexico,45
2004,Argentina,46
2004,Bulgaria,47
2004,Uruguay,48
2004,Montenegro,49
2004,South Africa,50
2004,Panama,51
2004,Costa Rica,52
2004,Thailand,53
2004,Jordan,54
2004,Romania,55
2004,Lebanon,56
2004,North Macedonia,58
2004,Tunisia,59
2004,Serbia,61
2004,Ukraine,62
2004,Kazakhstan,64
2004,Ecuador,65
2004,Algeria,66
2004,Peru,68
2004,Mongolia,69
2004,Armenia,70
2004,Brazil,71
2004,Belarus,72
2004,Colombia,73
2004,Moldova,74
2004,Georgia,76
2004,Philippines,77
2004,China,78
2004,Azerbaijan,79
2004,Morocco,80
2004,Indonesia,83
2004,India,84
2004,Nicaragua,85
2004,Pakistan,86
2004,Nepal,87
