Year,Country,Economic_Rank
2004,Norway,1
2004,United States,2
2004,Switzerland,3
2004,Sweden,4
2004,Japan,5
2004,Finland,6
2004,Denmark,7
2004,Austria,8
2004,Ireland,9
2004,Iceland,10
2004,Belgium,11
2004,Netherlands,12
2004,Germany,13
2004,United Kingdom,14
2004,France,15
2004,United Arab Emirates,16
2004,Canada,17
2004,Spain,18
2004,Kuwait,19
2004,Qatar,20
2004,Singapore,21
2004,Italy,22
2004,New Zealand,24
2004,Australia,25
2004,Israel,26
2004,Greece,27
2004,Cyprus,28
2004,Bahrain,30
2004,Portugal,31
2004,Malta,32
2004,Slovenia,34
2004,Saudi Arabia,36
2004,Mexico,37
2004,South Africa,38
2004,Ecuador,40
2004,Poland,41
2004,Estonia,42
2004,Montenegro,43
2004,Croatia,44
2004,Peru,45
2004,Argentina,46
2004,Thailand,47
2004,North Macedonia,48
2004,Hungary,49
2004,Algeria,50
2004,Panama,51
2004,Chile,53
2004,Malaysia,54
2004,Lithuania,55
2004,Tunisia,56
2004,Morocco,57
2004,Latvia,58
2004,Lebanon,58
2004,Costa Rica,60
2004,Philippines,61
2004,Serbia,62
2004,Ukraine,63
2004,Bulgaria,64
2004,Brazil,65
2004,Colombia,66
2004,Romania,67
2004,Jordan,68
2004,Pakistan,69
2004,Uruguay,70
2004,Belarus,72
2004,Mongolia,74
2004,Nepal,75
2004,India,76
2004,Armenia,77
2004,Kazakhstan,79
2004,China,80
2004,Azerbaijan,82
2004,Georgia,83
2004,Nicaragua,84
2004,Indonesia,85
2004,Moldova,87
