Year,Country,Institutional_Rank
2004,Denmark,1
2004,Finland,2
2004,New Zealand,3
2004,Sweden,4
2004,Iceland,5
2004,Switzerland,6
2004,Norway,7
2004,Netherlands,8
2004,Australia,9
2004,Singapore,10
2004,Austria,11
2004,Canada,12
2004,United Kingdom,13
2004,Germany,15
2004,United States,16
2004,Ireland,17
2004,Belgium,18
2004,France,19
2004,Japan,21
2004,Spain,22
2004,Chile,23
2004,Portugal,24
2004,Malta,25
2004,Cyprus,26
2004,Estonia,27
2004,Slovenia,28
2004,Israel,29
2004,Hungary,29
2004,Greece,30
2004,Lithuania,33
2004,Italy,35
2004,United Arab Emirates,36
2004,Latvia,37
2004,Malaysia,37
2004,Bahrain,38
2004,Uruguay,39
2004,Poland,40
2004,Costa Rica,41
2004,Kuwait,42
2004,Qatar,43
2004,South Africa,44
2004,Croatia,45
2004,Jordan,46
2004,Bulgaria,47
2004,Tunisia,48
2004,Thailand,49
2004,Panama,51
2004,Montenegro,52
2004,Mongolia,53
2004,Romania,54
2004,Mexico,55
2004,Brazil,56
2004,Morocco,57
2004,India,58
2004,Saudi Arabia,59
2004,North Macedonia,60
2004,Lebanon,61
2004,Armenia,63
2004,Colombia,65
2004,Argentina,66
2004,Peru,67
2004,China,68
2004,Serbia,69
2004,Philippines,70
2004,Georgia,71
2004,Nicaragua,73
2004,Algeria,74
2004,Moldova,74
2004,Ukraine,76
2004,Indonesia,77
2004,Ecuador,78
2004,Nepal,80
2004,Kazakhstan,81
2004,Azerbaijan,82
2004,Pakistan,83
2004,Belarus,84
