Year,Country,Quality_of_Life_Rank
2004,Norway,1
2004,Germany,3
2004,Australia,4
2004,Denmark,5
2004,New Zealand,6
2004,Finland,7
2004,Switzerland,8
2004,Canada,9
2004,Sweden,10
2004,Belgium,11
2004,United States,12
2004,Netherlands,13
2004,Iceland,14
2004,United Kingdom,15
2004,Japan,16
2004,Austria,17
2004,Ireland,18
2004,Italy,20
2004,Slovenia,21
2004,France,22
2004,Israel,22
2004,Singapore,24
2004,Spain,25
2004,Greece,26
2004,Cyprus,28
2004,Estonia,29
2004,Malta,30
2004,Qatar,31
2004,United Arab Emirates,32
2004,Poland,33
2004,Lithuania,34
2004,Portugal,35
2004,Bahrain,36
2004,Hungary,37
2004,Latvia,38
2004,Argentina,39
2004,Kuwait,40
2004,Croatia,41
2004,Chile,43
2004,Uruguay,44
2004,Saudi Arabia,45
2004,Montenegro,46
2004,Bulgaria,48
2004,Belarus,49
2004,Panama,49
2004,Romania,50
2004,Ukraine,51
2004,Lebanon,52
2004,Malaysia,53
2004,Costa Rica,54
2004,Kazakhstan,55
2004,Mexico,56
2004,Georgia,57
2004,Serbia,58
2004,Ecuador,60
2004,Jordan,61
2004,Thailand,62
2004,North Macedonia,63
2004,Armenia,65
2004,Brazil,66
2004,Peru,68
2004,Tunisia,69
2004,Moldova,70
2004,Colombia,71
2004,Algeria,72
2004,Azerbaijan,73
2004,Philippines,74
2004,Mongolia,75
2004,South Africa,77
2004,China,78
2004,Indonesia,80
2004,Nicaragua,81
2004,Morocco,82
2004,India,83
2004,Nepal,84
2004,Pakistan,85
