Year,Country,Institutional_Rank
2012,Finland,1
2012,Sweden,2
2012,Denmark,3
2012,New Zealand,4
2012,Norway,5
2012,Singapore,6
2012,Switzerland,7
2012,Netherlands,8
2012,Canada,9
2012,Australia,10
2012,Austria,12
2012,United Kingdom,13
2012,Germany,14
2012,Iceland,15
2012,Ireland,16
2012,Belgium,17
2012,United States,18
2012,Japan,19
2012,France,20
2012,Chile,21
2012,Malta,22
2012,Cyprus,23
2012,Estonia,24
2012,Spain,25
2012,Portugal,26
2012,Israel,27
2012,Slovenia,28
2012,Qatar,29
2012,Poland,32
2012,Lithuania,33
2012,United Arab Emirates,34
2012,Uruguay,36
2012,Latvia,37
2012,Hungary,38
2012,Costa Rica,40
2012,Italy,41
2012,Malaysia,42
2012,Croatia,43
2012,Georgia,44
2012,Bahrain,45
2012,Greece,46
2012,South Africa,48
2012,Jordan,49
2012,Kuwait,50
2012,Montenegro,51
2012,Bulgaria,52
2012,Romania,53
2012,Panama,54
2012,Brazil,55
2012,Saudi Arabia,56
2012,North Macedonia,57
2012,Tunisia,58
2012,Thailand,59
2012,Mexico,60
2012,Colombia,61
2012,Serbia,62
2012,Armenia,63
2012,India,64
2012,Philippines,66
2012,Peru,67
2012,Morocco,68
2012,Moldova,69
2012,Mongolia,70
2012,China,71
2012,Argentina,72
2012,Indonesia,73
2012,Lebanon,75
2012,Kazakhstan,77
2012,Nicaragua,78
2012,Ukraine,79
2012,Ecuador,80
2012,Algeria,82
2012,Nepal,83
2012,Belarus,84
2012,Azerbaijan,85
2012,Pakistan,87
