Year,Country,Economic_Rank
2012,Norway,1
2012,Switzerland,2
2012,Japan,3
2012,Australia,4
2012,Bahrain,5
2012,Denmark,6
2012,Ireland,7
2012,Saudi Arabia,8
2012,Iceland,9
2012,Belgium,10
2012,Singapore,11
2012,New Zealand,12
2012,Canada,13
2012,Sweden,14
2012,United Kingdom,15
2012,Finland,16
2012,Qatar,17
2012,Netherlands,18
2012,France,19
2012,Austria,20
2012,Kuwait,22
2012,Israel,23
2012,Italy,24
2012,United States,25
2012,Germany,26
2012,United Arab Emirates,27
2012,Cyprus,28
2012,Greece,29
2012,Malta,30
2012,Uruguay,31
2012,Spain,32
2012,Brazil,33
2012,Slovenia,36
2012,Lebanon,37
2012,South Africa,38
2012,Costa Rica,39
2012,Morocco,40
2012,Portugal,40
2012,Azerbaijan,41
2012,Kazakhstan,42
2012,Chile,43
2012,Croatia,44
2012,Estonia,45
2012,Latvia,46
2012,Argentina,48
2012,Lithuania,51
2012,Jordan,53
2012,Montenegro,54
2012,Colombia,55
2012,Malaysia,57
2012,Thailand,58
2012,Mongolia,59
2012,Hungary,60
2012,Panama,61
2012,Mexico,62
2012,Armenia,62
2012,Indonesia,63
2012,China,64
2012,Peru,65
2012,Tunisia,66
2012,Georgia,67
2012,Ecuador,68
2012,Poland,69
2012,Bulgaria,70
2012,Nicaragua,71
2012,Ukraine,74
2012,Romania,76
2012,Serbia,78
2012,Moldova,79
2012,Philippines,80
2012,Belarus,81
2012,Algeria,82
2012,Nepal,83
2012,North Macedonia,84
2012,India,85
2012,Pakistan,86
