Year,Country,Quality_of_Life_Rank
1994,United States,1
1994,Netherlands,2
1994,Norway,3
1994,Australia,4
1994,Canada,5
1994,Switzerland,6
1994,Japan,7
1994,Belgium,8
1994,Germany,9
1994,Sweden,11
1994,Denmark,12
1994,New Zealand,13
1994,Austria,14
1994,Finland,15
1994,Iceland,16
1994,United Kingdom,17
1994,France,18
1994,Israel,20
1994,Italy,21
1994,Spain,22
1994,Greece,23
1994,Ireland,25
1994,Singapore,26
1994,Qatar,27
1994,Cyprus,28
1994,Bahrain,29
1994,Portugal,31
1994,United Arab Emirates,32
1994,Malta,33
1994,Slovenia,34
1994,Argentina,35
1994,Poland,36
1994,Kuwait,37
1994,Hungary,38
1994,Croatia,39
1994,Chile,40
1994,Uruguay,41
1994,Estonia,42
1994,Saudi Arabia,44
1994,Belarus,45
1994,Georgia,47
1994,Lithuania,48
1994,Bulgaria,49
1994,Ukraine,50
1994,Latvia,51
1994,Panama,52
1994,Costa Rica,53
1994,Romania,54
1994,Serbia,55
1994,Lebanon,56
1994,Mexico,57
1994,Malaysia,58
1994,Montenegro,59
1994,North Macedonia,60
1994,Ecuador,61
1994,Kazakhstan,63
1994,South Africa,64
1994,Jordan,65
1994,Colombia,66
1994,Peru,68
1994,Brazil,69
1994,Azerbaijan,70
1994,Armenia,71
1994,Moldova,73
1994,Thailand,74
1994,Philippines,75
1994,Tunisia,76
1994,Algeria,77
1994,Indonesia,80
1994,Mongolia,81
1994,China,83
1994,Nicaragua,84
1994,Morocco,85
1994,India,86
1994,Nepal,87
1994,Pakistan,88
