Year,Country,Economic_Rank
1994,Japan,1
1994,Switzerland,2
1994,Austria,3
1994,Iceland,4
1994,United Arab Emirates,5
1994,Germany,6
1994,United States,7
1994,Spain,8
1994,France,9
1994,Norway,10
1994,Belgium,11
1994,Denmark,12
1994,Netherlands,13
1994,Sweden,14
1994,Ireland,15
1994,Finland,16
1994,Italy,17
1994,Australia,18
1994,United Kingdom,19
1994,Malta,20
1994,New Zealand,21
1994,Canada,22
1994,Qatar,23
1994,Kuwait,24
1994,Latvia,25
1994,Bahrain,26
1994,Saudi Arabia,27
1994,Israel,28
1994,Portugal,29
1994,Cyprus,30
1994,Belarus,31
1994,Singapore,33
1994,Greece,34
1994,Lithuania,36
1994,Panama,38
1994,Montenegro,39
1994,Slovenia,39
1994,Malaysia,41
1994,Ukraine,42
1994,Peru,43
1994,North Macedonia,44
1994,Moldova,45
1994,Azerbaijan,46
1994,Uruguay,47
1994,Thailand,48
1994,Brazil,49
1994,Kazakhstan,50
1994,Hungary,51
1994,Georgia,52
1994,Argentina,53
1994,Mexico,54
1994,Croatia,55
1994,Costa Rica,56
1994,Ecuador,57
1994,South Africa,60
1994,Serbia,61
1994,Chile,62
1994,Tunisia,63
1994,Poland,64
1994,Estonia,65
1994,Jordan,68
1994,Philippines,69
1994,Pakistan,70
1994,Nicaragua,71
1994,Morocco,72
1994,Lebanon,73
1994,Nepal,74
1994,Bulgaria,75
1994,China,77
1994,Indonesia,78
1994,Colombia,79
1994,Armenia,80
1994,Algeria,82
1994,Romania,83
1994,India,85
1994,Mongolia,87
