Year,Country,Institutional_Rank
1994,Switzerland,1
1994,New Zealand,2
1994,Austria,3
1994,Denmark,4
1994,United Kingdom,5
1994,Australia,6
1994,United States,7
1994,France,8
1994,Finland,9
1994,Norway,10
1994,Germany,11
1994,Iceland,12
1994,Israel,13
1994,Sweden,14
1994,Netherlands,15
1994,Portugal,16
1994,Hungary,17
1994,Singapore,18
1994,Canada,19
1994,Slovenia,20
1994,Lithuania,21
1994,Uruguay,22
1994,Italy,23
1994,Japan,24
1994,Belgium,28
1994,Ireland,29
1994,Cyprus,30
1994,Greece,31
1994,Chile,33
1994,Poland,34
1994,Mongolia,35
1994,Jordan,36
1994,Costa Rica,37
1994,India,38
1994,Malta,39
1994,Bahrain,40
1994,Spain,41
1994,Panama,42
1994,Malaysia,43
1994,United Arab Emirates,44
1994,Argentina,45
1994,Kuwait,46
1994,Bulgaria,47
1994,Qatar,47
1994,Nicaragua,48
1994,Romania,49
1994,Brazil,50
1994,Thailand,51
1994,Mexico,52
1994,Morocco,53
1994,Moldova,53
1994,Estonia,53
1994,Latvia,53
1994,Lebanon,54
1994,China,57
1994,Tunisia,58
1994,Nepal,59
1994,Philippines,61
1994,South Africa,62
1994,Montenegro,63
1994,Saudi Arabia,64
1994,Belarus,65
1994,North Macedonia,66
1994,Croatia,68
1994,Ecuador,69
1994,Peru,70
1994,Armenia,71
1994,Colombia,72
1994,Azerbaijan,73
1994,Indonesia,74
1994,Pakistan,76
1994,Kazakhstan,78
1994,Ukraine,80
1994,Algeria,81
1994,Serbia,82
1994,Georgia,84
