Year,Country,Quality_of_Life_Rank
1987,Sweden,1
1987,Spain,2
1987,Japan,3
1987,Netherlands,4
1987,Iceland,5
1987,Switzerland,6
1987,Norway,7
1987,Belgium,8
1987,Faroe Islands,9
1987,Euro area,9
1987,Australia,10
1987,France,11
1987,European Union,12
1987,Finland,13
1987,United States,14
1987,Austria,15
1987,Germany,16
1987,Gibraltar,17
1987,Canada,18
1987,Channel Islands,19
1987,Israel,20
1987,Singapore,21
1987,Post-demographic dividend,22
1987,Puerto Rico,24
1987,Cuba,25
1987,Bermuda,25
1987,British Virgin Islands,26
1987,United Kingdom,27
1987,Denmark,27
1987,Qatar,28
1987,High income,29
1987,Aruba,30
1987,Barbados,31
1987,Italy,33
1987,Ukraine,34
1987,Ireland,36
1987,Latvia,37
1987,North America,38
1987,Lithuania,39
1987,Uruguay,40
1987,Malta,41
1987,Europe & Central Asia,42
1987,Sint Maarten (Dutch part),43
1987,Bahrain,44
1987,Hungary,45
1987,Poland,46
1987,Portugal,47
1987,Slovenia,48
1987,New Zealand,49
1987,Belarus,50
1987,Cyprus,50
1987,Bulgaria,51
1987,Kuwait,52
1987,Luxembourg,52
1987,Greece,53
1987,Estonia,54
1987,French Polynesia,55
1987,Romania,55
1987,Georgia,56
1987,Curacao,57
1987,Chile,58
1987,Central Europe and the Baltics,59
1987,Moldova,60
1987,St. Martin (French part),61
1987,OECD members,62
1987,Panama,63
1987,Uzbekistan,64
1987,Costa Rica,65
1987,Montenegro,66
1987,Argentina,67
1987,Antigua and Barbuda,68
1987,North Macedonia,69
1987,Tajikistan,70
1987,Serbia,71
1987,Kazakhstan,72
1987,St. Vincent and the Grenadines,73
1987,Guam,75
1987,Croatia,75
1987,Brunei Darussalam,76
1987,Trinidad and Tobago,77
1987,Dominica,79
1987,United Arab Emirates,80
1987,Turkmenistan,81
1987,Azerbaijan,81
1987,New Caledonia,82
1987,Sri Lanka,83
1987,"Bahamas, The",84
1987,Kosovo,85
1987,Jamaica,86
1987,Europe & Central Asia (excluding high income),87
1987,Albania,88
1987,St. Lucia,89
1987,East Asia & Pacific (excluding high income),90
1987,Caribbean small states,90
1987,Grenada,91
1987,Malaysia,92
1987,Brazil,93
1987,Isle of Man,94
1987,Jordan,95
1987,Late-demographic dividend,95
1987,China,96
1987,East Asia & Pacific,97
1987,Colombia,98
1987,Europe & Central Asia (IDA & IBRD countries),99
1987,Dominican Republic,100
1987,Belize,101
1987,East Asia & Pacific (IDA & IBRD countries),102
1987,Ecuador,102
1987,Turks and Caicos Islands,103
1987,Suriname,103
1987,Saudi Arabia,104
1987,Botswana,105
1987,Virgin Islands (U.S.),107
1987,Thailand,108
1987,Armenia,109
1987,Libya,110
1987,Paraguay,111
1987,Small states,111
1987,"Korea, Dem. People's Rep.",112
1987,Samoa,113
1987,Tunisia,114
1987,St. Kitts and Nevis,116
1987,Philippines,116
1987,Tonga,117
1987,Latin America & the Caribbean (IDA & IBRD countries),118
1987,South Africa,118
1987,"Micronesia, Fed. Sts.",118
1987,Latin America & Caribbean,119
1987,Pacific island small states,120
1987,Seychelles,121
1987,Latin America & Caribbean (excluding high income),122
1987,Upper middle income,123
1987,Other small states,124
1987,Oman,125
1987,Mauritius,126
1987,Mexico,127
1987,Algeria,128
1987,Cabo Verde,129
1987,Fiji,129
1987,Middle East & North Africa,130
1987,Greenland,131
1987,Vanuatu,132
1987,Honduras,133
1987,World,134
1987,Tuvalu,135
1987,IBRD only,136
1987,Middle East & North Africa (excluding high income),137
1987,Indonesia,138
1987,Kyrgyz Republic,139
1987,Guyana,140
1987,Peru,141
1987,Solomon Islands,142
1987,IDA & IBRD total,143
1987,Middle East & North Africa (IDA & IBRD countries),145
1987,Gabon,146
1987,Guatemala,148
1987,Togo,149
1987,Middle income,150
1987,Eswatini,151
1987,Zimbabwe,152
1987,Marshall Islands,153
1987,El Salvador,154
1987,Lebanon,155
1987,Early-demographic dividend,156
1987,Low & middle income,157
1987,Maldives,158
1987,Arab World,159
1987,Nauru,160
1987,Iraq,161
1987,Kiribati,162
1987,Lesotho,163
1987,Mauritania,164
1987,"Congo, Rep.",165
1987,Sao Tome and Principe,166
1987,IDA total,167
1987,IDA blend,169
1987,Equatorial Guinea,170
1987,"Yemen, Rep.",171
1987,Morocco,172
1987,Bolivia,173
1987,Kenya,174
1987,Zambia,175
1987,Cambodia,176
1987,Lower middle income,177
1987,Namibia,177
1987,Guinea-Bissau,178
1987,Cameroon,179
1987,Fragile and conflict affected situations,180
1987,Nicaragua,181
1987,Guinea,181
1987,Senegal,182
1987,Haiti,183
1987,Burkina Faso,184
1987,Ethiopia,185
1987,Benin,186
1987,India,187
1987,Bhutan,188
1987,South Asia,189
1987,Central African Republic,190
1987,IDA only,191
1987,Pakistan,192
1987,Comoros,193
1987,Bangladesh,194
1987,Heavily indebted poor countries (HIPC),195
1987,Nigeria,196
1987,South Asia (IDA & IBRD),197
1987,Chad,198
1987,Lao PDR,199
1987,Djibouti,200
1987,Papua New Guinea,201
1987,Mongolia,201
1987,Ghana,202
1987,"Gambia, The",203
1987,Myanmar,204
1987,Tanzania,205
1987,Uganda,206
1987,Madagascar,207
1987,Nepal,208
1987,Timor-Leste,209
1987,"Congo, Dem. Rep.",210
1987,Eritrea,210
1987,Liberia,211
1987,Rwanda,212
1987,Least developed countries: UN classification,213
1987,Afghanistan,214
1987,Low income,215
1987,Somalia,216
1987,Sub-Saharan Africa (excluding high income),217
1987,Burundi,218
1987,Pre-demographic dividend,218
