Year,Country,Sustainability_Rank
1987,France,1
1987,Canada,2
1987,Belgium,3
1987,Finland,4
1987,United States,5
1987,Australia,6
1987,Austria,7
1987,New Zealand,8
1987,Euro area,9
1987,Faroe Islands,9
1987,Kuwait,10
1987,United Kingdom,11
1987,Post-demographic dividend,12
1987,Channel Islands,14
1987,European Union,15
1987,Switzerland,16
1987,Gibraltar,17
1987,Qatar,18
1987,Estonia,19
1987,Argentina,20
1987,Germany,21
1987,Georgia,22
1987,Ireland,23
1987,Slovenia,24
1987,Ukraine,25
1987,Costa Rica,26
1987,Bahrain,27
1987,Iceland,28
1987,Sweden,29
1987,British Virgin Islands,30
1987,Saudi Arabia,31
1987,Spain,32
1987,Bermuda,33
1987,Cuba,33
1987,Sint Maarten (Dutch part),34
1987,Puerto Rico,35
1987,Romania,36
1987,High income,37
1987,Hungary,38
1987,Luxembourg,39
1987,Norway,40
1987,Barbados,41
1987,Europe & Central Asia,42
1987,Singapore,43
1987,Chile,44
1987,Belarus,45
1987,Uzbekistan,46
1987,Aruba,47
1987,Kazakhstan,48
1987,St. Martin (French part),50
1987,Moldova,51
1987,OECD members,52
1987,Japan,53
1987,Malaysia,54
1987,Denmark,55
1987,Curacao,56
1987,Greece,57
1987,Central Europe and the Baltics,58
1987,Europe & Central Asia (IDA & IBRD countries),59
1987,Kosovo,60
1987,Jordan,62
1987,East Asia & Pacific,63
1987,Malta,64
1987,French Polynesia,65
1987,Sri Lanka,66
1987,Bulgaria,67
1987,Antigua and Barbuda,68
1987,St. Vincent and the Grenadines,70
1987,Azerbaijan,72
1987,Cyprus,73
1987,North America,74
1987,Italy,75
1987,Latvia,76
1987,Serbia,77
1987,Netherlands,79
1987,Dominican Republic,80
1987,Belize,81
1987,St. Lucia,82
1987,Late-demographic dividend,83
1987,China,84
1987,Jamaica,85
1987,North Macedonia,86
1987,Turkmenistan,87
1987,East Asia & Pacific (IDA & IBRD countries),88
1987,Dominica,89
1987,East Asia & Pacific (excluding high income),90
