Year,Country,Ease_of_Living_Rank
1987,Switzerland,1
1987,Sweden,2
1987,Norway,3
1987,Spain,4
1987,Japan,5
1987,Belgium,6
1987,France,7
1987,Finland,8
1987,Netherlands,9
1987,Australia,10
1987,United States,11
1987,Canada,12
1987,Austria,13
1987,Iceland,14
1987,Faroe Islands,15
1987,Euro area,16
1987,Germany,17
1987,European Union,18
1987,New Zealand,19
1987,United Kingdom,20
1987,Qatar,21
1987,Puerto Rico,22
1987,Bermuda,23
1987,Italy,24
1987,Denmark,25
1987,Greece,26
1987,Ireland,27
1987,Gibraltar,28
1987,Latvia,30
1987,OECD members,31
1987,Singapore,31
1987,Estonia,32
1987,Cuba,33
1987,Kuwait,34
1987,High income,35
1987,Lithuania,35
1987,British Virgin Islands,36
1987,Cyprus,37
1987,Post-demographic dividend,38
1987,French Polynesia,39
1987,Bahrain,40
1987,Slovenia,41
1987,Dominican Republic,42
1987,Europe & Central Asia,43
1987,Channel Islands,44
1987,Sint Maarten (Dutch part),45
1987,Israel,46
1987,Ukraine,48
1987,Belize,49
1987,St. Martin (French part),50
1987,Late-demographic dividend,51
1987,Curacao,52
1987,North America,53
1987,Suriname,53
1987,Malta,54
1987,Barbados,55
1987,Europe & Central Asia (IDA & IBRD countries),55
1987,Poland,56
1987,Aruba,56
1987,Dominica,57
1987,Bulgaria,57
1987,Isle of Man,59
1987,Sri Lanka,60
1987,Panama,61
1987,St. Vincent and the Grenadines,62
1987,Kosovo,63
1987,Europe & Central Asia (excluding high income),64
1987,Jamaica,65
1987,Caribbean small states,66
1987,Belarus,67
1987,New Caledonia,68
1987,Montenegro,69
1987,Luxembourg,70
1987,Jordan,71
1987,Chile,72
1987,Saudi Arabia,73
1987,Kazakhstan,74
1987,Tajikistan,75
1987,United Arab Emirates,76
1987,Guam,78
1987,Uzbekistan,79
1987,St. Lucia,80
1987,Moldova,80
1987,Brazil,82
1987,Oman,82
1987,Central Europe and the Baltics,83
1987,Brunei Darussalam,84
1987,Serbia,84
1987,Grenada,85
1987,"Korea, Dem. People's Rep.",86
1987,"Bahamas, The",87
1987,Argentina,88
1987,North Macedonia,89
1987,Small states,89
1987,Libya,90
1987,Upper middle income,91
1987,Fiji,92
1987,Costa Rica,93
1987,Azerbaijan,94
1987,Georgia,95
1987,Croatia,96
1987,Botswana,97
1987,Romania,98
1987,Armenia,99
1987,Hungary,100
1987,East Asia & Pacific,101
1987,St. Kitts and Nevis,102
1987,Antigua and Barbuda,103
1987,Latin America & Caribbean,104
1987,Portugal,105
1987,East Asia & Pacific (IDA & IBRD countries),106
1987,Malaysia,107
1987,Latin America & the Caribbean (IDA & IBRD countries),109
1987,Trinidad and Tobago,110
1987,Latin America & Caribbean (excluding high income),111
1987,Samoa,112
1987,Turkmenistan,113
1987,Turks and Caicos Islands,114
1987,China,115
1987,Uruguay,116
1987,Virgin Islands (U.S.),117
1987,Albania,118
1987,Seychelles,119
1987,Paraguay,120
