Year,Country,Economic_Rank
1987,Switzerland,1
1987,Oman,2
1987,OECD members,2
1987,Norway,3
1987,Sub-Saharan Africa (excluding high income),4
1987,Suriname,4
1987,Sudan,4
1987,Sub-Saharan Africa,4
1987,Sub-Saharan Africa (IDA & IBRD countries),4
1987,Italy,5
1987,United Arab Emirates,6
1987,Finland,7
1987,Denmark,8
1987,Early-demographic dividend,9
1987,Djibouti,9
1987,Dominican Republic,9
1987,Dominica,9
1987,Sweden,10
1987,New Zealand,11
1987,Australia,13
1987,Jamaica,14
1987,Fragile and conflict affected situations,15
1987,Fiji,15
1987,Faroe Islands,15
1987,European Union,15
1987,Europe & Central Asia (excluding high income),16
1987,United States,17
1987,Canada,18
1987,Upper middle income,19
1987,Japan,20
1987,Central African Republic,21
1987,Cameroon,21
1987,Cambodia,21
1987,Caribbean small states,21
1987,United Kingdom,22
1987,IDA only,23
1987,IDA total,23
1987,Puerto Rico,24
1987,Austria,25
1987,Qatar,26
1987,Benin,27
1987,Belize,27
1987,Bermuda,27
1987,France,28
1987,French Polynesia,29
1987,Netherlands,30
1987,Iceland,31
1987,Germany,32
1987,Ghana,33
1987,Spain,34
1987,Belgium,35
1987,New Caledonia,36
1987,Kuwait,37
1987,Bangladesh,38
1987,"Korea, Dem. People's Rep.",39
1987,Lao PDR,39
1987,Kyrgyz Republic,39
1987,Kosovo,39
1987,Late-demographic dividend,39
1987,Bahrain,40
1987,St. Lucia,41
1987,Sri Lanka,41
1987,St. Vincent and the Grenadines,41
1987,St. Kitts and Nevis,41
1987,St. Martin (French part),41
1987,Estonia,42
1987,Ethiopia,43
1987,Eritrea,43
1987,Eswatini,43
1987,Euro area,43
1987,Europe & Central Asia,43
1987,Europe & Central Asia (IDA & IBRD countries),43
1987,Isle of Man,44
1987,Ireland,46
1987,Small states,47
1987,Solomon Islands,47
1987,Least developed countries: UN classification,48
1987,Latvia,48
1987,Latin America & Caribbean,48
1987,Latin America & Caribbean (excluding high income),48
1987,Latin America & the Caribbean (IDA & IBRD countries),48
1987,Slovenia,49
1987,Singapore,51
1987,Heavily indebted poor countries (HIPC),52
1987,Haiti,52
1987,Honduras,52
1987,Guyana,52
1987,High income,52
1987,Libya,53
1987,Low & middle income,53
1987,Lithuania,54
1987,Low income,56
1987,Lower middle income,56
1987,Lebanon,57
1987,Sint Maarten (Dutch part),58
1987,Sierra Leone,59
1987,Greece,60
1987,Lesotho,61
1987,Liberia,62
1987,Cyprus,63
1987,Cuba,64
1987,Curacao,65
1987,Panama,66
1987,Papua New Guinea,67
1987,Croatia,68
1987,Poland,69
1987,Grenada,70
1987,Gibraltar,70
1987,Guatemala,70
1987,Guam,70
1987,Greenland,70
1987,Guinea-Bissau,71
1987,Guinea,71
1987,Senegal,72
1987,Sao Tome and Principe,73
1987,Montenegro,74
1987,Saudi Arabia,75
1987,Bulgaria,76
1987,Mali,77
1987,Marshall Islands,77
1987,Malta,78
1987,Tajikistan,81
1987,South Asia (IDA & IBRD),83
1987,South Sudan,83
1987,Cabo Verde,84
1987,Burkina Faso,84
1987,Brunei Darussalam,84
1987,Burundi,84
1987,Israel,85
1987,Rwanda,86
1987,Samoa,86
1987,Jordan,87
1987,British Virgin Islands,88
1987,Brazil,89
1987,Bhutan,90
1987,Seychelles,91
1987,Bolivia,92
1987,Botswana,92
1987,North America,94
1987,Serbia,95
1987,North Macedonia,96
1987,Kenya,97
1987,Kiribati,97
1987,"Bahamas, The",98
1987,Azerbaijan,98
1987,Kazakhstan,99
1987,Belarus,100
1987,Barbados,100
1987,Armenia,101
1987,Aruba,102
1987,Maldives,103
1987,Malawi,103
1987,Luxembourg,103
1987,Madagascar,103
1987,Malaysia,104
1987,Morocco,105
1987,Mauritania,106
1987,Mauritius,106
1987,Middle East & North Africa,107
1987,"Micronesia, Fed. Sts.",107
1987,Middle East & North Africa (IDA & IBRD countries),107
1987,Iraq,108
1987,Mozambique,109
1987,Myanmar,109
1987,Mexico,110
1987,Peru,111
1987,Chile,112
1987,Pakistan,113
1987,Ukraine,114
1987,Middle East & North Africa (excluding high income),115
1987,Middle income,115
1987,Moldova,116
1987,Tuvalu,117
1987,Uganda,117
1987,Paraguay,118
1987,Algeria,119
1987,Pacific island small states,120
1987,Other small states,120
1987,Tanzania,121
1987,Timor-Leste,121
1987,Togo,121
1987,Niger,122
1987,Nigeria,122
1987,Indonesia,123
1987,Post-demographic dividend,124
1987,Pre-demographic dividend,124
1987,Channel Islands,125
1987,Central Europe and the Baltics,125
1987,Chad,125
1987,Gabon,126
1987,"Gambia, The",126
1987,South Asia,127
1987,Somalia,127
1987,Afghanistan,128
1987,Africa Eastern and Southern,128
1987,Africa Western and Central,128
1987,Albania,128
1987,Angola,128
1987,Philippines,129
1987,Portugal,130
1987,Thailand,131
1987,Arab World,132
1987,Antigua and Barbuda,132
1987,China,133
1987,India,134
1987,IDA blend,135
1987,IBRD only,137
1987,IDA & IBRD total,137
1987,Trinidad and Tobago,138
1987,Tonga,138
1987,South Africa,139
1987,Nauru,140
1987,Namibia,140
1987,Tunisia,141
1987,Uzbekistan,142
1987,Vanuatu,142
1987,Virgin Islands (U.S.),144
1987,Zambia,144
1987,Zimbabwe,144
1987,"Yemen, Rep.",144
1987,World,144
1987,Argentina,145
1987,Nicaragua,146
1987,Uruguay,147
1987,Nepal,148
1987,Turks and Caicos Islands,150
1987,Turkmenistan,150
1987,Hungary,151
1987,Georgia,152
1987,Equatorial Guinea,153
1987,El Salvador,153
1987,"Congo, Rep.",154
1987,Costa Rica,156
1987,Romania,157
1987,"Congo, Dem. Rep.",158
1987,Comoros,158
1987,Colombia,159
1987,Mongolia,160
1987,East Asia & Pacific (IDA & IBRD countries),161
1987,East Asia & Pacific,161
1987,East Asia & Pacific (excluding high income),161
1987,Ecuador,162
