Year,Country,Quality_of_Life_Rank
2000,Norway,1
2000,Sweden,2
2000,Australia,4
2000,Netherlands,5
2000,Finland,6
2000,United States,7
2000,Canada,8
2000,Denmark,9
2000,Germany,10
2000,Switzerland,11
2000,Belgium,12
2000,New Zealand,13
2000,Japan,14
2000,Iceland,15
2000,Austria,16
2000,United Kingdom,17
2000,Ireland,19
2000,Israel,20
2000,France,21
2000,Italy,22
2000,Singapore,23
2000,Spain,24
2000,Slovenia,26
2000,Greece,27
2000,Qatar,29
2000,Bahrain,30
2000,Cyprus,31
2000,United Arab Emirates,32
2000,Poland,33
2000,Portugal,34
2000,Estonia,35
2000,Kuwait,36
2000,Malta,37
2000,Argentina,38
2000,Hungary,39
2000,Lithuania,40
2000,Chile,42
2000,Croatia,43
2000,Latvia,44
2000,Uruguay,45
2000,Montenegro,46
2000,Saudi Arabia,47
2000,Bulgaria,49
2000,Malaysia,50
2000,Panama,51
2000,Romania,52
2000,Belarus,53
2000,Costa Rica,54
2000,Mexico,55
2000,Lebanon,56
2000,Georgia,57
2000,Ukraine,58
2000,Serbia,59
2000,Ecuador,60
2000,Kazakhstan,62
2000,Brazil,63
2000,Jordan,64
2000,North Macedonia,65
2000,Peru,65
2000,Colombia,68
2000,Armenia,69
2000,Tunisia,70
2000,Thailand,71
2000,Algeria,72
2000,Moldova,73
2000,Philippines,74
2000,South Africa,76
2000,Azerbaijan,77
2000,Mongolia,78
2000,Indonesia,79
2000,China,82
2000,Nicaragua,83
2000,Morocco,84
2000,India,85
2000,Nepal,86
2000,Pakistan,87
