Year,Country,Economic_Rank
2000,Switzerland,1
2000,Japan,2
2000,Norway,3
2000,United States,4
2000,Qatar,5
2000,Denmark,7
2000,United Kingdom,8
2000,Netherlands,9
2000,Sweden,10
2000,United Arab Emirates,11
2000,France,12
2000,Ireland,13
2000,Iceland,14
2000,Finland,15
2000,Canada,16
2000,Singapore,17
2000,Germany,18
2000,Spain,19
2000,Australia,20
2000,Kuwait,21
2000,Belgium,22
2000,Bahrain,23
2000,Israel,24
2000,Italy,25
2000,Austria,26
2000,Greece,27
2000,New Zealand,29
2000,Argentina,30
2000,Saudi Arabia,31
2000,Uruguay,32
2000,Malta,33
2000,Cyprus,34
2000,Panama,37
2000,Portugal,38
2000,Croatia,39
2000,Slovenia,40
2000,Malaysia,41
2000,Estonia,43
2000,Lithuania,44
2000,Latvia,45
2000,South Africa,46
2000,Thailand,47
2000,Mexico,48
2000,North Macedonia,49
2000,Chile,50
2000,Peru,51
2000,Colombia,51
2000,Pakistan,52
2000,Lebanon,53
2000,Algeria,53
2000,Belarus,54
2000,Tunisia,55
2000,Poland,57
2000,Montenegro,59
2000,Armenia,62
2000,Brazil,63
2000,China,63
2000,Hungary,64
2000,Nepal,65
2000,Morocco,66
2000,Philippines,67
2000,Costa Rica,69
2000,Jordan,69
2000,Azerbaijan,70
2000,Bulgaria,71
2000,Georgia,72
2000,India,73
2000,Indonesia,74
2000,Serbia,75
2000,Kazakhstan,77
2000,Nicaragua,78
2000,Moldova,79
2000,Mongolia,80
2000,Ukraine,81
2000,Romania,82
2000,Ecuador,83
