Year,Country,Sustainability_Rank
2000,Qatar,1
2000,United Arab Emirates,2
2000,Kuwait,3
2000,Bahrain,4
2000,United States,5
2000,Australia,6
2000,Canada,7
2000,Saudi Arabia,8
2000,Belgium,9
2000,Ireland,11
2000,Singapore,12
2000,Netherlands,14
2000,Germany,16
2000,United Kingdom,17
2000,Japan,18
2000,Israel,19
2000,Kazakhstan,22
2000,Greece,23
2000,Denmark,24
2000,Estonia,25
2000,Cyprus,26
2000,Italy,27
2000,Poland,28
2000,Ukraine,30
2000,Spain,31
2000,Malta,32
2000,Malaysia,34
2000,Finland,35
2000,France,36
2000,Hungary,37
2000,Belarus,38
2000,Slovenia,39
2000,Bulgaria,40
2000,South Africa,41
2000,Austria,42
2000,Azerbaijan,43
2000,Switzerland,44
2000,Jordan,45
2000,Lebanon,46
2000,Mongolia,47
2000,New Zealand,48
2000,Algeria,49
2000,Portugal,51
2000,Serbia,52
2000,Argentina,53
2000,Mexico,54
2000,Moldova,55
2000,Romania,56
2000,North Macedonia,57
2000,Lithuania,60
2000,Armenia,62
2000,Tunisia,63
2000,Croatia,64
2000,Sweden,65
2000,Thailand,66
2000,Morocco,67
2000,Ecuador,68
2000,Chile,69
2000,China,70
2000,Norway,71
2000,Panama,72
2000,Latvia,73
2000,Colombia,74
2000,Iceland,75
2000,Montenegro,76
2000,Uruguay,77
2000,Costa Rica,78
2000,Peru,79
2000,Brazil,80
2000,Philippines,81
2000,Indonesia,82
2000,Georgia,83
2000,India,84
2000,Pakistan,85
2000,Nicaragua,87
2000,Nepal,88
