Year,Country,Ease_of_Living_Rank
2000,United States,1
2000,Switzerland,2
2000,Norway,3
2000,Qatar,4
2000,Denmark,5
2000,Netherlands,6
2000,Japan,7
2000,Australia,8
2000,Canada,9
2000,United Kingdom,10
2000,Finland,11
2000,Sweden,12
2000,Germany,13
2000,Ireland,14
2000,Belgium,15
2000,Singapore,17
2000,Iceland,18
2000,Austria,19
2000,New Zealand,20
2000,France,21
2000,United Arab Emirates,22
2000,Spain,23
2000,Israel,24
2000,Kuwait,25
2000,Bahrain,26
2000,Italy,28
2000,Greece,29
2000,Cyprus,30
2000,Malta,31
2000,Portugal,34
2000,Slovenia,35
2000,Estonia,36
2000,Poland,37
2000,Chile,38
2000,Hungary,39
2000,Uruguay,41
2000,Argentina,42
2000,Saudi Arabia,43
2000,Malaysia,44
2000,Lithuania,45
2000,Croatia,46
2000,Latvia,47
2000,Panama,48
2000,Bulgaria,49
2000,Costa Rica,50
2000,Mexico,51
2000,South Africa,52
2000,Montenegro,53
2000,Lebanon,54
2000,Jordan,55
2000,Thailand,56
2000,Romania,59
2000,Tunisia,59
2000,Belarus,60
2000,Brazil,61
2000,North Macedonia,62
2000,Peru,64
2000,Kazakhstan,66
2000,Ukraine,67
2000,Armenia,68
2000,Colombia,69
2000,Mongolia,71
2000,Moldova,72
2000,Ecuador,73
2000,Serbia,74
2000,Georgia,74
2000,Algeria,75
2000,Philippines,76
2000,China,77
2000,Azerbaijan,79
2000,Morocco,80
2000,Indonesia,82
2000,India,83
2000,Nicaragua,84
2000,Nepal,85
2000,Pakistan,86
