Year,Country,Ease_of_Living_Rank
2017,Switzerland,1
2017,Norway,2
2017,Iceland,3
2017,Singapore,4
2017,Australia,5
2017,Japan,7
2017,United States,8
2017,Canada,9
2017,New Zealand,10
2017,Denmark,11
2017,Netherlands,12
2017,Ireland,13
2017,Finland,14
2017,Sweden,16
2017,United Arab Emirates,17
2017,Qatar,18
2017,Belgium,19
2017,Germany,20
2017,United Kingdom,21
2017,Austria,22
2017,Israel,23
2017,France,25
2017,Kuwait,26
2017,Italy,27
2017,Malta,28
2017,Bahrain,29
2017,Estonia,30
2017,Slovenia,31
2017,Spain,32
2017,Cyprus,33
2017,Portugal,35
2017,Chile,36
2017,Saudi Arabia,37
2017,Lithuania,38
2017,Uruguay,39
2017,Greece,40
2017,Poland,42
2017,Latvia,43
2017,Costa Rica,44
2017,Hungary,45
2017,Croatia,46
2017,China,47
2017,Argentina,48
2017,Malaysia,49
2017,Panama,50
2017,India,51
2017,Mongolia,52
2017,Jordan,53
2017,Romania,55
2017,Bulgaria,57
2017,Thailand,58
2017,Montenegro,59
2017,Lebanon,60
2017,Kazakhstan,61
2017,South Africa,62
2017,Georgia,63
2017,Serbia,64
2017,Brazil,65
2017,Belarus,67
2017,Ecuador,68
2017,Peru,70
2017,North Macedonia,71
2017,Mexico,72
2017,Armenia,73
2017,Indonesia,74
2017,Colombia,75
2017,Tunisia,76
2017,Ukraine,78
2017,Azerbaijan,79
2017,Algeria,80
2017,Moldova,81
2017,Philippines,82
2017,Nicaragua,83
2017,Morocco,84
2017,Nepal,86
2017,Pakistan,87
