Year,Country,Quality_of_Life_Rank
2017,Norway,1
2017,Switzerland,2
2017,Iceland,3
2017,Denmark,4
2017,Germany,5
2017,Sweden,6
2017,Netherlands,7
2017,Australia,8
2017,Singapore,9
2017,New Zealand,10
2017,Finland,11
2017,Ireland,12
2017,Belgium,13
2017,Canada,13
2017,United Kingdom,14
2017,United States,15
2017,Japan,16
2017,Israel,17
2017,Austria,18
2017,Slovenia,20
2017,Malta,21
2017,France,22
2017,Spain,23
2017,United Arab Emirates,25
2017,Italy,26
2017,Estonia,27
2017,Cyprus,28
2017,Greece,29
2017,Lithuania,30
2017,Poland,31
2017,Bahrain,32
2017,Portugal,33
2017,Latvia,34
2017,Saudi Arabia,35
2017,Chile,37
2017,Croatia,38
2017,Argentina,39
2017,Qatar,40
2017,Hungary,41
2017,Kuwait,42
2017,Montenegro,45
2017,Romania,46
2017,Uruguay,47
2017,Belarus,48
2017,Kazakhstan,49
2017,Panama,50
2017,Bulgaria,51
2017,Costa Rica,52
2017,Malaysia,53
2017,Serbia,54
2017,Georgia,55
2017,Thailand,56
2017,Ukraine,58
2017,Mexico,59
2017,North Macedonia,60
2017,Peru,62
2017,Armenia,63
2017,Moldova,64
2017,Ecuador,65
2017,Colombia,66
2017,Brazil,67
2017,Azerbaijan,68
2017,Lebanon,69
2017,China,70
2017,Algeria,71
2017,Tunisia,72
2017,Mongolia,73
2017,South Africa,75
2017,Jordan,76
2017,India,77
2017,Philippines,78
2017,Indonesia,79
2017,Morocco,81
2017,Nicaragua,82
2017,Nepal,83
2017,Pakistan,85
