Year,Country,Sustainability_Rank
2017,Qatar,1
2017,Kuwait,2
2017,United Arab Emirates,3
2017,Bahrain,4
2017,Saudi Arabia,5
2017,Australia,6
2017,United States,7
2017,Kazakhstan,9
2017,Canada,10
2017,Singapore,12
2017,Netherlands,13
2017,Japan,14
2017,Estonia,15
2017,Israel,19
2017,South Africa,21
2017,Malaysia,22
2017,Mongolia,23
2017,Poland,24
2017,Belgium,25
2017,Ireland,26
2017,Germany,27
2017,China,28
2017,Belarus,29
2017,Lebanon,30
2017,Algeria,31
2017,United Kingdom,33
2017,Cyprus,34
2017,Slovenia,35
2017,Serbia,37
2017,Azerbaijan,38
2017,Greece,39
2017,Bulgaria,40
2017,Ukraine,41
2017,Spain,42
2017,Hungary,43
2017,Argentina,44
2017,Italy,45
2017,France,46
2017,Mexico,47
2017,Malta,48
2017,Jordan,49
2017,New Zealand,51
2017,Austria,53
2017,North Macedonia,54
2017,Tunisia,55
2017,Portugal,56
2017,Chile,57
2017,Switzerland,58
2017,Morocco,59
2017,Thailand,60
2017,Finland,61
2017,Armenia,62
2017,Romania,63
2017,Ecuador,64
2017,Croatia,65
2017,Denmark,66
2017,Moldova,67
2017,Panama,68
2017,Georgia,69
2017,Lithuania,71
2017,Indonesia,72
2017,Norway,73
2017,Montenegro,74
2017,Peru,75
2017,Philippines,76
2017,India,77
2017,Colombia,78
2017,Latvia,79
2017,Costa Rica,80
2017,Sweden,81
2017,Brazil,82
2017,Pakistan,83
2017,Nicaragua,84
2017,Uruguay,85
2017,Iceland,86
2017,Nepal,87
