Year,Country,Institutional_Rank
1980,Indonesia,1
1980,Poland,2
1980,Seychelles,4
1980,Italy,5
1980,India,6
1980,Singapore,7
1980,Denmark,8
1980,Brunei Darussalam,9
1980,South Africa,10
1980,Tunisia,11
1980,Finland,12
1980,St. Kitts and Nevis,13
1980,St. Vincent and the Grenadines,14
1980,France,15
1980,Pakistan,16
1980,Germany,17
1980,Philippines,18
1980,Azerbaijan,19
1980,Isle of Man,20
1980,British Virgin Islands,20
1980,Kazakhstan,21
1980,Algeria,22
1980,Qatar,23
1980,Nepal,24
1980,Switzerland,25
1980,Romania,26
1980,Slovenia,27
1980,Belarus,28
1980,United Kingdom,29
1980,North America,30
1980,Argentina,31
1980,Kuwait,32
1980,Cyprus,33
1980,Netherlands,35
1980,Bermuda,36
1980,Sweden,37
1980,Libya,38
1980,Europe & Central Asia (excluding high income),39
1980,Spain,40
1980,Greece,42
1980,Post-demographic dividend,43
1980,Albania,44
1980,Luxembourg,45
1980,Moldova,46
1980,Thailand,47
1980,Bulgaria,48
1980,Turks and Caicos Islands,49
1980,Canada,50
1980,Uruguay,51
1980,Mauritius,52
1980,Norway,53
1980,New Caledonia,54
1980,Montenegro,55
1980,Hungary,56
1980,Cuba,57
1980,Puerto Rico,58
1980,Paraguay,59
1980,Europe & Central Asia (IDA & IBRD countries),60
1980,Austria,61
1980,United States,62
1980,Panama,63
1980,China,64
1980,Guam,65
1980,Jamaica,66
1980,Aruba,68
1980,European Union,69
1980,Gibraltar,70
1980,Caribbean small states,72
1980,New Zealand,73
1980,"Micronesia, Fed. Sts.",74
1980,Euro area,75
1980,Sri Lanka,77
1980,Armenia,78
1980,Latvia,79
1980,Barbados,80
1980,Israel,81
1980,OECD members,82
1980,St. Martin (French part),83
1980,Australia,84
1980,St. Lucia,85
1980,High income,86
1980,Uzbekistan,87
1980,Channel Islands,88
1980,Antigua and Barbuda,89
1980,Colombia,90
1980,East Asia & Pacific (IDA & IBRD countries),91
1980,Virgin Islands (U.S.),92
1980,Grenada,93
1980,Dominica,95
1980,Latin America & the Caribbean (IDA & IBRD countries),96
1980,French Polynesia,97
1980,East Asia & Pacific (excluding high income),98
1980,Belgium,99
1980,Trinidad and Tobago,100
1980,Belize,101
1980,"Korea, Dem. People's Rep.",101
1980,Malta,102
1980,Late-demographic dividend,103
1980,Portugal,104
1980,Chile,105
1980,Central Europe and the Baltics,106
1980,Europe & Central Asia,106
1980,Lithuania,107
1980,Ireland,108
1980,Japan,109
1980,Croatia,111
1980,Estonia,112
1980,Sint Maarten (Dutch part),113
1980,Curacao,113
