Year,Country,Sustainability_Rank
1980,France,1
1980,Slovenia,2
1980,Netherlands,3
1980,Austria,4
1980,Sweden,5
1980,Norway,6
1980,Canada,7
1980,United Kingdom,8
1980,Kuwait,9
1980,Iceland,10
1980,Germany,11
1980,Poland,12
1980,Belgium,13
1980,Costa Rica,14
1980,Puerto Rico,15
1980,Euro area,16
1980,Latvia,17
1980,Japan,18
1980,Ireland,19
1980,Australia,20
1980,Switzerland,21
1980,Bulgaria,22
1980,Hungary,23
1980,Bermuda,24
1980,United States,25
1980,Channel Islands,26
1980,Estonia,27
1980,Gibraltar,28
1980,Qatar,29
1980,Denmark,30
1980,Romania,31
1980,Post-demographic dividend,32
1980,Singapore,33
1980,Luxembourg,35
1980,Cyprus,36
1980,North Macedonia,37
1980,Europe & Central Asia (IDA & IBRD countries),38
1980,Uruguay,39
1980,Aruba,40
1980,St. Martin (French part),41
1980,OECD members,42
1980,North America,43
1980,European Union,44
1980,Croatia,46
1980,Israel,47
1980,Finland,48
1980,New Zealand,49
1980,High income,50
1980,Panama,51
1980,Europe & Central Asia (excluding high income),52
1980,Barbados,53
1980,Cuba,54
1980,Serbia,55
1980,Antigua and Barbuda,56
1980,Uzbekistan,57
1980,Guam,58
1980,Belarus,59
1980,Caribbean small states,60
1980,Seychelles,61
1980,Brunei Darussalam,62
1980,Trinidad and Tobago,63
1980,Isle of Man,64
1980,British Virgin Islands,64
1980,St. Vincent and the Grenadines,65
1980,Chile,66
1980,Italy,67
1980,St. Kitts and Nevis,68
1980,Europe & Central Asia,69
1980,Central Europe and the Baltics,69
1980,Curacao,70
1980,Grenada,71
1980,Albania,72
1980,Sri Lanka,73
1980,Portugal,76
1980,Turkmenistan,77
1980,Spain,78
1980,Kosovo,79
1980,French Polynesia,81
1980,Dominica,82
1980,Georgia,83
1980,Montenegro,84
1980,Ukraine,85
1980,"Bahamas, The",86
1980,Argentina,87
1980,Mauritius,88
1980,Greece,90
1980,Colombia,91
1980,Malaysia,92
1980,Jamaica,93
1980,Latin America & the Caribbean (IDA & IBRD countries),94
