Year,Country,Quality_of_Life_Rank
1980,Netherlands,1
1980,Australia,2
1980,France,3
1980,Greece,4
1980,North America,5
1980,Denmark,6
1980,Bermuda,7
1980,Switzerland,8
1980,Puerto Rico,9
1980,Canada,9
1980,United States,10
1980,Belgium,11
1980,Euro area,12
1980,Post-demographic dividend,13
1980,United Kingdom,14
1980,Channel Islands,15
1980,Norway,16
1980,Gibraltar,17
1980,Iceland,18
1980,Finland,19
1980,Japan,20
1980,Ireland,21
1980,Spain,22
1980,Sweden,23
1980,Latvia,24
1980,Slovenia,25
1980,Austria,26
1980,Italy,27
1980,Portugal,28
1980,Singapore,28
1980,Ukraine,29
1980,Germany,30
1980,Costa Rica,31
1980,New Zealand,32
1980,Barbados,33
1980,Cuba,35
1980,Bulgaria,36
1980,Uruguay,37
1980,Israel,38
1980,European Union,39
1980,Poland,39
1980,OECD members,40
1980,Aruba,41
1980,Estonia,42
1980,Montenegro,43
1980,Luxembourg,44
1980,Qatar,45
1980,Romania,46
1980,Europe & Central Asia (IDA & IBRD countries),47
1980,High income,48
1980,Uzbekistan,49
1980,Kuwait,50
1980,Hungary,51
1980,Malta,52
1980,Moldova,54
1980,Cyprus,55
1980,French Polynesia,56
1980,Turkmenistan,58
1980,Lithuania,59
1980,Sri Lanka,60
1980,Serbia,62
1980,Antigua and Barbuda,63
1980,Croatia,64
1980,St. Martin (French part),64
1980,North Macedonia,65
1980,Dominica,66
1980,Bahrain,67
1980,Sint Maarten (Dutch part),68
1980,Kosovo,69
1980,Georgia,70
1980,Curacao,71
1980,Trinidad and Tobago,72
1980,"Bahamas, The",75
1980,Europe & Central Asia (excluding high income),76
1980,Panama,77
1980,Central Europe and the Baltics,78
1980,Europe & Central Asia,78
1980,Grenada,79
1980,Colombia,80
1980,Chile,81
1980,Brunei Darussalam,82
1980,Seychelles,83
1980,St. Kitts and Nevis,84
1980,St. Vincent and the Grenadines,85
1980,Isle of Man,86
1980,British Virgin Islands,86
1980,Guam,87
1980,Caribbean small states,88
1980,Belarus,89
1980,Albania,90
1980,Libya,91
1980,Jamaica,92
1980,Mauritius,93
1980,New Caledonia,94
1980,Turks and Caicos Islands,95
1980,Azerbaijan,96
1980,Kazakhstan,97
1980,Argentina,97
1980,Paraguay,98
1980,St. Lucia,99
1980,Jordan,100
1980,"Korea, Dem. People's Rep.",101
1980,Belize,101
1980,United Arab Emirates,102
1980,Virgin Islands (U.S.),103
1980,Upper middle income,104
1980,East Asia & Pacific (excluding high income),105
1980,East Asia & Pacific (IDA & IBRD countries),106
1980,Mexico,107
1980,Late-demographic dividend,108
1980,Ecuador,110
1980,"Micronesia, Fed. Sts.",111
1980,Armenia,112
1980,Brazil,113
1980,East Asia & Pacific,114
1980,Latin America & the Caribbean (IDA & IBRD countries),115
1980,Greenland,116
1980,Malaysia,117
1980,Latin America & Caribbean (excluding high income),118
1980,China,119
1980,Fiji,120
1980,Vanuatu,122
1980,World,123
1980,Latin America & Caribbean,125
1980,Tuvalu,126
1980,Suriname,127
1980,Samoa,128
1980,Tonga,128
1980,IBRD only,129
1980,Tunisia,130
1980,Botswana,131
1980,Thailand,132
1980,Dominican Republic,133
1980,"Congo, Rep.",134
1980,Saudi Arabia,135
1980,Tajikistan,136
1980,Cabo Verde,137
1980,Small states,138
1980,Solomon Islands,139
1980,Zimbabwe,140
1980,Pacific island small states,141
1980,Guyana,142
1980,Lebanon,143
1980,Eswatini,144
1980,IDA blend,145
1980,Nauru,147
1980,Other small states,148
1980,Gabon,149
1980,Kyrgyz Republic,150
1980,Honduras,151
1980,Iraq,152
1980,Low & middle income,153
1980,Middle East & North Africa,154
1980,IDA & IBRD total,155
1980,Marshall Islands,156
1980,Kenya,157
1980,"Yemen, Rep.",158
1980,India,159
1980,Sao Tome and Principe,160
1980,Middle income,161
1980,Bolivia,162
1980,Kiribati,163
1980,Philippines,164
1980,Lower middle income,164
1980,South Africa,166
1980,Cameroon,167
1980,Guatemala,168
1980,Lesotho,169
1980,Ghana,170
1980,Indonesia,171
1980,Fragile and conflict affected situations,172
1980,Nicaragua,173
1980,Peru,173
1980,IDA total,175
1980,Zambia,176
1980,IDA only,177
1980,Middle East & North Africa (excluding high income),178
1980,Guinea-Bissau,179
