Year,Country,Ease_of_Living_Rank
2021,Switzerland,1
2021,Norway,2
2021,Singapore,3
2021,Australia,4
2021,Denmark,5
2021,Ireland,7
2021,Japan,8
2021,Netherlands,9
2021,Iceland,10
2021,New Zealand,11
2021,Finland,13
2021,Sweden,14
2021,Belgium,15
2021,Israel,16
2021,Canada,17
2021,United States,18
2021,Germany,19
2021,France,20
2021,United Kingdom,21
2021,Austria,22
2021,Malta,24
2021,United Arab Emirates,25
2021,Qatar,26
2021,Slovenia,27
2021,Italy,28
2021,Spain,29
2021,Estonia,30
2021,Cyprus,31
2021,Bahrain,33
2021,Portugal,34
2021,Greece,35
2021,Lithuania,36
2021,Saudi Arabia,37
2021,Chile,38
2021,Latvia,39
2021,China,41
2021,Croatia,42
2021,Poland,43
2021,Kuwait,44
2021,Hungary,45
2021,Uruguay,46
2021,Malaysia,47
2021,Costa Rica,48
2021,Panama,49
2021,Thailand,50
2021,India,51
2021,Romania,52
2021,Montenegro,53
2021,Jordan,54
2021,Bulgaria,55
2021,Argentina,56
2021,Lebanon,57
2021,Georgia,58
2021,Serbia,60
2021,Kazakhstan,60
2021,South Africa,61
2021,North Macedonia,63
2021,Armenia,64
2021,Mongolia,65
2021,Ecuador,66
2021,Indonesia,67
2021,Peru,68
2021,Moldova,69
2021,Mexico,70
2021,Azerbaijan,73
2021,Belarus,74
2021,Tunisia,75
2021,Ukraine,77
2021,Colombia,78
2021,Morocco,79
2021,Philippines,80
2021,Algeria,82
2021,Brazil,83
2021,Nicaragua,84
2021,Nepal,85
2021,Pakistan,86
