Year,Country,Economic_Rank
2021,Switzerland,1
2021,Norway,2
2021,Iceland,3
2021,Singapore,4
2021,Denmark,5
2021,Japan,6
2021,Australia,7
2021,Ireland,10
2021,Israel,11
2021,France,12
2021,New Zealand,13
2021,Sweden,14
2021,United States,15
2021,Netherlands,16
2021,Belgium,17
2021,Finland,18
2021,Austria,19
2021,Canada,20
2021,China,21
2021,Lebanon,22
2021,Malta,23
2021,Italy,25
2021,United Kingdom,26
2021,Germany,27
2021,Qatar,28
2021,India,29
2021,United Arab Emirates,30
2021,Cyprus,31
2021,Slovenia,32
2021,Spain,33
2021,Bahrain,34
2021,Greece,35
2021,Panama,36
2021,Croatia,37
2021,Estonia,38
2021,Portugal,39
2021,Kuwait,40
2021,Latvia,41
2021,Costa Rica,43
2021,Saudi Arabia,44
2021,Thailand,45
2021,Uruguay,47
2021,Jordan,48
2021,Chile,49
2021,Lithuania,50
2021,Hungary,51
2021,Poland,52
2021,Malaysia,53
2021,Nicaragua,54
2021,South Africa,55
2021,Bulgaria,57
2021,Philippines,58
2021,Ecuador,59
2021,Montenegro,60
2021,Romania,62
2021,Indonesia,63
2021,Serbia,64
2021,Peru,65
2021,Mexico,66
2021,Argentina,67
2021,Morocco,67
2021,Mongolia,68
2021,North Macedonia,70
2021,Moldova,72
2021,Belarus,73
2021,Brazil,74
2021,Colombia,75
2021,Armenia,76
2021,Azerbaijan,77
2021,Kazakhstan,78
2021,Tunisia,79
2021,Algeria,81
2021,Ukraine,82
2021,Nepal,84
2021,Georgia,85
2021,Pakistan,86
