Year,Country,Economic_Rank
1986,Switzerland,1
1986,Norway,2
1986,Oman,3
1986,OECD members,3
1986,United Arab Emirates,4
1986,Sub-Saharan Africa (IDA & IBRD countries),5
1986,Sub-Saharan Africa (excluding high income),5
1986,Sub-Saharan Africa,5
1986,Sudan,5
1986,Suriname,5
1986,Italy,6
1986,Sweden,7
1986,Belgium,8
1986,IDA total,9
1986,IDA only,9
1986,Iceland,10
1986,United States,11
1986,Bermuda,12
1986,Belize,12
1986,Benin,12
1986,Dominica,13
1986,Early-demographic dividend,13
1986,Djibouti,13
1986,Dominican Republic,13
1986,Upper middle income,15
1986,Jamaica,16
1986,Caribbean small states,17
1986,Central African Republic,17
1986,Cameroon,17
1986,Cambodia,17
1986,Canada,18
1986,Puerto Rico,19
1986,Fiji,20
1986,Faroe Islands,20
1986,European Union,20
1986,Fragile and conflict affected situations,20
1986,Qatar,21
1986,Europe & Central Asia (excluding high income),22
1986,Bahrain,23
1986,Austria,24
1986,Japan,25
1986,Denmark,25
1986,Finland,26
1986,Germany,27
1986,Netherlands,28
1986,France,29
1986,French Polynesia,30
1986,United Kingdom,31
1986,Bangladesh,32
1986,Ghana,33
1986,Ireland,34
1986,Australia,35
1986,Europe & Central Asia,36
1986,Eswatini,36
1986,Euro area,36
1986,Europe & Central Asia (IDA & IBRD countries),36
1986,Ethiopia,36
1986,Eritrea,36
1986,Estonia,37
1986,Slovenia,38
1986,Small states,39
1986,Solomon Islands,39
1986,Latvia,41
1986,Latin America & Caribbean,41
1986,Least developed countries: UN classification,41
1986,Latin America & Caribbean (excluding high income),41
1986,Latin America & the Caribbean (IDA & IBRD countries),41
1986,Isle of Man,42
1986,Kyrgyz Republic,43
1986,Kosovo,43
1986,Late-demographic dividend,43
1986,Lao PDR,43
1986,"Korea, Dem. People's Rep.",43
1986,Low & middle income,44
1986,Low income,44
1986,Lower middle income,44
1986,Libya,44
1986,Lithuania,45
1986,Cuba,48
1986,Lebanon,49
1986,Liberia,50
1986,Lesotho,50
1986,Sint Maarten (Dutch part),51
1986,Sierra Leone,51
1986,Croatia,52
1986,Panama,53
1986,Senegal,54
1986,Sao Tome and Principe,55
1986,Singapore,56
1986,Papua New Guinea,57
1986,Saudi Arabia,58
1986,Poland,59
1986,Kuwait,60
1986,Heavily indebted poor countries (HIPC),61
1986,Guyana,61
1986,Haiti,61
1986,High income,61
1986,Honduras,61
1986,Cyprus,62
1986,Montenegro,63
1986,Marshall Islands,64
1986,Mali,64
1986,Malta,65
1986,Israel,66
1986,Curacao,67
1986,New Caledonia,69
1986,Samoa,71
1986,Rwanda,71
1986,Gibraltar,72
1986,Greenland,72
1986,Guinea-Bissau,72
1986,Guatemala,72
1986,Grenada,72
1986,Guam,72
1986,Guinea,72
1986,South Sudan,73
1986,South Asia (IDA & IBRD),73
1986,New Zealand,74
1986,Greece,75
1986,Tajikistan,76
1986,Seychelles,78
1986,British Virgin Islands,79
1986,Brazil,80
1986,Bolivia,81
1986,Botswana,81
1986,Bhutan,81
1986,Serbia,83
1986,St. Vincent and the Grenadines,84
1986,Sri Lanka,84
1986,St. Lucia,84
1986,St. Kitts and Nevis,84
1986,St. Martin (French part),84
1986,Iraq,85
1986,North Macedonia,86
1986,North America,87
1986,Maldives,88
1986,Luxembourg,88
1986,Malawi,88
1986,Madagascar,88
1986,Romania,89
1986,Azerbaijan,90
1986,"Bahamas, The",90
1986,Kazakhstan,91
1986,Barbados,92
1986,Malaysia,93
1986,Belarus,95
1986,Armenia,96
1986,Kenya,97
1986,Kiribati,97
1986,Aruba,98
1986,Mexico,99
1986,Georgia,100
1986,Spain,101
1986,Bulgaria,101
1986,Philippines,102
1986,Mauritania,103
1986,Mauritius,103
1986,Middle East & North Africa,104
1986,"Micronesia, Fed. Sts.",104
1986,Middle East & North Africa (IDA & IBRD countries),104
1986,Brunei Darussalam,105
1986,Burundi,105
1986,Burkina Faso,105
1986,Cabo Verde,105
1986,"Gambia, The",107
1986,Gabon,107
1986,Thailand,108
1986,Ukraine,109
1986,Middle income,110
1986,Middle East & North Africa (excluding high income),110
1986,Tuvalu,111
1986,Uganda,111
1986,Togo,112
1986,Tanzania,112
1986,Timor-Leste,112
1986,Moldova,113
1986,Arab World,114
1986,Antigua and Barbuda,114
1986,IDA blend,115
1986,Uruguay,116
1986,Portugal,117
1986,Argentina,117
1986,Hungary,118
1986,IBRD only,119
1986,IDA & IBRD total,119
1986,Post-demographic dividend,120
1986,Pre-demographic dividend,120
1986,Somalia,121
1986,South Asia,121
1986,Tunisia,122
1986,Tonga,123
1986,Trinidad and Tobago,124
1986,China,125
1986,Vanuatu,126
1986,Uzbekistan,126
1986,Nigeria,127
1986,Niger,127
1986,Jordan,129
1986,Virgin Islands (U.S.),130
1986,World,130
1986,Zimbabwe,130
1986,"Yemen, Rep.",130
1986,Zambia,130
1986,Other small states,131
1986,Pacific island small states,131
1986,South Africa,132
1986,Myanmar,133
1986,Mozambique,133
1986,Pakistan,134
1986,India,135
1986,Morocco,136
1986,Afghanistan,137
1986,Angola,137
1986,Africa Western and Central,137
1986,Africa Eastern and Southern,137
1986,Albania,137
1986,Costa Rica,138
1986,Nicaragua,139
1986,Indonesia,140
1986,Algeria,141
1986,Equatorial Guinea,142
1986,El Salvador,142
1986,Paraguay,144
1986,"Congo, Rep.",145
1986,Namibia,146
1986,Nauru,146
1986,Nepal,147
1986,Channel Islands,148
1986,Central Europe and the Baltics,148
1986,Chad,148
1986,East Asia & Pacific,149
1986,East Asia & Pacific (excluding high income),149
1986,East Asia & Pacific (IDA & IBRD countries),149
1986,Colombia,150
1986,Turkmenistan,151
1986,Turks and Caicos Islands,151
1986,Comoros,152
1986,"Congo, Dem. Rep.",152
1986,Chile,154
1986,Peru,155
1986,Mongolia,156
1986,Ecuador,157
