Year,Country,Quality_of_Life_Rank
1986,Switzerland,1
1986,Sweden,2
1986,Spain,2
1986,Iceland,3
1986,Japan,3
1986,Netherlands,4
1986,Norway,5
1986,Gibraltar,6
1986,France,7
1986,Belgium,8
1986,Finland,9
1986,Italy,10
1986,Australia,11
1986,Post-demographic dividend,12
1986,Canada,13
1986,Austria,14
1986,Puerto Rico,15
1986,OECD members,16
1986,European Union,17
1986,British Virgin Islands,18
1986,Cuba,19
1986,Bermuda,20
1986,Channel Islands,21
1986,United States,22
1986,New Zealand,23
1986,Denmark,24
1986,Portugal,25
1986,Costa Rica,27
1986,United Kingdom,28
1986,Faroe Islands,29
1986,Euro area,30
1986,Barbados,31
1986,Latvia,32
1986,Germany,34
1986,Qatar,35
1986,Ukraine,36
1986,Lithuania,37
1986,Israel,38
1986,Bahrain,39
1986,Sint Maarten (Dutch part),40
1986,Montenegro,41
1986,Slovenia,41
1986,Aruba,42
1986,Poland,43
1986,Luxembourg,44
1986,Belarus,45
1986,Bulgaria,46
1986,Kuwait,47
1986,Hungary,48
1986,Argentina,49
1986,Uruguay,50
1986,Europe & Central Asia,50
1986,Greece,51
1986,Cyprus,53
1986,Georgia,54
1986,Ireland,55
1986,Estonia,56
1986,New Caledonia,57
1986,Panama,58
1986,Malta,58
1986,High income,59
1986,Romania,60
1986,Brunei Darussalam,61
1986,Chile,62
1986,French Polynesia,62
1986,Central Europe and the Baltics,63
1986,St. Martin (French part),64
1986,North America,65
1986,Uzbekistan,66
1986,Moldova,67
1986,Europe & Central Asia (excluding high income),68
1986,Singapore,69
1986,Antigua and Barbuda,70
1986,Virgin Islands (U.S.),71
1986,Turkmenistan,72
1986,North Macedonia,73
1986,"Bahamas, The",75
1986,Serbia,76
1986,Kazakhstan,77
1986,Kosovo,78
1986,Curacao,79
1986,Croatia,80
1986,Tajikistan,82
1986,St. Vincent and the Grenadines,84
1986,Trinidad and Tobago,84
1986,Seychelles,85
1986,Azerbaijan,86
1986,Dominica,88
1986,Sri Lanka,89
1986,United Arab Emirates,90
1986,Guam,91
1986,Jordan,92
1986,Jamaica,93
1986,St. Lucia,94
1986,Ecuador,95
1986,East Asia & Pacific (IDA & IBRD countries),96
1986,East Asia & Pacific (excluding high income),97
1986,Grenada,98
1986,Albania,99
1986,Malaysia,100
1986,China,101
1986,Late-demographic dividend,102
1986,Caribbean small states,103
1986,East Asia & Pacific,104
1986,Isle of Man,105
1986,Colombia,105
1986,Libya,106
1986,Europe & Central Asia (IDA & IBRD countries),107
1986,Armenia,108
1986,Mexico,109
1986,Pacific island small states,110
1986,Turks and Caicos Islands,111
1986,Tunisia,112
1986,Saudi Arabia,114
1986,"Micronesia, Fed. Sts.",116
1986,Tonga,117
1986,St. Kitts and Nevis,118
1986,"Korea, Dem. People's Rep.",119
1986,Mauritius,119
1986,Latin America & Caribbean,120
1986,Latin America & the Caribbean (IDA & IBRD countries),120
1986,Latin America & Caribbean (excluding high income),121
1986,Upper middle income,122
1986,World,123
1986,Botswana,124
1986,Belize,125
1986,Paraguay,126
1986,Brazil,127
1986,Oman,128
1986,Algeria,129
1986,Other small states,130
1986,Suriname,131
1986,Fiji,132
1986,Philippines,133
1986,South Africa,134
1986,Thailand,135
1986,South Asia (IDA & IBRD),136
1986,South Asia,136
1986,Honduras,137
1986,Greenland,138
1986,Cabo Verde,139
1986,Samoa,140
1986,Dominican Republic,141
1986,Tuvalu,142
1986,IBRD only,143
1986,Zimbabwe,144
1986,Vanuatu,145
1986,Guyana,146
1986,Small states,147
1986,Kyrgyz Republic,148
1986,Middle East & North Africa,149
1986,Solomon Islands,150
1986,IDA & IBRD total,151
1986,Middle income,152
1986,Guatemala,153
1986,Gabon,154
1986,Eswatini,155
1986,Marshall Islands,156
1986,Middle East & North Africa (excluding high income),158
1986,Middle East & North Africa (IDA & IBRD countries),159
1986,Early-demographic dividend,160
1986,Lesotho,161
1986,Peru,162
1986,Low & middle income,163
1986,Arab World,164
1986,Nauru,165
1986,Lebanon,166
1986,Indonesia,167
1986,Lao PDR,168
1986,El Salvador,169
1986,"Congo, Rep.",170
1986,Bolivia,170
1986,"Yemen, Rep.",171
1986,Kenya,172
1986,Kiribati,173
1986,Iraq,174
1986,IDA total,175
1986,Maldives,176
1986,Morocco,177
1986,Zambia,178
1986,Lower middle income,179
1986,Cameroon,180
1986,Haiti,182
1986,IDA blend,183
1986,Namibia,184
1986,Cambodia,185
1986,IDA only,186
1986,India,187
1986,Ghana,188
1986,Benin,189
1986,"Gambia, The",190
1986,Nicaragua,191
1986,Mauritania,192
1986,Guinea,193
1986,Eritrea,194
1986,Pakistan,195
1986,Senegal,196
1986,Fragile and conflict affected situations,197
1986,Djibouti,198
1986,Equatorial Guinea,199
1986,Guinea-Bissau,200
1986,Bangladesh,201
1986,Comoros,202
